Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Supplement,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration ,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD ","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,UT (Unique ID),Pubmed Id,
J,"Dinsmore, K. J.; Billett, M. F.; Dyson, K. E.",,,,"Billett, Michael F/D-7710-2012; Dinsmore, Kerry J/A-1949-2010; Dinsmore, Kerry/AAA-4529-2019","Dinsmore, Kerry J/0000-0002-3586-6256; ",,,Temperature and precipitation drive temporal variability in aquatic carbon and GHG concentrations and fluxes in a peatland catchment,,,,,,,,Global Change Biology,,,,19,7,,,2133,2148,,10.1111/gcb.12209,,,,JUL 2013,2013,"The aquatic pathway is increasingly being recognized as an important component of catchment carbon and greenhouse gas (GHG) budgets, particularly in peatland systems due to their large carbon store and strong hydrological connectivity. In this study, we present a complete 5-year data set of all aquatic carbon and GHG species from an ombrotrophic Scottish peatland. Measured species include particulate and dissolved forms of organic carbon (POC, DOC), dissolved inorganic carbon (DIC), CO2, CH4 and N2O. We show that short-term variability in concentrations exists across all species and this is strongly linked to discharge. Seasonal cyclicity was only evident in DOC, CO2 and CH4 concentration; however, temperature correlated with monthly means in all species except DIC. Although the temperature correlation with monthly DOC and POC concentrations appeared to be related to biological productivity in the terrestrial system, we suggest the temperature correlation with CO2 and CH4 was primarily due to in-stream temperature-dependent solubility. Interannual variability in total aquatic carbon concentration was strongly correlated with catchment gross primary productivity (GPP) indicating a strong potential terrestrial aquatic linkage. DOC represented the largest aquatic carbon flux term (19.3 +/- 4.59g Cm-2yr-1), followed by CO2 evasion (10.0g Cm-2yr-1). Despite an estimated contribution to the total aquatic carbon flux of between 8 and 48%, evasion estimates had the greatest uncertainty. Interannual variability in total aquatic carbon export was low in comparison with variability in terrestrial biosphere-atmosphere exchange, and could be explained primarily by temperature and precipitation. Our results therefore suggest that climatic change is likely to have a significant impact on annual carbon losses through the aquatic pathway, and as such, aquatic exports are fundamental to the understanding of whole catchment responses to climate change.",,,,,,,,,81,4,0,0,60,0,85,,,1354-1013,1365-2486,,BIOSIS:PREV201300483328,23568485,
J,"Abril, Gwenael; Borges, Alberto V.",,,,"Borges, Alberto Vieira/C-4989-2008","Borges, Alberto Vieira/0000-0002-5434-2247",,,Ideas and perspectives: Carbon leaks from flooded land: do we need to replumb the inland water active pipe?,,,,,,,,Biogeosciences,,,,16,3,,,769,784,,10.5194/bg-16-769-2019,,,,FEB 12 2019,2019,"At the global scale, inland waters are a significant source of atmospheric carbon (C), particularly in the tropics. The active pipe concept predicts that C emissions from streams, lakes and rivers are largely fuelled by terrestrial ecosystems. The traditionally recognized C transfer mechanisms from terrestrial to aquatic systems are surface runoff and groundwater drainage. We present here a series of arguments that support the idea that land flooding is an additional significant process that fuels inland waters with C at the global scale. Whether the majority of CO2 emitted by rivers comes from floodable land (approximately 10% of the continents) or from well-drained land is a fundamental question that impacts our capacity to predict how these C fluxes might change in the future. Using classical concepts in ecology, we propose, as a necessary step forward, an update of the active pipe concept that differentiates floodable land from drained land. Contrarily to well-drained land, many wetlands (in particular riparian and littoral wetlands) combine strong hydrological connectivity with inland waters, high productivity assimilating CO2 from the atmosphere, direct transfer of litter and exudation products to water and waterlogged soils, a generally dominant allocation of ecosystem respiration (ER) below the water surface and a slow gas-exchange rate at the water-air interface. These properties force plants to pump atmospheric C to wetland waters and, when hydrology is favourable, to inland waters as organic C and dissolved CO2. This wetland CO2 pump may contribute disproportionately to CO2 emissions from inland waters, particularly in the tropics where 80% of the global CO2 emissions to the atmosphere occur. In future studies, more care must be taken in the way that vertical and horizontal C fluxes are conceptualized along watersheds, and 2-D models that adequately account for the hydrological export of all C species are necessary. In flooded ecosystems, significant effort should be dedicated to quantifying the components of primary production and respiration by the submerged and emerged part of the ecosystem community and to using these metabolic rates in coupled hydrological-biogeochemical models. The construction of a global typology of wetlands that includes productivity, gas fluxes and hydrological connectivity with inland waters also appears necessary to adequately integrate continental C fluxes at the global scale.",,,,,,,,,24,0,0,0,14,0,24,,,1726-4170,1726-4189,,BIOSIS:PREV201900297447,,
J,"Klein, Carissa; Wilson, Kerrie; Watts, Matthew; Stein, Janet; Berry, Sandra; Carwardine, Josie; Smith, Mark Stafford; Mackey, Brendan; Possingham, Hugh P.",,,,"Mackey, Brendan/ABE-3805-2020; POSSINGHAM, HUGH/R-8310-2019; Carwardine, Josie/A-5801-2011; Klein, Carissa J/F-1632-2011; Possingham, Hugh/B-1337-2008; Wilson, Kerrie A/C-8058-2009; Smith, Mark Stafford/G-1680-2010; Wilson, Kerrie/W-4181-2019","POSSINGHAM, HUGH/0000-0001-7755-996X; Klein, Carissa J/0000-0002-6299-6451; Possingham, Hugh/0000-0001-7755-996X; Wilson, Kerrie A/0000-0002-0092-935X; Smith, Mark Stafford/0000-0002-1333-3651; Wilson, Kerrie/0000-0002-0092-935X; Watts, Matthew/0000-0002-9094-1335; Stein, Janet/0000-0002-0475-0410; Mackey, Brendan/0000-0003-1996-4064",,,Incorporating ecological and evolutionary processes into continental-scale conservation planning,,,,,,,,Ecological Applications,,,,19,1,,,206,217,,10.1890/07-1684.1,,,,JAN 2009,2009,"Systematic conservation planning research has focused on designing systems of conservation areas that efficiently protect a comprehensive and representative set of species and habitats. Recently, there has been an emphasis on improving the adequacy of conservation area design to promote the persistence and future generation of biodiversity. Few studies have explored incorporating ecological and evolutionary processes into conservation planning assessments. Biodiversity in Australia is maintained and generated by numerous ecological and evolutionary processes at various spatial and temporal scales. We accommodated ecological and evolutionary processes in four ways: ( 1) using sub-catchments as planning units to facilitate the protection of the integrity and function of ecosystem processes occurring on a sub-catchment scale; ( 2) targeting one type of ecological refugia, drought refugia, which are critical for the persistence of many species during widespread drought; ( 3) targeting one type of evolutionary refugia which are important for maintaining and generating unique biota during long-term climatic changes; and ( 4) preferentially grouping priority areas along vegetated waterways to account for the importance of connected waterways and associated riparian areas in maintaining processes. We identified drought refugia, areas of relatively high and regular herbage production in arid and semiarid Australia, from estimates of gross primary productivity derived from satellite data. In this paper, we combined the novel incorporation of these processes with a more traditional framework of efficiently representing a comprehensive sample of biodiversity to identify spatial priorities across Australia. We explored the trade-offs between economic costs, representation targets, and connectivity. Priority areas that considered ecological and evolutionary processes were more connected along vegetated waterways and were identified for a small increase in economic cost. Priority areas for conservation investment are more likely to have long-term benefits to biodiversity if ecological and evolutionary processes are considered in their identification.",,,,,,,,,139,5,0,0,125,0,150,,,1051-0761,1939-5582,,BIOSIS:PREV200900201044,19323184,
J,"Claudino, Marlucy Coelho; Machado Pessanha, Andre Luiz; Araujo, Francisco Gerson; Garcia, Alexandre Miranda",,,,"PESSANHA, ANDRE/X-7027-2019; Garcia, Alexandre Miranda/H-2549-2012; Pessanha, Andre L M/D-3514-2013","PESSANHA, ANDRE/0000-0003-1878-6251; Garcia, Alexandre Miranda/0000-0002-8479-4199; ",,,Trophic connectivity and basal food sources sustaining tropical aquatic consumers along a mangrove to ocean gradient,,,,,,,,Estuarine Coastal and Shelf Science,,,,167,"Part A, Sp. Iss. SI",,,45,55,,10.1016/j.ecss.2015.07.005,,,,DEC 20 2015,2015,"Variations in the relative importance of autotrophic sources to aquatic consumers along environmental gradients and the trophic role of mangrove-derived detritus to marine coastal food webs are still poorly investigated in tropical systems. In this study, we employed stable isotope analyses to investigate the relative importance of basal food sources to macroconsumers (decapod crustaceans and fishes) in a tropical estuary along an environmental gradient extending from the mangroves to the ocean. Additionally, we evaluated the 'outwelling hypothesis', which hypothesizes that mangrove-derived detritus exported to the adjacent marine area is a food source for marine macroconsumers at open and reef-protected sandy beaches. Primary producers and macroconsumers (62 and 214 samples, respectively) were collected at five locations across the main longitudinal axis of the Mamanguape estuary, a tropical Southwestern Atlantic estuary. There were marked shifts in carbon and nitrogen isotope values for both food sources and consumers along the estuarine-marine gradient, and the mixing model results revealed similar patterns of assimilation of basal food sources by decapod crustaceans and fishes. In the inner section of the estuary, consumers tended to assimilated nutrients derived mainly from mangrove and macroalgae, whereas nearer the mouth of the estuary and in the adjacent marine area they assimilated nutrients derived mainly from macroalgae, seagrass and organic matter in the sediment (SOM). These findings support the hypothesis that the relative importance of basal food sources to macroconsumers in this tropical estuarine system reflects the dominant autochthonous primary production at each location. In contrast, our results did not support the outwelling hypothesis that mangrove-originated detritus, in the form of senescent mangrove leaves, makes a significant contribution as a primary source of carbon to high-order consumers inhabiting adjacent ocean sandy beaches. (C) 2015 Elsevier Ltd. All rights reserved.",,,,,,,,,33,2,0,0,33,1,36,,,0272-7714,1096-0015,,BIOSIS:PREV201600177055,,
J,"Fazi, Stefano; Butturini, Andrea; Tassi, Franco; Amalfitano, Stefano; Venturi, Stefania; Vazquez, Eusebi; Clokie, Martha; Wanjala, Silas W.; Pacini, Nic; Harper, David M.",,,,"Amalfitano, Stefano/C-6737-2012; Pacini, Nic/A-4878-2019; Tassi, Franco/G-7857-2012; Butturini, Andrea/K-4991-2014; Harper, David M/A-1765-2011; FAZI, STEFANO/AAX-5609-2020","Amalfitano, Stefano/0000-0002-6148-1472; Pacini, Nic/0000-0002-9717-0449; Tassi, Franco/0000-0002-3319-4257; FAZI, STEFANO/0000-0001-7688-7179; Butturini, Andrea/0000-0002-7712-6328",,,Biogeochemistry and biodiversity in a network of saline-alkaline lakes: Implications of ecohydrological connectivity in the Kenyan Rift Valley.,,,,,,,,Ecohydrology & Hydrobiology,,,,18,2,,,96,106,,,,,,Apr 2018,2018,"The volcanic and tectonic lakes of the eastern branch of the African Great Rift Valley are exposed to multiple stressors and characterised by different levels of hydrological connectivity. Past volcanic activity generated endorheic basins, in which the nature of the bedrock, its connection with groundwater, and local climatic conditions, favoured the formation of highly alkaline soda waters. While little is known about their nutrient dynamics, most lakes in this area experience considerable microbial blooms and harbour diverse and specifically adapted microbial populations, some of which could embody novel biotechnological potential. Here we review the geochemical and (micro) biological features of a cluster of lakes distributed within the East African Rift, ranging from fresh to hypersaline, under different levels of hydrological connectivity. Possibly no other location on Earth has a comparable range of lake types in close proximity to each other and representing such a remarkable microbial biodiversity. Environmental heterogeneity and habitat connectivity among adjacent aquatic ecosystems may have positive implications in terms of regional environmental stability by enhancing the overall carrying capacity, i.e. the resilience to various forms of impact, contributing to biodiversity protection. Within these ecosystems, microbial processes encompass the entire basis of their primary production, in particular those driven by cyanobacteria. Combining a multi-disciplinary ecohydrological approach with a biogeochemical investigation of the principles underlying their functioning, our study can contribute to the development of appropriate environmental protection measures to effectively maintain their natural capital. (C) 2017 European Regional Centre for Ecohydrology of the Polish Academy of Sciences. Published by Elsevier Sp. z o.o. All rights reserved.",,,,,,,,,12,0,0,0,7,0,12,,,1642-3593,,,ZOOREC:ZOOR15411074292,,
J,"Garcia, A. M.; Winemiller, K. O.; Hoeinghaus, D. J.; Claudino, M. C.; Bastos, R.; Correa, F.; Huckembeck, S.; Vieira, J.; Loebmann, D.; Abreu, P.; Ducatti, C.",,,,"Bastos, Rodrigo Ferreira/J-7138-2012; Loebmann, Daniel/A-2563-2008; Garcia, Alexandre Miranda/H-2549-2012; Abreu, Paulo Cesar/A-5145-2013; Correa, Fabiano/E-7240-2019","Bastos, Rodrigo Ferreira/0000-0002-9692-4237; Loebmann, Daniel/0000-0003-0106-7197; Garcia, Alexandre Miranda/0000-0002-8479-4199; Abreu, Paulo Cesar/0000-0002-7657-1112; Correa, Fabiano/0000-0003-1909-5137",,,Hydrologic pulsing promotes spatial connectivity and food web subsidies in a subtropical coastal ecosystem,,,,,,,,Marine Ecology Progress Series,,,,567,,,,17,28,,10.3354/meps12060,,,,MAR 13 2017,2017,"Resource pulsing is a widespread phenomenon, but its effects on ecosystem dynamics are often difficult to predict. Hydrological pulsing, in particular, is known to influence the structure and dynamics of fluvial and coastal ecosystems, but little information is available about its effects on trophic connectivity between wetlands and estuaries. We investigated the hypothesis that hydrologic pulsing drives 1-way trophic subsidies (e.g. suspended organic matter and freshwater fish) from wetland to estuary. Our study system is a coastal lagoon with an ephemeral mouth that, when closed, stores freshwater as a sustained flood pulse that is subsequently released when a connection with the sea is reestablished. We monitored isotopic composition of consumers and food sources over the course of an entire flood pulse to infer trophic linkages and spatial subsidies. Before the flood peak (April and May), freshwater and estuarine zones were largely dependent on local primary production sources (seston and C-3 plants vs. C-4 plants and microphytobenthos, respectively), essentially functioning as disconnected compartments. A sustained pulse of freshwater inflow (June to August) induced greater habitat connectivity and a net flow of biomass and energy from the freshwater zone into the estuarine zone. The opening of the lagoon outlet channel abruptly terminated the flood pulse and reduced freshwater subsidies to estuarine consumers, and both zones returned to dependence on autochthonous production. Our findings contribute to current concerns that artificial opening of sandbars in coastal lagoons alters natural ecological dynamics with significant effects on biodiversity and ecosystem processes.",,,,,,,,,20,1,0,0,19,2,21,,,0171-8630,1616-1599,,BIOSIS:PREV201700451395,,
J,"Ysebaert, Tom; van der Hoek, Dirk-Jan; Wortelboer, Rick; Wijsman, Jeroen W.M.; Tangelder, Marijn; Nolte, Arno",,,,"Wortelboer, Rick/F-3423-2016","Wortelboer, Rick/0000-0003-3418-2327; Tangelder, Marijn/0000-0003-3405-2055; Wijsman, Jeroen/0000-0002-2177-8319",,,Management options for restoring estuarine dynamics and implications for ecosystems: A quantitative approach for the Southwest Delta in the Netherlands.,,,,,,,,Ocean & Coastal Management,,,,121,,,,33,48,,,,,,Mar 2016,2016,"The Delta Works, a series of dams and barriers constructed in the 1960's-1980's changed the estuarine landscape of the Rhine-Meuse-Scheldt delta (SW Netherlands) into more stagnant and disengaged freshwater, brackish water or saltwater lakes. The remaining tidal systems were adapted by building a storm surge barrier in the Oosterschelde and dike reinforcement works along the Westerschelde. The Delta Works brought protection against flooding, but at the same time resulted in environmental and socio-economic problems, such as degradation of ecological quality and ecosystem functioning, disruption of fish migration routes, water and sediment quality problems. In this study we explore in an integrated, quantitative way the consequences of a number of management options for the Southwest Delta and their implications for the occurrence and distribution of aquatic and estuarine habitats, considering the mutual coherence between the water basins. Five scenarios were evaluated using a 1D hydraulic, water quality and primary production numerical model and GIS habitat mapping. Scenarios vary from small-scale interventions, such as changes in day-to-day management of hydraulic infrastructures or creation of small inlets in dams, feasible in the short term, to restoration of an open delta by removing dams and barriers, as a long term potential. We evaluate the outcomes in relation to the restoration of estuarine dynamics, as this is in policy plans proposed as a generic solution for the current ecological and environmental problems. Net water flow rates show more complex patterns when connectivity between water basins is increased and when sluice management is less strict. Estuarine transition zones and fish migration routes are partly restored, but only fully develop when basins are in open connection with each other. Area of intertidal habitats, tidal flats and tidal marshes, increases in each scenario, ranging between 7 and 83%, 1-56%, and 8-100% respectively, depending on scenario. Large scale infrastructural adaptations are needed to restore estuarine dynamics at large scale. The use of a 1D numerical model allowed to quantify the effect of different management measures for all water basins simultaneously, but also has its limitations. The model does not resolve more complex processes such as vertical mixing and morphodynamic changes. This requires expert judgment and more detailed 3D modelling. (C) 2015 The Authors. Published by Elsevier Ltd.",,,,,,,,,15,0,0,0,9,0,17,,,0964-5691,,,ZOOREC:ZOOR15205030616,,
J,"Lemke, Michael J.; Hagy, Heath M.; Dungey, Keenan; Casper, Andrew F.; Lemke, A. Maria; VanMiddlesworth, T. D.; Kent, Angela",,,,,"Casper, Andrew/0000-0003-3450-0209; Dungey, Keenan/0000-0002-9920-2280",,,Echoes of a flood pulse: short-term effects of record flooding of the Illinois River on floodplain lakes under ecological restoration,,,,,,,,Hydrobiologia,,,,804,1,,,151,175,,10.1007/s10750-017-3220-5,,,,DEC 2017,2017,"The flood pulse drives primary productivity, biotic communities, and abiotic processes in large river systems; however, the effects of floods on restored floodplain lakes and associated wetlands are poorly understood. Record flooding of the Illinois River, Illinois, in 2013 reconnected two floodplain preserves under restoration that had been disconnected from the river by levees for > 80 years. Differences in hydrological connections between sites created a natural experiment where field-based data collection could be employed to document flood effects. Levee failure and subsequent river connection at Merwin Preserve increased nutrient capture and floodwater retention, shifted microbial and invertebrate communities, increased fish species richness, spawning and nursery habitat, and stimulated production of moist-soil plant communities during summer drawdown that provided foraging habitat for spring-migrating waterfowl. However, increased hydrologic connectivity during the growing season resulted in loss of submersed vegetation and habitat for autumn-migrating waterfowl. In contrast, river water overtopped the levee at Emiquon Preserve during a 6-day event that resulted in marginal changes in the bacterial community and negligible changes in water quality and community diversity. Tradeoffs among ecological services should be carefully considered when reconnection of highly altered rivers to restored lakes and wetlands is proposed.",,,,,,,,,17,0,0,0,16,0,18,,,0018-8158,1573-5117,,BIOSIS:PREV201800059739,,
J,"Hobbs, William O.; Theissen, Kevin M.; Hagen, Sean M.; Bruchu, Charles W.; Czeck, Ben C.; Hobbs, Joy M. Ramstack; Zimmer, Kyle D.",,,,"Hobbs, William/P-1110-2016","Hobbs, William/0000-0001-7321-0779",,,"Persistence of clear-water, shallow-lake ecosystems: the role of protected areas and stable aquatic food webs",,,,,,,,Journal of Paleolimnology,,,,51,3,,,405,420,,10.1007/s10933-013-9763-1,,,,MAR 2014,2014,"The roles of both landscape alteration and in-lake processes need to be considered in conservation strategies for shallow lakes in the prairie regions of North America. Here we focus on shallow lakes in west-central Minnesota, USA, highlighting the long-term ecological history and response to known landscape changes of a clear-water, macrophyte-dominated, shallow lake. Contemporary limnological data suggest the aquatic ecosystem has been very stable and fishless for the last similar to 15 years. Sediment proxies for primary production and ecological change confirm that a stable ecosystem likely prevailed for the last similar to 200 years. However, sedimentary indicators of catchment erosion detail a distinct response to land-use change during the conversion of native grassland to agricultural land, and following establishment of a protected waterfowl production area (WPA) around the lake. Post-WPA, the rate of sediment accrual decreased dramatically within 5-10 years and sources of organic matter were similar to those of the pre-settlement period. The aquatic ecosystem has been able to withstand nutrient enrichment and allochthonous inputs because stable trophic interactions have likely been in place for more than 200 years. We conclude that lack of hydrologic connectivity and isolated, small catchments are important factors in the promotion of clear-water shallow lake ecosystems, mainly because they prevent colonization by fish and associated ecological consequences. This study highlights the importance of managing both the landscape and in-lake processes to maintain stable, clear-water, shallow lakes.",,,,,,,,,11,0,0,0,10,0,11,,,0921-2728,1573-0417,,BIOSIS:PREV201400253205,,
J,"Preiner, Stefan; Bondar-Kunze, Elisabeth; Pitzl, Beate; Weigelhofer, Gabriele; Hein, Thomas",,,,"Weigelhofer, Gabriele/AAN-5075-2021; Hein, Thomas/M-1244-2013","Weigelhofer, Gabriele/0000-0002-1298-2721; Hein, Thomas/0000-0002-7767-4607",,,Effect of Hydrological Connectivity on the Phosphorus Buffering Capacity of an Urban Floodplain,,,,,,,,Frontiers in Environmental Science,,,,8,,,,147,Article No.: 147,,10.3389/fenvs.2020.00147,,,,AUG 19 2020,2020,"Floodplains can perform nutrient buffering functions and therefore influence the riverine nutrient dynamics depending on the extent of the hydrological connectivity. This work focused on quantifying the adsorption/desorption potential of a degraded floodplain of the Danube River (Lower Lobau) based on sediment characterization (grain size distribution, organic content, and P-fractions) and sediment type-specific P-adsorption via batch experiments. We established an adsorption/desorption budget model with a high temporal and spatial resolution. With this model, we identified spatial patterns related to hydrology and calculated the phosphorus-buffering capacity of permanent and temporary floodplain water bodies. Sediment characteristics were defined by the distance to the inflow area and the hydrological connectivity of the floodplain water bodies. The main factor for the concentration of total phosphorus (P-tot) in the sediments was the grain size distribution. P(tot)was 10 times higher in silt-dominated sediments compared with gravel-dominated sediments. Inorganic phosphorus (P-inorg) ranged between 36 and 90%, depending on the organic content of the sediments. Both the adsorption and the desorption potential of soluble reactive phosphorus (SRP) were highest in large, frequently connected water bodies and were strongly controlled by hydrology. The total adsorption potential of the floodplain was up to 40 times higher in wet years (e.g., 2002) than in dry years (e.g., 2003), when floodplain water bodies were connected less frequently to the main channel of the Danube. Up to 75% of the adsorbed SRP was desorbed and released into the water column after periods of connection. Consequently, SRP adsorption directly reduced the P-load in the Danube River main channel. The adsorption/desorption mechanisms worked as a buffering system by taking up the SRP imported during floods and releasing it over a longer period after the floods. This stimulated high primary production in the floodplain water bodies and impacted the overall P-retention of the floodplain.",,,,,,,,,3,0,0,0,1,0,4,,,,2296-665X,,BIOSIS:PREV202000817046,,
J,"Douglas, Michael M.; Bunn, Stuart E.; Davies, Peter M.",,,,"Davies, Peter M/C-3518-2013; Bunn, Stuart E/B-9065-2008; Douglas, Michael M/I-3149-2012","Bunn, Stuart E/0000-0002-6540-3586; Douglas, Michael M/0000-0003-3650-3374",,,River and wetland food webs in Australia's wet-dry tropics: general principles and implications for management,,,,,,,,Marine and Freshwater Research,,,,56,"3, Sp. Iss. SI",,,329,342,,10.1071/MF04084,,,,2005,2005,"The tropical rivers of northern Australia have received international and national recognition for their high ecological and cultural values. Unlike many tropical systems elsewhere in the world and their temperate Australian counterparts, they have largely unmodified flow regimes and are comparatively free from the impacts associated with intensive land use. However, there is growing demand for agricultural development and existing pressures, such as invasive plants and feral animals, threaten their ecological integrity. Using the international literature to provide a conceptual framework and drawing on limited published and unpublished data on rivers in northern Australia, we have derived five general principles about food webs and related ecosystem processes that both characterise tropical rivers of northern Australia and have important implications for their management. These are: ( 1) the seasonal hydrology is a strong driver of ecosystem processes and food-web structure; ( 2) hydrological connectivity is largely intact and underpins important terrestrial-aquatic food-web subsidies; ( 3) river and wetland food webs are strongly dependent on algal production; ( 4) a few common macroconsumer species have a strong influence on benthic food webs; and ( 5) omnivory is widespread and food chains are short. The implications of these ecosystem attributes for the management and protection of tropical rivers and wetlands of northern Australian are discussed in relation to known threats. These principles provide a framework for the formation of testable hypotheses in future research programmes.",,,,,,,,,141,0,0,0,127,0,145,,,1323-1650,1448-6059,,BIOSIS:PREV200510141744,,
J,"Heffernan, James B.; Cohen, Matthew J.; Frazer, Thomas K.; Thomas, Ray G.; Rayfield, Travis J.; Gulley, Jason; Martin, Jonathan B.; Delfino, Joseph J.; Graham, Wendy D.",,,,"Heffernan, James/D-1261-2010; Cohen, Matthew/F-7117-2013; Delfino, Joseph J/N-8103-2014","Heffernan, James/0000-0001-7641-9949; Cohen, Matthew/0000-0001-5674-1850; Graham, Wendy/0000-0002-6814-2959",,,Hydrologic and biotic influences on nitrate removal in a subtropical spring-fed river,,,,,,,,Limnology and Oceanography,,,,55,1,,,249,263,,10.4319/lo.2010.55.1.0249,,,,JAN 2010,2010,"We use a long-term chemical and hydrologic record in combination with longitudinal sampling and high-frequency nitrate (NO {3) measurements from in situ sensors to describe temporal and spatial patterns of nitrogen (N) inputs and removal in the spring-fed Ichetucknee River (Columbia County, Florida) and to determine the hydrological, geomorphic, and biological factors that influence those dynamics. Over a 20-yr period of record, NO3-N removal averaged 118 kg N d(-1) (0.77 g N m(-2) d(-1)) over the upper 5 km of the Ichetucknee River. Three independent estimates of gross autotrophic N assimilation (from gross primary production, diel NO3- variation, and standing biomass) agreed closely but accounted for less than 20% of observed N removal. Longitudinal surveys indicate negligible or negative dissolved organic nitrogen and ammonium (NH4+) production, suggesting that denitrification is the predominant mechanism of N removal in this river. A positive relationship between discharge and the magnitude of NO3-N removal shows that interactions with the surrounding floodplain exert considerable influence at high flows, and longitudinal NO3- patterns indicate that N removal may be influenced by channel morphology. These results suggest a greater role for dissimilatory processes and hydrologic connectivity with hyporheic and floodplain sediments than has been previously recognized in highly productive spring-fed rivers of north Florida. While hydrologic variation is the primary determinant of variation in NO3- removal within the Ichetucknee River, comparison across systems indicates that biotic characteristics can cause significant deviation from predictions based on purely physical models of relationships between river size and N removal.",,,,,,,,,46,1,0,0,30,0,48,,,0024-3590,,,BIOSIS:PREV201000064835,,
J,"Lamberti, Gary A.; Chaloner, Dominic T.; Hershey, Anne E.",,,,"Ebersole, Joseph L/A-8371-2009",,,,Linkages among aquatic ecosystems,,,,,,,,Journal of the North American Benthological Society,,,,29,1,,,245,263,,10.1899/08-166.1,,,,MAR 2010,2010,"Aquatic ecosystems are almost invariably connected to other ecosystems because the dominant force of water movement facilitates physical, chemical, and biological exchanges among ecosystems In this sense, we define an ecosystem linkage as any persistent or recurring process or attribute that connects different ecosystems in some manner. We argue that such linkages are integral, even defining, components of aquatic ecosystem structure and function, and therefore, Should be evaluated in the Course of ecological Studies J-NABS has made significant contributions to our understanding of such linkages The percentage of all publications in J-NABS addressing some ecological linkage has approached 10% in recent years. Historically, emphasis was placed on upstream-downstream linkages in flowing waters, and theory (e.g, river continuum, nutrient spiraling) has evolved largely around this phenomenon However, other linkages among ecosystems have received increased attention in the past 20 y These linkages include surface-subsurface, lake-stream, river-floodplain, and, more recently, marine-freshwater. We contend that many ecological processes, Including primary production, nutrient cycling, organic matter processing, and secondary production, are driven by Such exchanges because of the donor-controlled nature of many aquatic ecosystems Exchanges of materials from aquatic ecosystems to terrestrial systems, caused by flooding, nutrient translocation, or insect emergence, can be substantial Movement of energy and nutrients from the ocean to freshwaters, such as in the migrations of anadromous fishes, also can be dramatic Despite increasing evidence of the importance Of Such linkages, considerable impediments to research, Such as Journal specialization, lack of interdisciplinary study teams, and limited funding of sufficient duration for Such research, exist. Such obstacles are surmount able if investigators continue to emphasize that aquatic ecology will be advanced by the study of such linkages, and that environmental problems are better understood and solved in the context of that knowledge.",,,,,,,,,58,2,0,0,56,0,66,,,0887-3593,,,BIOSIS:PREV201000197689,,
J,"Klobucar, Stephen L.; Budy, Phaedra",,,,,,,,Trophic structure of apex fish communities in closed versus leaky lakes of arctic Alaska,,,,,,,,Oecologia (Berlin),,,,194,3,,,,,,10.1007/s00442-020-04776-9,,,,NOV 2020,2020,"Despite low species diversity and primary production, trophic structure (e.g., top predator species, predator size) is surprisingly variable among Arctic lakes. We investigated trophic structure in lakes of arctic Alaska containing arctic charSalvelinus alpinususing stomach contents and stable isotope ratios in two geographically-close but hydrologically-distinct lake clusters to investigate how these fish may interact and compete for limited food resources. Aside from different lake connectivity patterns ('leaky' versus 'closed'), differing fish communities (up to five versus only two species) between lake clusters allowed us to test trophic hypotheses including: (1) arctic char are more piscivorous, and thereby grow larger and obtain higher trophic positions, in the presence of other fish species; and, (2) between arctic char size classes, resource polymorphism is more prominent, and thereby trophic niches are narrower and overlap less, in the absence of other predators. Regardless of lake cluster, we observed little direct evidence of arctic char consuming other fishes, but char were larger (mean TL = 468 vs 264 mm) and trophic position was higher (mean TP = 4.0 vs 3.8 for large char) in lakes with other fishes. Further, char demonstrated less intraspecific overlap when other predators were present whereas niche overlap was up to 100% in closed, char only lakes. As hydrologic characteristics (e.g., lake connectivity, water temperatures) will change across the Arctic owing to climate change, our results provide insight regarding potential concomitant changes to fish interactions and increase our understanding of lake trophic structure to guide management and conservation goals.",,,,,,,,,3,0,0,0,2,0,3,,,0029-8549,1432-1939,,BIOSIS:PREV202100006104,33057839,
