Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Supplement,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration ,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD ","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,UT (Unique ID),Pubmed Id,
J,"Cazzanelli, Matteo; Soria-Barreto, Miriam; Castillo, Maria Mercedes; Rodiles-Hernandez, Rocio",,,,"Cazzanelli, Matteo/AAG-5168-2021","Cazzanelli, Matteo/0000-0002-8203-1366; Rodiles-Hernandez, Rocio/0000-0003-0355-5477",,,Seasonal variations in food web dynamics of floodplain lakes with contrasting hydrological connectivity in the Southern Gulf of Mexico,,,,,,,,Hydrobiologia,,,,848,4,,,,,,10.1007/s10750-020-04468-8,,,,FEB 2021,2021,"Floodplains are some of the most productive and diverse ecosystems on Earth. The Usumacinta River Basin, in the Southern Gulf of Mexico, hosts several floodplain lakes, whose integrity is threatened by water resource development. We aimed to investigate how food webs in these ecosystems vary in relation to their hydrological connectivity and seasonal flood cycles. To do this, we combined analysis of water quality and stable isotopes in two lakes with permanent connection to the Usumacinta River and two isolated lakes during dry, early rainy and late rainy season. Significant differences in chlorophyll-a, nutrients and suspended solids were reflected in distinct trophic dynamics among lakes. Stable isotope analysis revealed that fish from all lakes relied predominantly on autochthonous primary production, but while phytoplankton was the dominant resource for fish in the isolated lakes, aquatic macrophytes made the highest contribution to consumers' production in the connected lakes. Fish tended to have broader isotopic niches during the early rainy season, likely reflecting consumption of a wider range of resources following the first flow pulses of the year. Our study highlights the importance of hydrological connectivity and natural flow regimes to maintain the outstanding biodiversity and fishery yield of these floodplain ecosystems.",,,,,,,,,0,0,0,0,0,0,0,,,0018-8158,1573-5117,,BIOSIS:PREV202100276311,,
J,"Petry, Ana Cristina; Agostinho, Angelo Antonio; Gomes, Luiz Carlos",,,,"Petry, Ana/J-6851-2012","Petry, Ana/0000-0001-9039-2738; gomes, Luiz/0000-0001-7295-723X",,,Fish assemblages of tropical floodplain lagoons: exploring the role of connectivity in a dry year,,,,,,,,Neotropical Ichthyology,,,,1,2,,,111,119,,,,,,OCT-DEC 2003,2003,"Irregular rainfall and pronounced reductions of the hydrometric level in the year 2000 resulted in drastically altered hydrological connectivity of lentic environments in the upper Parana River floodplain. The objective of the present work was to examine spatial and temporal patterns of fish assemblage attributes and structure in relation to limnological variables associated with hydrological connectivity. Fish were collected quarterly by seining in the marginal areas of 15 lagoons belonging to two biotopic categories (connected and disconnected). Variation, in assemblage composition reflected the degree of hydrological connectivity. Values of assemblage attributes (species richness, density and biomass) were significantly lower in connected lagoons than in disconnected lagoons. Significantly higher values of species richness and biomass were recorded in November than in August. Rare species had the greatest effect on observed patterns in fish assemblage ordination (DCA). Observed patterns of variation in assemblage attributes were directly correlated with factors related to hydrological connectivity, such as depth, resources (zooplankton and chlorophyll a) and nutrients (total phosphorus).",,,,,,,,,64,0,0,0,64,27,73,,,1679-6225,,,BIOSIS:PREV200510180551,,
J,"White, Jerry; Hall, Roland I.; Wolfe, Brent B.; Light, Erin M.; Macrae, Merrin L.; Fishback, LeeAnn",,,,"Hall, Roland I/K-3165-2019; Hall, Roland/AAO-2164-2020","Hall, Roland/0000-0002-0314-6449; Macrae, Merrin/0000-0003-3296-3103",,,Hydrological Connectivity and Basin Morphometry Influence Seasonal Water-Chemistry Variations in Tundra Ponds of the Northwestern Hudson Bay Lowlands,,,,,,,,Arctic Antarctic and Alpine Research,,,,46,"1, Sp. Iss. SI",,,218,235,,10.1657/1938-4246-46.1.218,,,,FEB 2014,2014,"Due to shallow depth and high surface area-to-volume ratio, ponds of the Hudson Bay Lowlands are vulnerable to climatic and hydrological changes, but relations between hydrological processes and limnological conditions remain unknown. Here, we measured water balance and limnological variables (water chemistry, suspended sediments, chlorophyll-a) at 20 ponds near Churchill (Manitoba) three times during the ice-free season of 2010 to explore relations among hydrological connectivity, basin morphometry, and water-chemistry variations. Using principal components analysis, we identified that the ponds followed one of four distinctive seasonal water chemistry trajectories (SWCT1-4). Most of the ponds that lacked apparent hydrologic connectivity displayed SWCT1, characterized by rising alkalinity and ionic content between early June and late July due to evaporative concentration. In contrast, most ponds with apparent hydrological connectivity displayed SWCT2 or SWCT3, characterized by marked changes in suspended sediment and total nitrogen concentrations due to inflow that transferred allochthonous materials from the catchment. Ponds in SWCT2 likely possessed temporary hydrological connections during periods of relatively high water supply and exhibited marked decline of suspended sediment and total nitrogen content when hydrological connection was lost. Most ponds in SWCT3 maintained active hydrological connections during all or most of the ice-free season and possessed relatively high suspended sediment and total nitrogen concentrations throughout the season. Ponds in SWCT4 possessed relatively stable water chemistry due to greater water depth and local features that reduced wind-induced sediment resuspension. We conclude that hydrological connectivity and basin morphometry exert important influence on seasonal pond water-chemistry dynamics.",,,,,,,,,16,0,0,0,13,0,16,,,1523-0430,1938-4246,,BIOSIS:PREV201400357993,,
J,"Garab, G.; Mustardy, L.",,,,"Garab, Gyozo/AAN-5132-2021",,,,"Role of LHCII-containing macrodomains in the structure, function and dynamics of grana",,,,,,,,Australian Journal of Plant Physiology,,,,26,7,,,649,658,,10.1071/PP99069,,,,1999,1999,"In higher plants and green algae two types of thylakoids are distinguished, granum (stacked) and stroma (unstacked) thylakoids. They form a three-dimensional (3D) network with large lateral heterogeneity: photosystem II (PSII) and the associated main chlorophyll a/b light-harvesting complex (LHCII) are found predominantly in the stacked region, while PSI and LHCI are located mainly in the unstacked region of the membrane. This picture emerged from the discovery of the physical separation of the two photosystems (Boardman and Anderson 1964). Granal chloroplasts possess significant flexibility, which is essential for optimizing the photosynthetic machinery under various environmental conditions. However, our understanding concerning the assembly, structural dynamics and regulatory functions of grana is far from being complete. In this paper we overview the significance of the three-dimensional structure of grana in the absorption properties, ionic equilibrations, and in the diffusion of membrane components between the stacked and unstacked regions. Further, we discuss the role of chiral macrodomains in the grana. Lateral heterogeneity of thylakoid membranes is proposed to be a consequence of the formation of macrodomains constituted of LHCII and PSII; their long range order permits long distance migration of excitation energy, which explains the energetic connectivity of PSII particles. The ability of macrodomains to undergo light-induced reversible structural changes lends structural flexibility to the granum. In purified LHCII, which has also been shown to form stacked lamellar aggregates with long range chiral order, excitation energy migrates for large distances; these macroaggregates are also capable of undergoing light-induced reversible structural changes and fluorescence quenching. Hence, some basic properties of grana appear to originate from its main constituent, the LHCII.",,,,,,,,,67,5,1,0,62,0,73,,,0310-7841,,,BIOSIS:PREV200000104429,,
J,"Palijan, Goran",,,,,,,,Abundance and Biomass Responses of Microbial Food Web Components to Hydrology and Environmental Gradients within a Floodplain of the River Danube,,,,,,,,Microbial Ecology,,,,64,1,,,39,53,,10.1007/s00248-012-0016-z,,,,JUL 2012,2012,"This study investigated the relationships of time-dependent hydrological variability and selected microbial food web components. Samples were collected monthly from the Kopaki Rit floodplain in Croatia, over a period of 19 months, for analysis of bacterioplankton abundance, cell size and biomass; abundance of heterotrophic nanoflagellates and nanophytoplankton; and concentration of chlorophyll a. Similar hydrological variability at different times of the year enabled partition of seasonal effects from hydrological changes on microbial community properties. The results suggested that, unlike some other studies investigating sites with different connectivity, bacterioplankton abundance, and phytoplankton abundance and biomass increased during lentic conditions. At increasing water level, nanophytoplankton showed lower sensitivity to disturbance in comparison with total phytoplankton biomass: this could prolong autotrophic conditions within the floodplain. Bacterioplankton biomass, unlike phytoplankton, was not impacted by hydrology. The bacterial biomass less affected by hydrological changes can be an important additional food component for the floodplain food web. The results also suggested a mechanism controlling bacterial cell size independent of hydrology, as bacterial cell size was significantly decreased as nanoflagellate abundance increased. Hydrology, regardless of seasonal sucession, has the potential to structure microbial food webs, supporting microbial development during lentic conditions. Conversely, other components appear unaffected by hydrology or may be more strongly controlled by biotic interactions. This research, therefore, adds to understanding on microbial food web interactions in the context of flood and flow pulses in river-floodplain ecosystems.",,,,,,,,,24,0,0,0,23,1,25,,,0095-3628,1432-184X,,BIOSIS:PREV201200510206,22327270,
J,"Liang, Diwen; Wei, Nan; Wang, Qing; Jersabek, Christian D.; He, Xuejia; Yang, Yufeng",,,,,,,,"Influence of Hydrological Heterogeneity on Rotifer Community Structure in Three Different Water Bodies in Shantou Area, Guangdong (China)",,,,,,,,Zoological Studies,,,,58,,,,23,Article No.: 23,,10.6620/ZS.2019.58-23,,,,SEP 16 2019,2019,"Rotifers, small but essential invertebrates in aquatic ecosystems, are sensitive to environmental changes and are proposed to be indicators of trophic state. However, the effects of hydrological heterogeneity on the rotifer community and the ability of rotifer indices to reflect trophic state across different water bodies are still unclear. Here, we investigated rotifer community structure in different seasons in the three types of water bodies: Han river downstream (HD), Reservoir (RE) and Tidal creek (TC) in Shantou City, Guangdong, China. Our findings revealed that rotifer community structure differes significantly among the three water bodies, resulting from a dominance of Keratella cochlearis, Anuraeopsis fissa and Polyarthra vulgaris, who largely accounted for the differences in water bodies. Chlorophyll-a and transparency were the main environmental drivers in RE rotifer communities, while total nitrogen, total phosphorus and salinity were the main factors in HD and TC communities. Rotifer abundance and the rotifer trophic state index decreased in the order: RE > HD > TC. However, both the Sladecek's B/T quotient and the Keratella-index decreased in the order: HD > RE > TC, which was in accordance with the Carlson's trophic index. We conclude that it is efficient to use rotifer composition in water quality assessments when comparing different water bodies. Alpha diversity of rotifers was the highest in HD, which is consistent with the intermediate disturbance hypothesis. Hydrological heterogeneity is the micro-factor that regulates rotifer community structures in the Shantou area.",,,,,,,,,2,0,0,0,1,0,2,,,1021-5506,1810-522X,,BIOSIS:PREV201900931662,31966324,
J,"Huang, Jian; Xu, Qiujin; Xi, Beidou; Wang, Xixi; Jia, Keli; Huo, Shouliang; Su, Jing; Zhang, Ting; Li, Caole",,,,"Huo, Shouliang/D-1364-2013",,,,Effects of lake-basin morphological and hydrological characteristics on the eutrophication of shallow lakes in eastern China,,,,,,,,Journal of Great Lakes Research,,,,40,3,,,666,674,,10.1016/j.jglr.2014.04.016,,,,SEP 2014,2014,"The Yangtze River floodplain contains numerous oxbow or riverine lakes, all of which were openly connected with the Yangtze River or its major tributaries prior to 1950s. However, stresses resulting from human settlement and utilization of catchment resources have exerted great pressures on these lake ecosystems changing their morphology, connectivity and trophic state lakes. This study examined the interaction of these changes and their impact on eutrophication for 90 shallow lakes in eastern China in 2008 to 2011. TN and TP in the study lakes had negative relationships with mean water depth (Z(mean)), but no single lake-basin characteristic was mean, found to dominate chlorophyll-a (Chl-a) growth. Instead, water depth and surface area were found to interactively affect Chl-a concentrations in smaller lakes. That is, Chl-a concentration in the lakes with Z(mean) > 2 m and surface area (SA) <= 25 km(2) was significantly higher than that in relatively larger lakes with Z(mean) > 2 m and SA > 25 km(2) (p-value <= 0.038). Chl-a concentration was higher in the lakes located within the lower Yangtze River basin which had longer retention times, than in the lakes located within the middle Yangtze River basin, where flow velocity is relatively larger. As expected, the water quality was found to be better in the lakes hydraulically connected with rivers than in those isolated from the river. This study revealed that lake-basin morphology and hydrology dominated algal blooms in the highly eutrophic shallow lakes in eastern China. (C) 2014 International Association for Great Lakes Research. Published by Elsevier B.V. All rights reserved.",,,,,,,,,13,2,0,0,7,0,14,,,0380-1330,,,BIOSIS:PREV201400731147,,
J,"Palijan, Goran; Bogut, Irella; Vidakovic, Jasna",,,,,,,,The impact of inundation-isolation cycles on the culturable bacterioplankton in the Danube River floodplain,,,,,,,,Polish Journal of Ecology,,,,56,3,,,391,403,,,,,,2008,2008,"The investigation was conducted in the Kopacki Rit Nature Park (eastern Croatia) which is established to protect the floodplain area of the Danube River. The samples were collected monthly in four sites (channels and lakes) with increasing distance from the river. The aim of investigation was to examine trophic structure of culturable bacterioplankton in relation to inundation-isolation cycles on sampling sites with unequal degree of connection with the Danube river. A change in the ratio of copiotrophs (r- strategists) to oligotrophs (K-strategists) was expected as the different organic carbon sources emerged. The composition of variables was revealed by Principal Component Analysis of abiotic water properties (temperature, water depth, transparency, pH, electrical conductivity, dissolved oxygen, nutrient concentrations) and the chlorophyll-a concentration. Scores of significant components were used in a Multiple Regression as independent variables and the relationship between the scores and abundance of colony forming units (CFUs) was examined. Regression model was significant only for copiotrophs, and their relative dominance was noticed in couple of samples on more isolated sampling sites. In all other samples oligotrophs were a dominant group, especially during the flood pulses or drainage after it. Their elevated abundance was equally distributed in all groups revealed by Principal Component Analysis, and corresponds to the fluvial action. Also concerning the two-way ANOVA (sites/samplings) oligotrophs are highly influenced by the sampling period i.e. inundation-isolation cycles. They are probably driven by the allochthonous organic matter provided by floods or have allochthonous origin itself. At the same time, copiotrophs are to some extent coupled with the established water properties, i.e. bottom-up controlled and their abundance is influenced by the localisation of sampling sites in the floodplain. These results describe the development of the conditions that promote habitat specific succession of the culturable bacterioplankton. Established differences had disappeared after additional inundation-isolation cycles.",,,,,,,,,7,0,0,0,6,2,7,,,1505-2249,,,BIOSIS:PREV200800604505,,
J,"Liu, Yuanyuan; Chen, Guangjie; Hu, Kui; Shi, Haibin; Huang, Linpei; Chen, Xiaolin; Lu, Huibin; Zhao, Shuaiying; Chen, Li",,,,"Chen, Guangjie/J-3826-2017","Chen, Guangjie/0000-0001-8035-6565",,,"Biological responses to recent eutrophication and hydrologic changes in Xingyun Lake, southwest China",,,,,,,,Journal of Paleolimnology,,,,57,4,,,343,360,,10.1007/s10933-017-9952-4,,,,APR 2017,2017,"The synergistic influence of multiple environmental stressors on lake ecosystems has typically been evaluated paleolimnologically, through examination of a single biological indicator. Aquatic organisms, however, may display heterogeneous responses because of differences in their ecological sensitivity, and/or because of ecological consequences caused by strong interactions among multiple stressors. We applied paleolimnological methods to compare patterns of algal and invertebrate response to multiple stressors in a large, shallow lake in southwest China over the last two centuries. Our multi-proxy records show a clear trajectory of lake eutrophication (greater total nitrogen) and increasing lake productivity (greater sediment Chlorophyll-a concentration) during the last century. Nutrient enrichment and lake productivity played significant, but different roles, in structuring diatom and cladoceran assemblages, accounting for 31.4 and 77.3% of the total variance in the communities, respectively. Furthermore, there was a pronounced influx of the endemic diatom species Cyclotella rhomboideo-elliptica Skuja, which was strongly associated with the second axis of a diatom PCA (Principal Component Analysis). This occurred synchronously with a documented reversal of hydrological connectivity with a downstream, nutrient-poor lake during the early twentieth century, suggesting a role for species dispersal in modulating community reorganization. There are also strong differences between the two organism groups in their sensitivity to hydrological fluctuations, as hydrodynamics, indicated by sand content, was a significant driver for cladocerans (> 25%), but showed only minor influence on diatom assemblages in our selection of minimum adequate models. The proportion of the total variance explained by our measured variables (< 30%) was much lower for diatom assemblages than for both cladoceran assemblage and accumulation data (similar to 77%), reflecting differences in community reorganization between the two biological indicators. The sediment-based evaluation of community responses revealed the differential impact of eutrophication and hydrological fluctuations on the biota of this large, shallow lake. Therefore, multiple biological indicators should be evaluated in limnological surveys to assess the full scope of ecological changes in highly stressed lake systems targeted for conservation or restoration.",,,,,,,,,9,4,0,0,8,0,13,,,0921-2728,1573-0417,,BIOSIS:PREV201700446884,,
J,"Wyatt, Kevin H.; Hauer, F. Richard; Pessoney, George F.",,,,,,,,Benthic algal response to hyporheic-surface water exchange in an alluvial river,,,,,,,,Hydrobiologia,,,,607,,,,151,161,,10.1007/s10750-008-9385-1,,,,JUL 2008,2008,"We studied the response of benthic algae to points of hyporheic-surface water exchange in the main channel of the Middle Fork Flathead River within the Nyack Flood Plain, Montana. We examined hyporheic exchange at 120 sites using piezometers and measuring vertical hydraulic gradient (VHG), hydraulic conductivity, and vertical discharge. We removed benthic algae from a single cobble at each site, and we used VHG to group sampling sites for statistical analysis. Algal cell density and chlorophyll a concentration were significantly higher at sites with hyporheic discharge (+VHG, upwelling) compared to both sites with hyporheic recharge (-VHG, downwelling) and sites with no hyporheic-surface water exchange (=VHG, neutral) (ANOVA, P < 0.05). The assemblages of algae at upwelling sites were also significantly different from downwelling and neutral exchange sites (ANOSIM, P < 0.05). Filamentous green algae Stigeoclonium sp. and Zygnema sp. and a chrysophyte, Hydrurus foetidus (Villars) Trevisan were abundant at upwelling sites, whereas an assemblage of diatoms Achnanthidium minutissimum (Kutzing) Czarnecki, Cymbella excisa Kutzing, Diatoma moniliformis Kutzing, and Gomphonema olivaceoides Hustedt, were the most abundant taxa at downwelling and neutral exchange sites, occurring attached to, or in close association with the stalks of Didymosphenia geminata (Lyngbye) Schmidt. These data show that benthic algal communities are structured differently depending on the direction of hyporheic flux in the main channel of a large alluvial river, suggesting that hyporheic-surface exchange may influence the spatial distribution of main-channel benthic algae in rivers with hyporheic-surface water connectivity.",,,,,,,,,22,0,0,0,14,0,22,,,0018-8158,1573-5117,,BIOSIS:PREV200800463272,,
J,"Palijan, Goran",,,,,,,,Towards deconfounding hydrological and seasonal temperature variability in the determination of selected limnological variables of a temperate floodplain ecosystem,,,,,,,,Ecohydrology,,,,8,2,,,325,339,,10.1002/eco.1510,,,,MAR 2015,2015,"This paper presents a methodological approach that can aid the assessment of variation in limnological variables in response to hydrological phases and seasonal temperature variation. The investigation was conducted in the Danube River floodplain, Kopaki Rit, Croatia. The proposed approach facilitates a more accurate examination of the effects of first factor, while maintaining second factor less variable, and vice versa. Samples were collected in the floodplain channel and lake along a temporal connectivity gradient, and were grouped according to three hydrological phases (isolation, flow pulse and flood pulse) and according to three seasons (spring, summer and autumn). A permutational multivariate analysis of variance was used to analyse the hydrological effects within seasons, as well as seasonal effects within hydrological phases on selected limnological variables: pH, conductivity, dissolved oxygen, nitrites, nitrates, ammonium, total Kjeldahl nitrogen, total phosphorus, chlorophyll a concentrations and ratio of copiotrophic to oligotrophic bacteria. A multivariate data cloud was structured by hydrological phases during all investigated seasons, but not by all seasons during different hydrological phases. The strongest impact of hydrological phases on limnological variables occurred during summer. Seasonal effects were significant during the isolation and the flood pulse phases. The flow pulse phase somehow obscured the effects of seasonal change, resulting in temporal floodplain homogenization. One possible explanation is that water temperature determines potential limnological conditions, whereas hydrology determines actual conditions. Such results must be taken into account if the accurate effects of hydrology and seasonal change are to be assessed in temperate floodplain ecosystems. Copyright (c) 2014 John Wiley & Sons, Ltd.",,,,,,,,,2,0,0,0,2,0,2,,,1936-0584,1936-0592,,BIOSIS:PREV201500319490,,
J,"Thomaz, Sidinei M.; Bini, Luis Mauricio; Bozelli, Reinaldo Luiz",,,,"Bozelli, Reinaldo L/G-1805-2012; Thomaz, Sidinei Magela/A-7331-2013; Bini, Luis Mauricio/D-5865-2013; Bozelli, Reinaldo/S-6414-2019; Fugi, Rosemara/D-5708-2016","Bozelli, Reinaldo L/0000-0001-9916-1629; Bini, Luis Mauricio/0000-0003-3398-9399; ",,,Floods increase similarity among aquatic habitats in river-floodplain systems,,,,,,,,Hydrobiologia,,,,579,,,,1,13,,10.1007/s10750-006-0285-y,,,,MAR 2007,2007,"During low water levels, habitats in river-floodplain systems are isolated from each other and from the main river. Oppositely, floods tend to connect water bodies with distinct hydrological characteristics and, as a result, ecological processes and biological communities tend to be more similar among the distinct habitats that comprise a river-floodplain system. Based on a literature review and also using unpublished data obtained in tropical floodplains, the aim of this paper is to highlight the effects of floods as a process that reduce spatial variability. The usual negative relationship between the coefficient of variation of any ecological indicator (e.g., chlorophyll-a or total phosphorus) and water level is the main result demonstrating a reduction in spatial variability due to floods. Considering physical, chemical or biotic data gathered in distinct habitats within the floodplain, this pattern was found in temperate and tropical regions, subjected to distinct levels of anthropogenic impacts, and at different spatial extents. The main mechanism that accounts for this pattern may be stated as follow. During low water level, the biological communities of each habitat in the floodplain (e.g. lagoons, backwater, streams) follow distinct temporal trajectories due to the effects of local driving forces (e.g. an efficient predator trapped in a lagoon but not in another). Management plans and biodiversity conservation in river floodplain systems will benefit by considering the effects of flood homogenization and increased connectivity peculiar to these unique ecosystems.",,,,,,,,,483,7,2,0,473,101,563,,,0018-8158,1573-5117,,BIOSIS:PREV200700203269,,
J,"Gallardo, B.; Espanol, C.; Comin, F. A.",,,,"Gallardo, Belinda/H-9038-2013","Gallardo, Belinda/0000-0002-1552-8233",,,Aquatic metabolism short-term response to the flood pulse in a Mediterranean floodplain,,,,,,,,Hydrobiologia,,,,693,1,,,251,264,,10.1007/s10750-012-1126-9,,,,SEP 2012,2012,"The pulsing of river discharge affects biodiversity and productivity of whole river-floodplain ecosystems, triggering the transport, storage and processing of carbon. In this study we investigate the short-term changes in water chemistry and net pelagic metabolism (NEP) in two floodplain lakes in response to a flood pulse. The two oxbow lakes investigated in the floodplain of the Mediterranean Ebro River (NE Spain) showed a clear temporal shift in their metabolic balance, controlled by the river discharge and associated changes in water physical and chemical characteristics. Water chemistry (turbidity, water organic matter, chlorophyll a and nutrients concentration) returned to pre-flood values after 4 days, highlighting the resilience of the ecosystem to flood pulses. Lake NEP was depressed before and during floods to a minimum of -34 mg O-2 m(-3) h(-1), and increased after the flood pulse to a maximum of +463 mg O-2 m(-3) h(-1). The phytoplankton assemblage showed before and after floods a replacement of autotrophic species (e.g. Chlorophyceans) by mixotrophic organisms (e.g. Cryptophyceans, Euglenoids). A linear mixed effects model identified abiotic factors, particularly temperature and river discharge, as significant predictors of the net aquatic metabolism and community respiration during flood conditions. Our results suggest that the role of the Ebro floodplain lakes as sources or sinks of C is complex and relative to the time scale investigated, depending strongly on the river discharge dynamics and the transport of limiting nutrients (phosphorus).",,,,,,,,,18,0,0,0,16,0,18,,,0018-8158,1573-5117,,BIOSIS:PREV201200544097,,
J,"Garcia de Souza, Javier R.; Yorojo Moreno, Vivian; Sathicq, Maria B.; Gomez, Nora; Sampietro, Susana; Donadelli, Jorge; Colautti, Dario C.",,,,,"Sathicq, Maria/0000-0002-3534-8950; Garcia de Souza, Javier/0000-0002-0200-0552",,,The performance of ecological cage aquaculture of pejerrey Odontesthes bonariensis in Pampean lakes under two different hydrological scenarios,,,,,,,,Aquaculture Research,,,,52,10,,,,,,10.1111/are.15316,,,,OCT 2021,2021,"Ecological aquaculture promotes the development of sustainable farming systems, focusing on a wide range of ecosystem elements. The ecological aquaculture of the zooplanktivorous pejerrey (Odontesthes bonariensis) in floating cages in Pampean shallow lakes (Argentina) needs to be carried out considering the hydrological and chemical variations as modulators of plankton community and consequently of the pejerrey yield. To assess its performance in lakes with contrasting hydrological regimes, an experiment was carried out in two water bodies: La Salada de Monasterio Lake (Mon), an endorheic environment, and San Lorenzo Lake (Lor), connected to several lakes and the Salado River. During the experiment, regional rainfall generated high hydrological variability in Lor Lake changing its status of unconnected lake to a run-of-the-river lake. High standard deviation in Chlorophyll-a values in Lor indicated the significant effects of hydrological instability on the plankton community. Microcrustaceans abundance and biomass were higher in Mon, and almost disappeared in Lor when it turns into run-of-the-river. The final fish growth and survival were significantly higher in Mon, endorsing the importance of zooplankton of high nutritional quality and hydrological, physical-chemical and biological stability. The results indicate that productive and stable environments with a sustained offer of natural food are better for the zooplanktivorous fish production. Connectivity with other water bodies and hydrological dependence on rainfall regimes have defining effects on phytoplankton, zooplankton and fish production, thus emerging as key factors to be considered for achieving better results in the ecological aquaculture implementation.",,,,,,,,,0,0,0,0,0,0,0,,,1355-557X,1365-2109,,BIOSIS:PREV202100862364,,
J,"Sommer, Ted R.; Harrell, William C.; Solger, Anke Mueller; Tom, Brad; Kimmerer, Wim",,,,,,,,"Effects of flow variation on channel and floodplain biota and habitats of the Sacramento River, California, USA",,,,,,,,Aquatic Conservation,,,,14,3,,,247,261,,10.1002/aqc.620,,,,May 2004,2004,"1. Despite progress in the development of conceptual models of river processes, the validation and application of these models to conservation may be limited by a deficit of tools for intermediate-scale (1-100km) reaches. A model was developed to examine the effect of variation in flow on the responses of two trophic levels in a large temperate river (Sacramento River) and its seasonal floodplain (Yolo Bypass). Field data and hydrologic simulations were evaluated for three hydrologically diverse years. 2. The simulations showed much more hydrologic variability in the floodplain than the river, with greater total surface and shallow area, longer hydraulic residence times, and lower water velocities for the floodplain. 3. Chlorophyll a levels were significantly higher in the floodplain than in the river, and were negatively associated with flow. These results were consistent with longer hydraulic residence times, increased surface area of shallow water, and warmer water temperatures. 4. Copepods and cladoceran densities were similar in the river and its floodplain, and were mostly negatively associated with flow. 5. There were significantly higher densities of Diptera and terrestrial invertebrates in the floodplain than the river. Diptera densities in the floodplain were positively associated with flow. 6. These results provide evidence of the incremental value of floodplain habitat to the conservation of large rivers. In particular, it appears that providing river floodplain connectivity can enhance production of lower trophic levels at relatively rapid time scales, probably benefitting secondary consumers, including Chinook salmon (Onchyrhynchus tshawytscha). Copyright Copyright 2004 John Wiley & Sons, Ltd.",,,,,,,,,50,2,0,0,46,1,54,,,1052-7613,,,BIOSIS:PREV200400351999,,
J,"Niu, Lixia; Cai, Huayang; Jia, Liangwen; Luo, Xiangxin; Tao, Wei; Dong, Yanhong; Yang, Qingshu",,,,,,,,Metal pollution in the Pearl River Estuary and implications for estuary management: The influence of hydrological connectivity associated with estuarine mixing,,,,,,,,Ecotoxicology and Environmental Safety,,,,225,,,,112747,Article No.: 112747,,10.1016/j.ecoenv.2021.112747,,,,DEC 1 2021,2021,"Understanding the metal pollution can help governments and estuary management groups manage metal inputs. Here, we comprehensively analyzed the behaviors of seven metals Cd, Zn, Cu, As, Pb, Cr, and Hg in water and the responses of these metals to hydrological connectivity in the Pearl River Estuary. The analyses were based on the field measurements of August-2016 in the estuary and January-2016 in the upper river mouth. We also assessed the ecosystem health of these metals. Overall, this estuary had an overall moderate pollution level, with occasional severe perturbations. The mean concentration of individual metal was in the order of Zn > As > Cu > Cr > Pb > Cd > Hg. The eastern estuary was more heavily polluted by metals (notably, Zn, Cd, and Cu) than the western estuary; this condition was attributable to sewage and industrial effluent discharges from the eastern urban cities of Dongguan and Shenzhen. Longitudinally, high levels of Cd and Zn appeared in the upper estuary, while elevated levels of Cu, As, Pb, Cr, and Hg were found in the middle and lower estuaries. The riverine inputs and estuarine mixing significantly influenced the distribution and movement of trace metals in the estuary, and have contributed to phytoplankton productivity (chlorophyll-a > 10 mu g/L). River inflow inhibited the vertical diffusion of metals, and tidal currents facilitated surface-to-bottom mixing. Cu and Cd posed ecological risks. We determined the source contributions and transport routes of the metals using principal component analysis combining with multiple linear regression. The results of this study suggest that the source apportionment of metals can help to manage the source input entering into the estuary. Further, identified hydrological connectivity of metals can inform water quality managers in the highly anthropogenically influenced estuary.",,,,,,,,,0,0,0,0,0,0,0,,,0147-6513,1090-2414,,BIOSIS:PREV202100881636,34488146,
