"ID","connectivity_type","connectivity_measure","seasonal_code","repeats_code","chlorophyll","country","watershed","water_body_type","basin_size","site_size","water_body_size","latitude","longitude","year","seasonality","seasons","study_type","connectivity","lateral","longitudinal","hyporheic","spatial","temporal_def","temporal","connectivity_process","connectivity_quantitative","connectivity_metric","connectivity_def","predictors","responses","primary_productivity_metric","chlorophyll_method","chlorophyll_response","p_value","food_web","mean","sd","n","data_published","data_figure","data_analysis_method","include_exclude","notes","regulated","cc_notes","meta_analysis","include_exclude_reason"
"chl_69","2","e","y","n","Y","Coatia","Danube River, Kopacki Rit Nature Park","river, floodplain, lake",NA,"sakadas lake surface area: 0.12 km^2","Danube basin area 211139 square km","45ÃÂ°35Ã¢ÂÂN","18ÃÂ°51Ã¢ÂÂS","2005","Y","March to September","observational","Y","Y","N","N","Y","seasonal","Y","flood pulse","N","innundation/isolation","identified three groups through PCA: initial flood pulse (A), lower water level (B), later isolated flood pulse ÃÂ©","innundation pattern/connectivity, water dpeth, transparency, temperature, water velocity","pH, electrical conductivity, dissolved oxygen, ammonia, nitrates+nitrites, total N, total P, chlorophyll-a, bacteria: abundance of colony forming units","chl-a","lab","decrease","Y","bacteria","Y","Y","Y","N","Y","PCA, multiple regression, ANOVA,","include","interested in the impact of innundation on bacterial community, specifically the abudnacne of CFUs (colony forming units), unclear whether water quality parameters were considered a predictor or a response, but they discussed variation in the parameters by site so I listed as response","y","sampled five sites (some channel, some lake, selection and classification unclear) over seasonal changes in flow and then used PCA to distinguish three groups: initial flood pulse, low water level, and isolated flood pulses. They then analyzed differences between these three groups","Y",NA
"chl_79","2","e","y","y","Y","China","Lake Poyang","floodplain lake",NA,"15 sites covering different parts of the lake","watershed area: 1.622x10^5km^2","28Ã¢ÂÂ¦24Ã¢ÂÂ²N~29Ã¢ÂÂ¦46Ã¢ÂÂ² N","115Ã¢ÂÂ¦49 E ~ 116Ã¢ÂÂ¦46Ã¢ÂÂ² E","2017, 2018, 2019","Y","January-December","observational","Y","Y","N","N","Y","dry season, rising period, wet season, falling period","Y","water level","Y","water level used to define seasonal periods with different connectivity characteristics","connectivity higher during wet season","water level period","water temperature, conductivity, total dissolved solids, oxidation-reduction potential, pH, dissolved total carbon, dissolved organic carbon, dissolved inorganic carbon, dissolved total nitrogen, nitrate nitrogen, ammonia nitrogen, phosphate, silicate, total nitorgen, total phosphorus, phytoplankton species composition, density, and biomass, chl-a","chl-a, primary productivity","lab","increase","N","phytoplankton community composition","Y","N","Y","N","Y","kruskal-wallis rank sum test, pariwise comparioson, non-parametric Mann-Kendall analysis, PRCA, pearson correlation coefficients","include","chlorophyll was highest during the rising season, lowest during the falling period and dry season","y","connectivity measure was water level, not days of surface water connection, but seemed to fit this category because the same sites were compare between time periods of different connectivity","Y","recorded response of chl-a to changes in water level in lake-floodplain system"
"pro_11","2","d","y","y","N","Venezuela","Cinaruco River, Orinoco River Basin","river, floodplain lagoon",NA,NA,"Drainage basin 10,000 square km","6320N","67240W","1999, 2000, 2001, 2002, 2003, 2004, 2005","Y","November-April","observational","Y","Y","N","N","Y","falling water season","Y","flood innundation","N","habitat type","lagoon versus main channel","habitat type","stable isotopes of food resources and fish","none","N",NA,"Y","Y","Y","Y","Y","N","Y","IsoSource mixing model","include","Discusses differences between tropical and temparate systems which may be relevant to our analyssi/disussion. Does not report chlorophyl, but would be relevant for food web/fish analysis","y","regulated column note: there is water regulation in this watershed (Orinoo River), but I think not on the tributary that was studied in this paper (Cinaruco River), only downstream; sampled lagoons and main channel ""during the falling-water period of the dry season (November-April) fromo 1999-2005)"". BUT ""most lagoon samples"" were from a lagoon that is permenantly connected to the main channel throughout the year. Analysis compared lagoon to channel.","Y","exclude if we require chla; contains data for food web/fish, but not primary productivity"
"pro_17","1,3","a","n","n",NA,"Sweden","Krycklan Catchment Study",NA,NA,NA,NA,NA,NA,"1980, 1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2017, 2018",NA,NA,"experimental, observational",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drought","oxygen concentration, conecntrations of other solutes and gases, metabolism,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"include","manipulation in 2017, historical data. Focuses on the impact of drought on water chemistry in high-latitude streams. Simulated drought by adding dam to a system. In a sense this relates to longitudinal connectivity, and the authors discusses lateral groundwater inputs in the discussion, but otherwise does not seem to address connectivity","y","inclusion/exclusion unclear - impact of drought on stream; no connectivity classification, but sampling sites selected by distance from dam",NA,"I think exclude because not really about connectivity but including for content coding; does not address primary productivity; exclude if we require chl-a"
"pro_22","2","d,e","y","y","N","Austria","Lower Lobau, a floodplain of the Danube River","river, floodplain",NA,NA,"Area: 1,480ha","map","map","2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014","Y","monthly","observational; experimental; modeling","Y","Y","Y","N","Y","seasonal","Y","flood","Y","surface water connection","connectivity defined as ""the average number of days per year where a surface water connection with the main channel of the Danube is established""","sediment characteristics, water quality,","adsorption and desorption","none","N",NA,"N","N","Y","Y","N","N","Y","multivariate adaptive regression splines,","include","focused on the impact of connectivity on phosphorus dynamics","y","used quantiative metric to define habitat categories; connectivity defined as average number of days per year where surface water connection is established; defined six water body types (large frequencly connected, large rarely connect, small and isolated, flowing water boidies, temporary frequenly connected, temporary rarely connected. Analysis compared water body types and also sediment types",NA,"exclude if we require chla; does address connectivity, but not primary production/chlorophyll; mentions relation to primary production in discussion"
"pro_51","1, 2","g","n","n","Y","Netherlands","Rhine-Meuse-Scheldt delta, Delta Works","estuarine, lakes and tidal areas",NA,NA,"not stated, but discharge rates for different regions are provided","map","map","not collected","N","N","modeling","Y","Y","Y","N","Y","N","N","alterations to water management structures","N","expert opinion","expert opinion","management scenario","flow rate, salinity, total nitrogen, chlorophyll-a, habitat area","chl-a","simulated","mixed","N","N","Y","N","N","N","Y",NA,"include","Only simulated data, no sampling occurred, simulation period was 2006-2009. Focuses on a highly modified and managed system, which is unique among the other papers I have read so far. Maybe relevant to thinking about CA systems. Note: authors state that chlorophyll-a is not well reproduced by the model and therefore they only looked at relative changes, not absolute values. Not sure if we want to include because does not include measured chlorophyll values, just simulated. Chlorophyll response depended on model scenario.","y","exclude because only simulated data. Modeled changes in the Netherlans Delta Words under different managemetn scenarios. Increases or decreases in connectivity under different management scenarios were defined by ""expert opinion"", g seemed like the closest category fit","N","only simulated data and chla was not well reproduced by the model so only looked at relative changes, maybe exclude"
"pro_76","1, 2","d","n","n","Y","Democratic Republic of Congo","Congo River","river and wetlands",NA,"multiple expeditions with varying coverage areas; areas not stated","drainage basin: 3.7x10^6km2; river length: 4400km; estimated flooded cover of 360,000km^2; total surface area: 1,760,000km^2","map","map","2010, 2011, 2013, 2014, 2015, 2016, 2017, 2018","Y","March-December, but not necessarily in the same years or sites","observational","Y","Y","Y","N","Y","seasonal","Y","floodplain innundation during high water times","Y","percent flooded dense forest on catchment","whether stream was drained or did not drain from the Cuvette Centrale Congolaise wetland; percent of the catchement that was flooded forest","stream order, distance from tributary, percent cover of flooded forest","partial pressure or conenctration of various gases: CO2, O2, CH4, N2O; conductivity, temperature, stable isotopes, pH, POC, PN,","chl-a","lab",NA,"N","N","Y","Y","Y","Y","Y","linear regression","include","not focused on chl-a response, but did collect chl-a data; focused on dynamics of dissolved greenhouse gases; looked at the influence of river-wetland connection on dissolved greenhouse gases, as well as longitudinial patters between various sites and tributaries on the Congo River, chlorophyll not analyzed as response","y","studied impact of wetland/floodplain connectivity on concentrations of dissolved greenhouse gases; did sample over multiple seasons, but analysis did not seem to compare seasonal changes in relation to connectiviyt; did sample of multiple years, but the sample did not seem to be repeated across years","unclear",NA
"chl_4","2","c","y","y","ug/L","Croatia","Kopacki Rit, Danube","floodplain",NA,"12.6 km2",NA,"45<U+00B0>35'N","18<U+00B0>51'S","2006, 2007, 2008","Y","spring, summer, fall","observational","Y","Y","N","N","Y","sampled 19 times","Y","flow, flood pulse","Y","river water level (m)","isolation (<1.67 m; lentic conditions), flow pulse (> 1.67 m rising and falling limb of the hydrograph; semilotic or lotic conditions),  flood pulse (>3 m; lotic conditions)","connectivity phase, pH, EC, DO, water temperature, water depth, ammonium, nitrates, nitrites, phosphorus","heterotrophic nanoflagellates (predators), bacterioplankton (prey), chl-a (total phytoplankton), nanophytoplankton","chl-a","spectrophotometry","decrease from isolation to flood",NA,"decrease in bacteria from isolation to flood, but no change in heterotrophic nanoflagellates,  flood had lower nanophytoplankton than isolation or flow","Y","Y","Y","N","Y","PCA and Parallel Analysis to determine significant predictors,  scores then used in hierarchical multiple regression to compare across connectivity phases","include","Very relevant to our work, although no fish; quantitative effects of connectivity (hydrological) phases on chl-a with mean, sds, n in Table 1","no","river level averaged for 1 week prior to sampling and compared to threshold levels to determine surface connection between floodplain and river","Y","include due to all 3 criteria met"
"chl_36","2","c","y","n","ug/L","Brazil","Cabaliana, Janauaca, Miratuba,  Cana<e7>ari, and Curuai floodplains, Amazon","floodplain lakes, river, flooded forest",NA,"800 km transect",NA,"3<U+00B0> 18' 46"" -  2<U+00B0> 09' 44"" S","60<U+00B0> 40'15""-  55<U+00B0> 27'53"" W","2009","N","June (high water),  October (low water)","observational","Y","Y","N","N","Y","sampled only 1 time each high and low water","N","precipitation, flood pulse","N","water stage","high vs. low water in mainstem and floodplain lakes","high vs. low water","Tot-P, pH, turbidity,  13C and 15N of the particulate organic carbon(POC), conductivity, O2, chl-a, bacterial abundance, DOC","DOC, chl-a","Turner Fluorometer","chl-a range was similar in mainstem rivers in HW and LW and increased in floodplain lakes in LW.",NA,"bacterial production was greater in floodplain lakes than in mainstem in low water  and generally higher in low water than in high water","Y","Y","N","N","Y","Mann-Whitney U tsts","include","3-6 subsurface samples per mainstem station and 6-7 subsurface samples per floodplain lake; doesn't have exact sample sizes; main focus is bacterial response","unsure (see above)","range of 3-6 m difference between high and low water","maybe","include due to all 3 criteria met"
"chl_55","2","d","y","n","ug/L","Mexico and Guatemala","Usumacinta River Basin","lakes",NA,"2419 ha",NA,"17.5919 N (Lake Canitzan), 17.7544 N (Lake Nueva Esperanza), 18.3583 N (Lake San Pedrito), 18.4059 N (Lake San Isidro)","- 91.3919 W (Lake Canitzan), - 91.8010 W (Lake Nueva Esperanza), - 92.5956 W (San Pedrito), - 92.4747 W (San Isidro)","2015","Y","dry, early rainy, and late rainy seasons","observational","Y","Y","N","N","Y","sampled during dry (February<U+0096>April), early-rainy season(June<U+0096>July) and late-rainy (beginning of <U+0091><U+0091>nortes<U+0092><U+0092>)














season (October) of 2015","Y","precipitation, flood","N","lake connectivity","lake is connected (Lakes Canitzan and Nueva Esperanza) vs. isolated (Lakes San Pedrito and San Isidro) from river","permanently connected vs. isolated lake","water temperature, specific conductivity, salinity, dissolved oxygen (DO, concentration and saturation), pH, water transparency, nitrate-nitrogen, phosphorus, POM, turbidity, chl-a, stable isotopes of autochthonous aquatic macrophytes and phytoplankton and allocthonous (terrestrial) vegetation","chl-a","hot ethanol extraction","chl-a 18 times higher in isolated vs. connected lakes, and did not vary by season; chl-a related to TP in connected lakes, and to turbidity in isolated lakes",NA,"fish at different trophic levels; 4-7 week lag between 1st rain event and assumed diet incorporation into sampled fish (although says can happen within a few days in the tropics)","Y","Y","Y","N","Y","stable isotope-based community metrics with PERMANOVA to see differences across connected vs. isolated lakes and through 3 seasons, and Bayesian mixing models of fish assemblages across sites and seasons","include","looked at differences in water quality  parameters and chl-a by connected vs. isolated lake status; quantitative effects of connectivity (hydrological) phases on chl-a with mean, sds  in Table 1","no?","also noted one of the lakes was more connected than other permanently-connected lakes due to number of channel connections to river and channel width","Y","include due to all 3 criteria met"
"chl_63","2","c,d","y","n","ug/L","Argentina","Middle Parana River","floodplain, river, lake",NA,"13,000 km2 (floodplain)",NA,"27<U+00B0>29' - 32<U+00B0>4' S","58<U+00B0>50' - 62<U+00B0>32'30"" W","2009, 2010","Y","High (>3.40 m) and low (<3.40 m) water phases and extreme high (> 5 m) water phases","observational","Y","Y","N","N","Y","sampled fortnightly","Y","precipitation, flood","Y","water level","lake is connected (Mini Lake) or isolated during extreme drought (Irupe Lake; i.e., when not in extreme drought Irupe Lake is also connected - however this did not happen during sampling); distinguish between potomophase for extreme-high water and ordinary high water vs. limnophase for low water","water level, depth:euphotic zone ratio, conductivity, water temperature, transparency, pH, conductivity, water current velocity, DO, turbidity, NO3","chl-a","chl-a","spectrophotometer","water level, Zd:Zeu (inverse correlation) and conductivity (direct correlation) significantly explained Chl-a concentrations. Highest chl at low water",NA,NA,"Y (differences)","N","N","N","N","Nested ANOVA with hydrologic phase nested in site for differences in chl with multiple regression, and spatial CV for chl among sites","include","in floodplains, Dilution processes and the decrease of water residence time negatively affect phytoplankton development; has mean differences in chlorophyll by high and low water phases














","no?","High (>3.40 m) and low (<3.40 m) water phases occurring with interannual variability and extreme high ([5 m)














and low (<2.62 m) water phases are observed with variable frequency (extreme low not observed during their study).","maybe","include due to all 3 criteria met"
"chl_8","0","g","n","n","ug/L","Kenya","Lake Naivasha, Kenyan Rift Valley","lake",NA,"150 km2",NA,"0.7754<U+00B0> S","36.3715<U+00B0> E","2010, 2011","Y","wet (September - November), dry (December - March)","observational","N","N","N","N","N","sampled weekly during wet season, every 2 weeks during dry season","N",NA,"N","lake level","nutrient runoff from land to lake (so NA)","rainfall, evaporation, lake level, pH, conductivity, resistivity, temperature, salinity, total dissolved solids, DO","chl-a, cyanobacteria (eutrophication)","chl-a, cyanobacteria","spectrophotometer","increase in hypereutrophic events (chl-a > 50 ug/L) since late 1970s; cyanobacterial bloom during Sept 2010-March 2011 (same as months of study) with a peak in chl-a and cyanobacterium species in wet season",NA,NA,"N","N","N","N","N","2-way ANOVA to assess chl differences between months and lake basins","include","Said that when chl-a is greater than 10 ug/L consistently, a lake is classified as eutrophic; also that high N/P ratios encourage cyanobacterial dominance; literature search for chl-a levels from 1970s to 2010","no?",NA,"N","include due to all 3 criteria met, although technically doesn't mention connectivity in abstract so my original thinking was it should have failed the abstract review, but it does bring up connectivity in the intro and not in rest of paper"
"pro_31","2","c","y","y",NA,"USA","Ichetucknee River, Florida","river (spring-fed)","770 km2","5 km",NA,NA,NA,"1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009","Y","spring, fall","observational","Y","Y","Y","Y","Y","sampled nutrient chemistry at least quarterly, discharge measurements up to daily","Y","precipitation/spring","Y","river stage","river > 5m (flooding in downstream river), river stage < 5m","strength of spring discharge, spring-river discharge imbalance, river stage, time of day, DO, pH, temperature (with time of day effects removed), and flow-weighted spring NO3 concentration","N input, N removal","gross autotrophic N assimilation",NA,"NA (no chl response, but NO3 removal increased with higher river stage)",NA,NA,"N","N","N","N","N","cross-correlation, multiple regression","include","effects of flooding on NO3 included; Supports that floodplains help denitrification (N removal) as an ecosystem service","unsure","see connectivity_def","N","include due to all 3 criteria met"
"pro_34","1, 2","c,e","y","n",NA,"Brazil","Lagoa do Peixe","wetland, estuary","344 km2",NA,NA,NA,NA,"2008, 2009","Y","wet (May-August; January-March); closed lagoon mouth (April-August)","observational","Y","Y","Y","N","Y","sampled monthly","Y","flood pulse, mechanical opening of lagoon mouth","N","flooded vs. non-flooded","freshwater wetland, estuarine zone, lagoon mouth open and closed in flooded and non-flooded conditions","watershed position, flooded/not flooded, lagoon mouth open/not open","d13C, d15N to determine freshwater vs. estuarine sources","phytoplankton, suspended fine POM, submerged macrophytes, microphytobenthos",NA,"NA (no chl response)",NA,"freshwater fish, macroinvertebrates","N? (isotopes only)","N?","N?","Y","N","Bayesian isotopic mixing model","include","Not chlorophyll, only isotopes for longitudinal subsidies during flooding and non-flooding","yes (at least opening of lagoon mouth)","The lagoon has a narrow outlet to the sea that is blocked from 126 February/March to August/September each year by sand dunes until freshwater inflows, usually from winter rainfall, establish a connection. If the seasonal connection with the sea is not established naturally, earth-moving machinery is used to construct an outlet channel (200 m long, 129 40 m wide, 1.5 m deep) during late winter (August-September). Note that measurements are made over time (rather than only before/after flood, so I put (e) for connectivity_measure but maybe that isn't right?","N","include due to all 3 criteria met"
"chl_44","0","h","n","n","ug/L","Netherlands","Lower River Rhine","lakes within floodplain","93 lakes, size uncear",NA,NA,NA,NA,"1999","N","July, August, and October (summer when water draws down)","observational","Y","N","N","N","N","sampled water levels in July, August, October","Y","precipitation","N","inundation duration","days per year inundated","inundation duration, chl-a, inorganic suspended solids (ISS), detritus, lake age, mean lake depth, water level fluctuation, wind speed, lake surface area, draw down area, distance to river, relative shoreline length, maximum fetch, calcium, submerged vegetation cover, floating vegetation cover, helophyte cover, unvegetated water area","vertical light attenuation, inverse secchi depth","chl-a, DOC","extraction and acid applied for phaeopigments","chl-a and inorganic suspended solids were correlated, otherwise chl-a treated as predictor",NA,"no relationship found between chl-a and zooplankton except for rotifers","N","N","N","N","N","multiple regression","include","vertical light attenuation and inverse secchi depth are linear combinations of algal chl-a, detritus, and ISS",NA,"Mentions classes defined by annual inundation duration but only did sampling during summer when lakes were not inundated","N","Include due to all 3 criteria met, although mentions connectivity only briefly, mostly focused on water draw down in the summer and turbidity"
"chl_73","2","b,c","y","n","ug/L","Austria","Regelsbrunn, River Danube","river and side arm channels","104,000 km2","570 ha (floodplain area), 100 ha (mean water surface area)",NA,"48<U+00B0>7'N","16<U+00B0>43'<U+0096>16<U+00B0>47'E","1997, 1998, 1999, 2003","Y","March-September for 2003 study, unclear timing of previous data 1997-1999","observational, lab","Y","Y","N","N","Y","daily fluxes of oxygen between main channel and side arm channel and estimated biweekly community metabolism","Y","weirs, artificial openings and culverts, lowering river embankments, flood","Y","water age, water level","low water age implies conditions in side arm are like those in main channel (i.e., low age indicates high ; 0.5 m below mean water level and river discharge of ~1700 m3/s establishes connection between main channel and side arm and disconnection/low water occurs ~ 1340 m3/s of discharge","modeled hydrologic parameters (basin volume, water surface area, mean flow velocity and discharge within the side-arm) to get water age (how long water has been in side arm),","POM, DOC, POC, PON, 13C, chl-a","POM, DOC, POC, PON, 13C, chl-a (pelagic primary production and primary production)","spectrophotometer","chl-a increased with increasing temperatures and other general seasonal patterns, and productivity also increased during low water periods with increasing water age when main and side arm channels were not connected for benthic production, while pelagic production occurred at medium water ages; chl-a not related to discharge",NA,NA,"Y","N","N","N","Y","REGELS for hydrology/water age,","include","Connectivity between main channel and side arm channel with different metrics of primary production","yes","see connectivity_def","maybe","include due to all 3 criteria met"
"chl_32","3","c","n","n","ÃÂ¼g LÃ¢ÂÂ1","usa","hudson bay lowlands","tundra pond",NA,"varies","475,000 km2","N 58ÃÂ°45'","W 93ÃÂ°50'","2010","Y","summer","observational","Y","Y","Y","Y","Y","more than one season","Y","ice melt","Y","oblique aerial photos, water isotope tracers, water-level loggers","seasonal water chemistry trajectory","water chemistry (major ions, nutrients, chl-a, suspendend sediments, pH)","seasonal water chemistry trajectory","chl-a","lab","mixed, chl used as predictor of surface water trajectories but in my own analysis, the mean connected lakes chl concentrations were higher in two of the three seasons relative to disconnected lakes, also mixed results between surface water chemistry trajectories","N","N","N","N","Y","2014","y","PCA","include","permafrost","no",NA,"Y","all 3 criteria met"
"chl_40","1","b","n","y","mg m3","Brazil","TaperaÃÂ§u Estuary","estuary",NA,"not defined","not defined","S 1ÃÂ°00'","W 46ÃÂ°36'","2012-2013","Y","all","observational","Y","Y","Y","Y","Y","more than one season","Y","precipitation, tides","Y","precip, tides","temporal and spatial gradiants of water quality, nuts, and chl-a","spatial: sector, temporal: season, month, tide phase","water quality, nutrients, chl-a","chl-a","lab","increase, chlorophyll increases following rainfall event with increase of freshwater flows to the estuary","N","Y","Y","Y","N","2018","Y","ANOVA, Mann-Whitney, Kruskal-Wallis tests","include","hyperheic zone briefly mentioned in discussion - having to do with freshwater stored in mangrove sediments that are released one ebb tide","no",NA,"Y","all 3 criteria met"
"chl_50","2","d","y","y","ug cm-2","usa","Muskegon River","river, wetland, lake",NA,"1,033 km2)","7,060 km2","not included","not included","2006, 2007","Y","all","observational, field-based manipulation","N","Y","Y","N","Y","more than one season, across two years","Y","river stage?","N","habitat type","hydrology","nutrient addition, road salt, temporal synchrony","periphyton biomass and metabolism","periphyton biomass (chl-a, ADFM); community respiration, net community metabolism, synchrony in biomass between habitat pairs","accumulation on tiles, lab","mixed, modest chl response to increased nutrients in lake habitat, no effect on riverine and wetland habitat","Y","N","Y","Y","Y","2011","Y","one-way ANOVA (nutrients on microbial community); paired samples BACI analysis (nutrients on algal biomass -ash free dry mass and chl-a, APA, and metabolism - salt trials only); Pearson product moment correlation (synchrony in biomass, APA and metabolism between habitat pairs)","include","artificial substrates: in situ bio assay systems (tiles); no discussion about connectivity, experiments conducted in individual habitats","yes",NA,"Y","connectivity metric"
"chl_58","1","c","n","n","ÃÂ¼g LÃ¢ÂÂ1","france","dombes region","lakes",NA,NA,"varaiable; >1 ha - 100 ha","N 45.75939ÃÂ°","E 4.82898ÃÂ°","2008, 2009","Y","spring, summer","observational","Y","N","Y","N","Y","N","N","disturbance (human-induced drainage)","Y","position in lake network","diaspore input","succession stage, productivity,  and connectivity","aquatic plant species richness","chl-a","lab","increase, chl increasing with decreasing aquatic plant species richness, decreasing aquatic plant species also occurred with increasing time since lake disturbance","Y","N","Y","Y","Y","2013","Y","GLM ANCOVA","include","deviance of ANCOVA reported","yes",NA,"Y","all 3 criteria met"
"chl_66","2","g","n","n",NA,"usa","several; northeastern and midwestern states","lakes",NA,"not defined","variable","variable","variable","1989-2018","Y","spring, summer","observational, manipulative","Y","N","N","N","Y","more than one year, continuous measurements","Y","Moran-like effects (climate, weather), cross-ecosystem flows","Y","aquatic and terrestrial primary productivity indices","coherence magnitude and phase difference between chlorophyll a and NDVI","coefficient of variation in NDVI and variables associated with modulation of flows between lake and the landscape","lakeÃ¢ÂÂlandscape coherence magnitude and phase relationships","chl-a, terrestrial plant growth","remote sensing","NA, chla used as predictor, mean chla was a relatively important predictor of any response variable","Y","N","N","N","N","2021","N","wavelet, GAM","include","connectivity not mentioned much and perhaps connectivity type '0' is more appropriate; data figure shows log10 mean chl-a x-axis and partial residuals on y-axis, figure does not identify lakes","yes",NA,"Y","connectivity metric"
"chl_77","1","b","y","n","ÃÂ¼g LÃ¢ÂÂ1","croatia","danube","floodplain lake",NA,"0,12 km2","177 km2","N 45ÃÂ° 35","S 18ÃÂ° 51'","1998-2005","Y","several","observational, literature review, laboratory experiments - growth response of algae after nutrient additions




","Y","Y","N","N","N","more than one season","Y","flood","Y","river stage","macrophyte growth rate","sediment, hydrology, water quality, nutrients,  bacterial abundance, phytoplankton chlorophyll, invasive invertebrates","trophic state index","chl-a","lab","decrease ,under dry conditions Ã¢ÂÂ low water period and reduced connectivity between floodplain and river -  higher concentrations of Chl-a observed, with increasing river stage there were higher concentrations of Chl-b and Chl-c relative to Chl-a




","N","macrophytes","Y","Y","N","2011","Y","trophic state indices of secchi dephth, total phosphorus, phytoplankton chloropyll,and nitrogen","include","article in a book, article has original research and some results are lab based, evaluating growth response of algae after nutrient additions in laboaratory,  other data brought in through lit review but data not collected across same spatial and temporal scale","yes",NA,"Y","criteria metric - original research is laboratory based"
"pro_27","0","g","y","n","N","switzerland","Maggia River","floodplain",NA,"7-km long and nearly 2-km wide","930 km2",NA,NA,"2014-2016","Y","winter, summer, fall","observational, modeled","Y","N","N","N","N","more than one season","Y","river stage- floodplain disturbance","Y","time since last flood, flooding frequency","floodplain disturbance","time since last flood, flooding frequency, habitat size, biofilm standing crop, POM","food chain length","POM",NA,NA,"Y","invertebrates","N","N","N","2020","Y","GLMM, isotope mixing models, isotope niche indices","include","data available upon request; modeled flood frequency and time elapsed since last flood","yes",NA,"Y","all 3 criteria met"
"pro_71","2","a","y","n","N","Australia","South Aligator river","floodplain",NA,"10 km long","800 km2","S 13ÃÂ°00'","E 132ÃÂ°30'","2013-2014","Y","wet, dry","observational","Y","Y","Y","N","Y","more than one season, continuous","Y","precipitation","Y","distance from home, distance on floodplain","habitat variables","water depth, water coverage, periphyton/vegetation coverage, temperature","fish movement variables","N",NA,NA,"N","fish","N","N","N","2020","N","classification and regression tree modeling, GAM to describe temporal patterns of each habitat variable, GAMMS for fish movement","include","cool study - focus is on fish movement on flood plain; not sure its relevant withough chl-a","no",NA,"Y","connectivity metric"
"pro_68","1, 2","e","n","y","ÃÂ¼g LÃ¢ÂÂ1","Austria","danube","river",NA,"not defined","104,000 km2","N 48ÃÂ°12'","E 16ÃÂ°22'","1991, 1995, 1996, 1999, 2001","N","spring, summer, fall","observational","Y","Y","Y","Y","Y","more than one year, continuous measurements","Y","flow pattern and stage","Y","average annual duration (day per year) of upstream surface connection of the different floodplain water bodies with the main channel, and water age","duration of integration","average annual duration (day per year) of upstream surface connection of the different floodplain water bodies with the main channel, and water age","conductance, geochemistry, nutrients, particle concentration, chl-a","chl-a","lab","mixed, increased chla with moderate integration time, lower concentrations exist with low and high integration time","Y","N","Y","Y","Y","2004","Y","water age calculation","include",NA,"yes",NA,"Y","all 3 criteria met"
"pro_66","1","e","n","y","ÃÂ¼g LÃ¢ÂÂ1","Austria","danube","floodplain",NA,"10 km2","104,000 km2","not included","not included","1991, 1995, 1996, 1999, 2001","N","spring, fall","observational","Y","Y","Y","N","N","more than one season","Y","river stage","Y","river stage","retention time in side channel","PAR, water retention time","nutrients, primatry production","chl-a, bacteria, primary production (incubations) and field extrapolated","lab","increase","N","Y","Y","Y","N","1999","Y","theoretical water retention time calculation, primary production model, regression analyses and curve estimations for significant relationships","include","hyperheic mentioned but not measured","yes",NA,"Y","all 3 criteria met"
"pro_62","1","a","n","n","N","Australia","Macquarie River",NA,NA,"19,850 ha","210,000 ha","S 30ÃÂ°54'","E 137ÃÂ°32'","2008","N","summer","observational","Y","N","Y","N","Y","N","N","flood pulses",NA,"river stage","distance from river","presence of different hydro-geomorphic habitats","structural variables (densities and species composition),  functional variables (primary prouductivity and respiration), abiotic conditions","phytoplankton density (cells ml-1)",NA,NA,"N","zooplankton","Y","Y","Y","2015","Y","PCA, nMDS, ANOSIM (compositional similarities of phyto and zoop communities","include",NA,"yes",NA,"Y","all 3 criteria met"
"pro_49","1, 2","a","n","n","N","Australia","Macquarie River","floodplain",NA,"124 km in length","210 000 ha","not included","not included","2006","N","spring","observational","Y","Y","Y","N","Y","N","N","flow pulse","Y","functional process zone","spatial patterns of abiotic and biotic parameters","hydrogeomorphological characteristics, longitudinal variation of the measured environmental drivers","food web","cell density (cyano density, diatom density, green algae density, cryptomonads density); plankton respiration, gross primary productivity, GPP/Pr ratio",NA,NA,"n","cryptomonads, protozoans, rotifers, copepods and cladocerans","Y","Y","Y","2010","Y","Non-metric multidimensional scaling","include","range of relative depth of 90 study lakes reported with mean and standard deviation","yes",NA,"Y","all 3 criteria met"
"chl_11","0","h","n","n","ÃÂµg g-1, ÃÂµg L-1","china","Gehe River","lake",NA,"34.7 km2","378 km2","N 24ÃÂ°30'","E 102ÃÂ°45'","1955-2011","N","na","observational","Y","N","Y","N","N","across many years","Y","hydrology due to dam installation","N","na","na","nutrients, hydrology, climate","Chla, cladocera, diatoms","sediment chl-a, cladocera, diatoms","lab","NA, chla increased steadily with eutrophication,  effects of hydrological fluctuation were minor bc itshowed strong interaction with chla affecting cladoceran measures","n","diatoms, cladocerans","Y","N","N","2017","Y","Constrained incremental sum of squares (CONISS), DCA, PCA (for community variations), broken-stick model to determine signif. Of PCA axes, RDA","include","1 sediment core analyzed","yes",NA,"Y","no connectivity metric"
