"title","abstract","authors","article_type","pub_year","volume","database_id","database_type","ID","reviewer_name","consistency_check","marine_y_n","water_body_type","original_research_y_n","response_variable","connectivity_metric","inclusion","notes"
"groundwater‐river water exchange enhances growing season evapotranspiration and carbon uptake in a semiarid riparian ecosystem","Semiarid ecosystems play a critical role in determining the interannual variability of the global terrestrial carbon sink. Water availability is a critical driver of productivity in semiarid ecosystems, which often alternate between carbon sink/source functioning during wet/dry years. In this study, we investigate how groundwater availability resulting from groundwater‐river water exchange influences net ecosystem exchange of CO 2 (NEE), evapotranspiration (ET), and the surface energy balance at two semiarid ecosystems along the Columbia River in central Washington, USA. We examined 1&#xa0;year of eddy covariance measurements from an upland sagebrush ecosystem primarily fed by rainfall without groundwater access and a riparian grassland ecosystem with groundwater access during the dry season due to lateral groundwater‐river water exchange. The two sites had distinct seasonal patterns of NEE and ET, driven by differences in water availability. While NEE at the upland sagebrush site was strongly constrained by water availability during the dry months, access to groundwater allowed the riparian site to maintain high NEE magnitude and ET during the same dry months. The riparian site had larger annual gross primary productivity than the upland site (612 vs. 424&#xa0;gC/m 2 ), which was offset by higher ecosystem respiration (558 vs. 363&#xa0;gC/m 2 ). Thus, the magnitude of the annual NEE at the upland site was larger than that at the riparian site (−62 vs. −54&#xa0;gC/m 2 ). Our results demonstrate that groundwater access determined by connectivity between groundwater and surface water can be a critical driver of carbon uptake and ET in semiarid ecosystems.","Missik, Justine E C;Liu, Heping;Gao, Zhongming;Huang, Maoyi;Chen, Xingyuan;Arntzen, Evan;Mcfarland, Douglas P;Ren, Huiying;Titzler, P Scott;Thomle, Jonathan N;Goldman, Amy","Scholarly Journals",2019,124,"2181797202","proquest",29,"MB","PG",NA,NA,NA,NA,NA,NA,NA
"how do hydrogeological setting and meteorological conditions influence water table depth and fluctuations in ombrotrophic peatlands?","Peatlands are wetland ecosystems where net primary production exceeds organic matter decomposition. They are characterized by a near-surface water table controlled by a combination of internal and external processes, influenced by short-term meteorological and long-term climate variations among other factors. Site-specific conditions, such as peat hydrodynamic properties, surface vegetation patterns, and hydrogeological setting also substantially influence water table dynamics. The objective of this work was to characterize the influence of hydrogeological setting and meteorological conditions on water table depths (WTD) and on fluctuations therein in seven ombrotrophic peatlands in or near the St. Lawrence Lowlands (southern Quebec, Canada). Up-gradient, mid-gradient, and down-gradient locations were monitored in the seven peatlands, using dipwells with hourly WTD recordings. WTD was also monitored in the marginal minerotrophic zone found in three of the seven peatlands. Additionally, heads in the outflow (i.e., receiving diffused water from the peatland) and inflow (i.e., providing diffused water to the peatland) zones within the adjacent mineral deposits were monitored in seven and three peatlands respectively, using piezometers with hourly hydraulic head recordings. Hydraulic conductivities for the outflow zones ranged between 1.4*10(-7) and 8.5*10(-3) cm/s, whereas those of the inflow zones ranged between 5.6*10(-7) and 3.9*10(-6) cm/s. Evapotranspiration was shown to be the dominant factor controlling monthly cumulative water table decreases (MCD), while precipitation dominated the monthly cumulative water table increases (MCI). A strong correlation was found between mean peatland WTD and outflow zone hydraulic conductivity. Peatlands that were identified as being strongly connected with the adjacent mineral deposits in a diffuse underground outflow zone showed the greatest variations in water storage. This study highlights the importance of the connection between peatlands and adjacent mineral deposits in controlling WTD, as found for those located in the St. Lawrence Lowlands. The results show that water table fluctuations are strongly controlled by meteorological conditions, and that hydrogeological setting exerts a strong control on MCI and MCD. Moreover, this work shows that WTD in ombrotrophic peatlands is influenced by the hydraulic conductivity of the outflow zones, and confirms that aquifer - peatland connectivity influences peatland water storage variations, and therefore peatland vulnerability to disturbances in aquifer groundwater levels.","Bourgault, Marc-Andre; Larocque, Marie; Garneau, Michelle","Scholarly Journals",2019,4,"BIOSIS:PREV202100649773","wos",30,"CP","PG",NA,NA,NA,NA,NA,NA,NA
"hydrologic and biotic influences on nitrate removal in a subtropical spring-fed river","We use a long-term chemical and hydrologic record in combination with longitudinal sampling and high-frequency nitrate (NO sub(3) super(-)) measurements from in situ sensors to describe temporal and spatial patterns of nitrogen (N) inputs and removal in the spring-fed Ichetucknee River (Columbia County, Florida) and to determine the hydrological, geomorphic, and biological factors that influence those dynamics. Over a 20-yr period of record, NO sub(3)-N removal averaged 118 kg N d super(-1) (0.77 g N m super(-2) d super(-1)) over the upper 5 km of the Ichetucknee River. Three independent estimates of gross autotrophicNassimilation (from gross primary production, diel NO sub(3) super(-) variation, and standing biomass) agreed closely but accounted for less than 20% of observed N removal. Longitudinal surveys indicate negligible or negative dissolved organic nitrogen and ammonium (NH sub(4) super(+)) production, suggesting that denitrification is the predominant mechanism of N removal in this river. A positive relationship between discharge and the magnitude of NO sub(3)-N removal shows that interactions with the surrounding floodplain exert considerable influence at high flows, and longitudinal NO sub(3) super(-) patterns indicate that N removal may be influenced by channel morphology. These results suggest a greater role for dissimilatory processes and hydrologic connectivity with hyporheic and floodplain sediments than has been previously recognized in highly productive spring-fed rivers of north Florida. While hydrologic variation is the primary determinant of variation in NO sub(3) super(-) removal within the Ichetucknee River, comparison across systems indicates that biotic characteristics can cause significant deviation from predictions based on purely physical models of relationships between river size and N removal.","Heffernan, James B;Cohen, Matthew J;Frazer, Thomas K;Thomas, Ray G;Rayfield, Travis J;Gulley, Jason;Martin, Jonathan B;Delfino, Joseph J;Graham, Wendy D","Scholarly Journals",2010,55,"746163841","proquest",31,"LY","MB",NA,NA,NA,NA,NA,NA,NA
"hydrologic fragmentation-induced eutrophication in dove sound, upper florida keys, usa","Anthropogenic impacts to island systems can have deleterious effects on coastal aquatic ecosystems. These effects can alter water quality, primary production as well as habitat. Land development often fragments hydrologic connectivity within aquatic ecosystems forcing alterations in nutrient transport and increases the potential for eutrophication. Dove Sound, a tidal lagoon located in the Upper Florida Keys on Key Largo, has been subjected to anthropogenic influences of land development during the last century. To investigate these influences a short sediment core was collected from within Dove Sound and investigated using Ã‚²Ã‚¹Ã¢°Pb dating, stable isotopes of carbon and nitrogen, and sedimentary pigments. Results indicated that Dove Sound has undergone eutrophication and the primary producer community structure has shifted from dominantly macrophytic to a system that supports substantial algal production. While septic waste was a possible source for eutrophication, low ÃŽ´Ã‚¹Ã¢µN did not support this conclusion. However, the timing of the shifts in Dove Sound along with indicators of anoxia leads to the conclusion that fragmentation caused by the construction of a railroad was the root cause. The hydrologic fragmentation reduced the flushing rates, thereby enhancing anoxic conditions in the system and increasing the internal nutrient loading.","Harmon, Thomas S;Smoak, Joseph M;Waters, Matthew N;Sanders, Christian J","Scholarly Journals",2014,71,"1999933753","proquest",32,"DC","ES",NA,NA,NA,NA,NA,NA,NA
"hydrologic habitat preferences of select southeastern usa fishes resilient to river ecosystem fragmentation","Large-scale habitat preferences of riverine taxa are not always revealed by examining community data. Here, we show how lipid and growth can be used to evaluate hydrologic habitat preferences of fishes resilient to river fragmentation (i.e. species that can tolerate river fragmentation by dams, but not collapse). Lipid content was examined for seven fishes in a major southeastern USA reservoir and its largest lotic tributary over the 5 years. Controlling for effects of sex, size and year of collection, largemouth bass, spotted bass and black crappie had significantly higher lipid in lentic habitat. Conversely, channel catfish and freshwater drum had significantly higher lipid in lotic habitat. There were no significant differences in lipid of bluegill and blacktail shiner between hydrologic habitat types. Fish growth produced concordant results as largemouth bass and spotted bass had significantly faster growth in lentic habitat, whereas channel catfish and freshwater drum had significantly faster growth in lotic habitat. We were also able to document a synchronous spike in lipids of these species in both habitat types during a major drought. We surmise that the spike was driven by enhanced primary production, predator-prey concentration and possibly also reduced reproduction during intense drought. Two conclusions are drawn from this study as a whole. First, long-term lipid and growth observations hold promise for evaluating ecological effects of droughts over long time spans. Second, population characteristics are excellent indicators of habitat preferences and could be used more broadly to elucidate how organisms react to river ecosystem fragmentation and restoration initiatives. Copyright (c) 2009 John Wiley & Soils, Ltd.","Rypel, Andrew L.; Bayne, David R.","Scholarly Journals",2009,2,"BIOSIS:PREV201000079031","wos",33,"PG","MB",NA,NA,NA,NA,NA,NA,NA
"hydrologic pulsing promotes spatial connectivity and food web subsidies in a subtropical coastal ecosystem","Resource pulsing is a widespread phenomenon, but its effects on ecosystem dynamics are often difficult to predict. Hydrological pulsing, in particular, is known to influence the structure and dynamics of fluvial and coastal ecosystems, but little information is available about its effects on trophic connectivity between wetlands and estuaries. We investigated the hypothesis that hydrologic pulsing drives 1-way trophic subsidies (e.g. suspended organic matter and freshwater fish) from wetland to estuary. Our study system is a coastal lagoon with an ephemeral mouth that, when closed, stores freshwater as a sustained flood pulse that is subsequently released when a connection with the sea is reestablished. We monitored isotopic composition of consumers and food sources over the course of an entire flood pulse to infer trophic linkages and spatial subsidies. Before the flood peak (April and May), freshwater and estuarine zones were largely dependent on local primary production sources (seston and C sub(3) plants vs. C sub(4) plants and microphytobenthos, respectively), essentially functioning as disconnected compartments. A sustained pulse of freshwater inflow (June to August) induced greater habitat connectivity and a net flow of biomass and energy from the freshwater zone into the estuarine zone. The opening of the lagoon outlet channel abruptly terminated the flood pulse and reduced freshwater subsidies to estuarine consumers, and both zones returned to dependence on autochthonous production. Our findings contribute to current concerns that artificial opening of sandbars in coastal lagoons alters natural ecological dynamics with significant effects on biodiversity and ecosystem processes.","Garcia, A M;Winemiller, K O;Hoeinghaus, D J;Claudino, M C;Bastos, R;Correa, F;Huckembeck, S;Vieira, J;Loebmann, D;Abreu, P;Ducatti, C","Scholarly Journals",2017,567,"1881748793","proquest",34,"ES","RP",NA,NA,NA,NA,NA,NA,NA
"hydrological connectivity drives patterns of macroinvertebrate biodiversity in floodplain rivers of the australian wet /dry tropics","1. Floodplain rivers in Australia's wet/dry tropics are regarded as being among the most ecologically intact and bio-diverse lotic ecosystems in the world, yet there have been relatively few community-based studies of their aquatic fauna. 2. To investigate relationships between hydrological connectivity and biodiversity in the region, macroinvertebrates were collected from sites within two contrasting floodplain rivers, the 'tropical' Gregory River and 'dryland' Flinders River systems, during the dry season and analysed at various spatial scales. A subset of sites was re-sampled in the following dry season to explore temporal variation. The fauna consisted of 124 morphotaxa, dominated by gatherers and the Insecta. 3. As predicted, hydrological connectivity (the lotic or lentic status of waterbodies) had a major influence on macroinvertebrate assemblage composition and diversity, both in space and time. Assemblages from waterbodies with similar connection histories were most alike, and beta-diversity between assemblages was greatest between lotic and lentic waterbodies, tending to increase with increasing spatial separation. 4. At smaller spatial scales, a number of within-waterbody, habitat and water quality characteristics were important for explaining variation (61%) in the taxonomic organization of assemblages, and characteristics associated with primary productivity and habitat diversity were important for explaining variation (45%) in the functional organization of assemblages. However, much of the small-scale environmental variation across the study region appeared to be related to broad-scale variation in hydrological connectivity, which had both direct and indirect effects on macroinvertebrate assemblages. 5. Conservation of the biodiversity in Australia's wet/dry tropics may depend on conserving the natural variation in hydrological connectivity and the unregulated flow of floodplain rivers.","Leigh, Catherine;Sheldon, Fran","Scholarly Journals",2009,54,"46164494","proquest",35,"RP","DC",NA,NA,NA,NA,NA,NA,NA
"hydrological control of system characteristics of floodplain lakes","Water bodies within floodplains are strongly governed by their hydrological connectivity with the main river (Heiler et al. 1995). Connectivity is decisive for the general ecosystem characteristics and the balance between input and output of nutrients and organic carbon sources. A major determinant is the abundance of macrophytic vegetation, which is controlled by through-flow, dry-falling and scouring effects. The autochthonous primary production is strongly augmented by local terrestrial carbon sources and by the riverine transport in form of dissolved and particulate organic matter. The significance of these different sources depends on hydrology. Flood pulses represent a disturbance to pelagic communities (followed by successions) and a source of nutrients. High loads of inorganic nutrients produce conditions for prolific algal growth. High availability of allochthonous organic carbon provides the basis for a prolific bacterial secondary production. Our data emphasize that the stimulus of local aquatic primary production enhances carbon utilization by bacteria.","Schiemer, F;Hein, T;Peduzzi, P","Scholarly Journals",2006,6,"20726653","proquest",36,"MB","LY",NA,NA,NA,NA,NA,NA,NA
"ideas and perspectives: carbon leaks from flooded land: do we need to replumb the inland water active pipe?","At the global scale, inland waters are a significant source of atmospheric carbon (C), particularly in the tropics. The active pipe concept predicts that C emissions from streams, lakes and rivers are largely fuelled by terrestrial ecosystems. The traditionally recognized C transfer mechanisms from terrestrial to aquatic systems are surface runoff and groundwater drainage. We present here a series of arguments that support the idea that land flooding is an additional significant process that fuels inland waters with C at the global scale. Whether the majority of CO 2 emitted by rivers comes from floodable land (approximately 10 % of the continents) or from well-drained land is a fundamental question that impacts our capacity to predict how these C fluxes might change in the future. Using classical concepts in ecology, we propose, as a necessary step forward, an update of the active pipe concept that differentiates floodable land from drained land. Contrarily to well-drained land, many wetlands (in particular riparian and littoral wetlands) combine strong hydrological connectivity with inland waters, high productivity assimilating CO 2 from the atmosphere, direct transfer of litter and exudation products to water and waterlogged soils, a generally dominant allocation of ecosystem respiration (ER) below the water surface and a slow gas-exchange rate at the water–air interface. These properties force plants to pump atmospheric C to wetland waters and, when hydrology is favourable, to inland waters as organic C and dissolved CO 2 . This wetland CO 2 pump may contribute disproportionately to CO 2 emissions from inland waters, particularly in the tropics where 80 % of the global CO 2 emissions to the atmosphere occur. In future studies, more care must be taken in the way that vertical and horizontal C fluxes are conceptualized along watersheds, and 2-D models that adequately account for the hydrological export of all C species are necessary. In flooded ecosystems, significant effort should be dedicated to quantifying the components of primary production and respiration by the submerged and emerged part of the ecosystem community and to using these metabolic rates in coupled hydrological–biogeochemical models. The construction of a global typology of wetlands that includes productivity, gas fluxes and hydrological connectivity with inland waters also appears necessary to adequately integrate continental C fluxes at the global scale.","Abril, Gwenaël;Borges, Alberto V","Scholarly Journals",2019,16,"2178491235","proquest",37,"CP","RP",NA,NA,NA,NA,NA,NA,NA
"incorporating ecological and evolutionary processes into continental-scale conservation planning","Systematic conservation planning research has focused on designing systems of conservation areas that efficiently protect a comprehensive and representative set of species and habitats. Recently, there has been an emphasis on improving the adequacy of conservation area design to promote the persistence and future generation of biodiversity. Few studies have explored incorporating ecological and evolutionary processes into conservation planning assessments. Biodiversity in Australia is maintained and generated by numerous ecological and evolutionary processes at various spatial and temporal scales. We accommodated ecological and evolutionary processes in four ways: ( 1) using sub-catchments as planning units to facilitate the protection of the integrity and function of ecosystem processes occurring on a sub-catchment scale; ( 2) targeting one type of ecological refugia, drought refugia, which are critical for the persistence of many species during widespread drought; ( 3) targeting one type of evolutionary refugia which are important for maintaining and generating unique biota during long-term climatic changes; and ( 4) preferentially grouping priority areas along vegetated waterways to account for the importance of connected waterways and associated riparian areas in maintaining processes. We identified drought refugia, areas of relatively high and regular herbage production in arid and semiarid Australia, from estimates of gross primary productivity derived from satellite data. In this paper, we combined the novel incorporation of these processes with a more traditional framework of efficiently representing a comprehensive sample of biodiversity to identify spatial priorities across Australia. We explored the trade-offs between economic costs, representation targets, and connectivity. Priority areas that considered ecological and evolutionary processes were more connected along vegetated waterways and were identified for a small increase in economic cost. Priority areas for conservation investment are more likely to have long-term benefits to biodiversity if ecological and evolutionary processes are considered in their identification.","Klein, Carissa; Wilson, Kerrie; Watts, Matthew; Stein, Janet; Berry, Sandra; Carwardine, Josie; Smith, Mark Stafford; Mackey, Brendan; Possingham, Hugh P.","Scholarly Journals",2009,19,"BIOSIS:PREV200900201044","wos",38,"LY","DC",NA,NA,NA,NA,NA,NA,NA
"influence of flood connectivity on bottomland hardwood forest productivity in central ohio","Aboveground net primary productivity (ANPP) in response to flooding and other environmental variables was evaluated at a 5.2-ha bottomland hardwood forest along the Olentangy River in central Ohio, USA. The forest is composed of two distinct sections that were hydrologically enhanced in 2001. To approximate natural flooding, the north section was enhanced by cutting three breaches in a more than 70-year-old artificial levee. A fourth breach was cut from a natural riverbank in the south section to connect a lateral swale and augment the existing flood regime. The objective of this study was to evaluate various factors that might affect forest productivity after restoration. In 2004, ANPP for the forest was estimated at 847 plus or minus 50 g m super(-2) yr super(-1) (807 plus or minus 86 g m super(-2) yr super(-1) in the north section and 869 plus or minus 86 g m super(-2) yr super(-1) in the south section). Mean ANPP for the entire forest was similar to an estimate prior to restoration and still below productivity levels reported at other bottomland forests along the Olentnagy River and throughout the Midwest U.S. As part of this study, the influence of flood connectivity and other variables on intra-forest ANPP were also examined. Using daily river-stage data and by monitoring study plots at various flood stages, we estimated the number of days each plot was connected to the river. A significant and positive relationship was detected between plot ANPP and the number of days connected to the river during the 2004 water year (Oct. 2003-Sept. 2004). Forest ANPP was also significantly related to total tree basal area and topographic variability.","Anderson, C J;Mitsch, W J","Scholarly Journals",2008,108,"21050124","proquest",39,"DC","PG",NA,NA,NA,NA,NA,NA,NA
"influences of multi-scale habitat on metabolism in a coastal great lakes watershed","Spatial heterogeneity influences ecosystem structure and function across multiple habitat scales. Although primary production and respiration are fundamental to energy cycling in aquatic ecosystems, we know relatively little about how habitat scale influences metabolism. In this study, we adopted a multi-scale habitat approach to evaluate primary production and respiration in a coastal Great Lakes watershed that is experiencing pressure from past, present, and anticipated future human activities. We divided the watershed into five macrohabitats (stream, river, wetland, drowned-river mouth lake, and Great Lake), two mesohabitats (benthic and water column), and four microhabitats (periphytic substrates: sand/sediment, rock, wood, and plant) for evaluation of spatial patterns and synchrony in metabolism. Factors that influenced patterns of metabolism were scale dependent. Algal biomass strongly influenced spatial patterns in metabolism at the meso- and microhabitat scales; greater algal biomass translated to higher areal-specific and lower chlorophyll-specific metabolism at benthic mesohabitat and sand/sediment and rock microhabitats. Benthic metabolism overwhelmed water column metabolism, irrespective of location or time of year. Watershed position was important at the macrohabitat scale, with greater overall metabolism in macrohabitats located lower in the watershed. Average synchrony in metabolism rates was greatest at the macrohabitat scale, suggesting metabolic patterns that are evident at finer scales may become integrated at coarser scales. Our results (1) show that spatial and temporal patterns in metabolism are shaped by factors that are dependent upon habitat scale; (2) highlight the importance of benthic productivity across habitat and season; and (3) suggest that hydrologic connectivity strongly influences ecosystem processes, although physical factors can affect these responses as evidenced by the low levels of synchrony between Lake Michigan and the other macrohabitats.","Ogdahl, Mary E;Lougheed, Vanessa L;Stevenson, RJan;Steinman, Alan D","Scholarly Journals",2010,13,"746300493","proquest",40,"PG","RP",NA,NA,NA,NA,NA,NA,NA
"intra-annual patterns in the benthic-pelagic fluxes of dissolved and particulate matter","In coastal temperate environments, many processes known to affect the exchange of particulate and dissolved matter between the seafloor and the water column follow cyclical patterns of intra-annual variation. This study assesses the extent to which these individual short term temporal variations affect specific direct drivers of seafloor-water exchanges, how they interact with one another throughout the year, and what the resulting seasonal variation in the direction and magnitude of benthic-pelagic exchange. Existing data from a multidisciplinary long-term time-series from the Western Channel Observatory, UK, were combined with new experimental and in-situ data collected throughout a full seasonal cycle. These data were used to define an average year, split into five ‘periods’ (winter, pre-bloom, bloom, post-bloom and autumn) based around the known importance of pelagic primary production and hydrodynamically active phases of the year. Multivariate analyses were used to identify specific sub-sets of parameters that described the various direct drivers of seafloor-water exchanges. Both dissolved and particulate exchange showed three distinct periods of significant flux during the year, although the specific timings of these periods and the cause-effect relationships to the direct and indirect drivers differed between the two types of flux. Dissolved matter exchange was dominated by an upward flux in the pre-bloom period driven by diffusion, then a biologically induced upward flux during the bloom and an autumn downward flux. The latter was attributable to the interactions of hydrodynamic and biological activity on the seafloor. Particulate matter exchanges exhibited a strongly hydrologically influenced upward flux during the winter, followed by a biologically induced downward flux during the bloom and a second period of downward flux throughout post-bloom and autumn periods. This was driven primarily through interactions between biological activity, and physical and meteorological drivers. The integrated, holistic and quantitative data-based analysis of intra-annual variability in benthic/pelagic fluxes presented in this study in a representative temperate coastal environment, demonstrates not only the various process’ inter-connectivity, but also their relative importance to each other. Future investigations or modelling efforts of similar systems will benefit greatly from the relationships and baseline rules established in this study.","Rühl, Saskia;Thompson, Charlie E L;Queirós, Ana M;Widdicombe, Stephen","Scholarly Journals",2020,NA,"2464482260","proquest",41,"ES","PG",NA,NA,NA,NA,NA,NA,NA
"is net ecosystem production higher in natural relative to constructed wetlands?","Ecosystem metabolism is an important measure of wetland restoration efficiency, and serves to indicate if the system is capable of processing energetic resources. Despite its value, ecosystem metabolism has rarely been included in monitoring programs. In this study, we aimed to achieve the following objectives: (i) compare net ecosystem production (NEP) rates of constructed vs. natural wetlands; (ii) identify the highest NEP rate habitats; and (iii) define the main environmental factors regulating NEP in different wetland types. Pelagic and benthic NEP rates and physicochemical features were measured in three natural and five constructed wetlands in the middle Ebro River floodplain (NE Spain). Statistical analyses showed pelagic NEP rates peaked in natural wetlands, which produced up to 187.5 mg C m(-3) h(-1) compared to lower rates in constructed wetlands (up to 46.2 mg C m(-3) h(-1)). Pelagic NEP responded positively to temperature, total dissolved solids, and nutrients. Benthic NEP rates were 3 to 30-fold greater than pelagic in natural (up to 994.9 mg C m(-3) h(-1)) and constructed (up to 1,551.5 mg C m(-3) h(-1)) wetlands, and were heavily influenced by habitat type, with NEP peaking in areas dominated by submerged vegetation and fine organic sediment. Rapid recovery in aquatic communities (i. e. macroinvertebrate diversity) has been previously reported for the studied wetlands; however, our study suggests a slower recovery of functional processes (i.e. pelagic NEP) in constructed habitats. We therefore strongly advocate the inclusion of ecosystem function in the design and evaluation of restoration projects to optimise long-term wetland ecosystem sustainability.","Espanol, Cecilia; Gallardo, Belinda; Rosa Pino, M.; Martin, Ana; Comin, Francisco A.","Scholarly Journals",2013,75,"BIOSIS:PREV201300666722","wos",42,"RP","PG",NA,NA,NA,NA,NA,NA,NA
"landscape ecology: a framework for integrating pattern and process in river corridors","Investigations of European floodplain rivers demonstrate how landscape ecology can provide an effective framework to integrate pattern and process in river corridors, to examine environmental dynamics and interactive pathways between landscape elements, and to develop viable strategies for river conservation. The highly complex and dynamic nature of intact river corridors is particularly amenable to a landscape ecology perspective. Analysis of spatial patterns has provided considerable insight into environmental heterogeneity across river corridors and is an essential prelude to examining dynamic interactions. For example, data from aerial photographs, digitized maps and year-round field measurements in a glacial flood plain, enabled us to distinguish six channel types, based on the correspondence between connectivity and physicochemical attributes. Spatial data were also used to analyze longitudinal changes in landscape elements along the course of a morphologically-intact riverine corridor, providing insight into the structural complexity that must have characterized many Alpine rivers in the pristine state. Landscape indices were employed to investigate seasonal dynamics in a glacial flood plain of the Swiss Alps which exhibits a predictable expansion/contraction cycle, with corresponding shifts in flow paths (surface and subsurface) and water sources (snowmelt, englacial, subglacial, alluvial aquifer, hillslope aquifer). Surface connectivity exhibited an unexpected biphasic relationship with total channel length, whereas riverscape diversity progressively increased along the entire range of channel length. Reconstituting the functional integrity that characterizes intact river corridors should perhaps be the major goal of river conservation initiatives. Although understanding functional processes at the landscape scale is essential in this regard, few data are available. In the Alluvial Zone National Park on the Austrian Danube, three phases of hydrological connectivity were identified (disconnection, seepage connection and surface connection) that corresponded to the predominance of three functional processes (biotic interactions, primary production and particulate transport) within the river corridor.[PUBLICATION ABSTRACT]","Ward, J V;Malard, Florian;Tockner, Klement","Scholarly Journals",2002,17,"739166758","proquest",43,"MB","CP",NA,NA,NA,NA,NA,NA,NA
"limnophase versus potamophase: how hydrological connectivity affects the zooplankton community in an oxbow lake (vistula river, poland)","The functioning of oxbow lakes depends primarily on the succession of two phases: potamophase (when water from the river flows into the lake) and limnophase (when water remains in the riverbed, ensuring stability in the lake). Hydrologic conditions in the river determine whether oxbows are isolated or connected with the river. They also determine the time and duration of both phases. The studied oxbow lake, located in the floodplain of the lower Vistula, was created as the result of river regulation in the 19th century. Observations were conducted during growing seasons in 2006, 2007, 2008 and 2013, during limnophase and potamophase. The study was aimed at evaluating the impact of changes in the river level on the oxbow lake. Potamophase brought greater zooplankton diversity. We recorded a higher number of species and a higher Shannon diversity index ( H ′). During limnophase, higher water temperature led to greater zooplankton density. However, its diversity decreased. In recent years, probably due to climate change, the amount of precipitation has decreased. As a result, water levels in rivers are lower and potamophase is rare, while periods of isolation are longer. Low water levels in oxbows increase their primary productivity and decrease zooplankton biodiversity.","Napiórkowski, Paweł;Napiórkowska, Teresa","Scholarly Journals",2017,53,"2196538034","proquest",44,"CP","LY",NA,NA,NA,NA,NA,NA,NA
"linkages among aquatic ecosystems","Aquatic ecosystems are almost invariably connected to other ecosystems because the dominant force of water movement facilitates physical, chemical, and biological exchanges among ecosystems In this sense, we define an ecosystem linkage as any persistent or recurring process or attribute that connects different ecosystems in some manner. We argue that such linkages are integral, even defining, components of aquatic ecosystem structure and function, and therefore, Should be evaluated in the Course of ecological Studies J-NABS has made significant contributions to our understanding of such linkages The percentage of all publications in J-NABS addressing some ecological linkage has approached 10% in recent years. Historically, emphasis was placed on upstream-downstream linkages in flowing waters, and theory (e.g, river continuum, nutrient spiraling) has evolved largely around this phenomenon However, other linkages among ecosystems have received increased attention in the past 20 y These linkages include surface-subsurface, lake-stream, river-floodplain, and, more recently, marine-freshwater. We contend that many ecological processes, Including primary production, nutrient cycling, organic matter processing, and secondary production, are driven by Such exchanges because of the donor-controlled nature of many aquatic ecosystems Exchanges of materials from aquatic ecosystems to terrestrial systems, caused by flooding, nutrient translocation, or insect emergence, can be substantial Movement of energy and nutrients from the ocean to freshwaters, such as in the migrations of anadromous fishes, also can be dramatic Despite increasing evidence of the importance Of Such linkages, considerable impediments to research, Such as Journal specialization, lack of interdisciplinary study teams, and limited funding of sufficient duration for Such research, exist. Such obstacles are surmount able if investigators continue to emphasize that aquatic ecology will be advanced by the study of such linkages, and that environmental problems are better understood and solved in the context of that knowledge.","Lamberti, Gary A.; Chaloner, Dominic T.; Hershey, Anne E.","Scholarly Journals",2010,29,"BIOSIS:PREV201000197689","wos",45,"LY","PG",NA,NA,NA,NA,NA,NA,NA
