"ID","connectivity_type","connectivity_measure","seasonal_code","repeats_code","chlorophyll","country","watershed","water_body_type","basin_size","site_size","water_body_size","latitude","longitude","year","seasonality","seasons","study_type","connectivity","lateral","longitudinal","hyporheic","spatial","temporal_def","temporal","connectivity_process","connectivity_quantitative","connectivity_metric","connectivity_def","predictors","responses","primary_productivity_metric","chlorophyll_method","chlorophyll_response","p_value","food_web","mean","sd","n","data_published","data_figure","data_analysis_method","include_exclude","notes","regulated","cc_notes","meta_analysis","include_exclude_reason"
"chl_34","lateral","d","n","n","Y","Poland","Bug River","oxbow lakes",NA,"see table 1 for surface area of each lake",NA,"see table 1","see table 1","2012","Y","spring, summer","observational","Y","Y","Y","N","Y","seasonal","Y","flood","N","categorical, connected, connected+, isolated","connected defined as connected with the river channel and isolated from other water inputs, connected+ defined as connected to both river and other water inputs from the catchment, isolated defined as completely isolated from the river","connectivity","water quality parameters: conductivity, pH, suspended solids, chlorophyll a, ammonium-nitorgen, nitrate-nitrogen, phosphorus,","chl-a","lab","increase","Y","N","Y","Y","Y","N","Y","linear discriminant analysis, canonical analysis, ANOVA","include","chlorophyll a was assumed to be equibalent to phytoplankton biomass","y","oxbow lakes of connected, connected+, or isolated status were sampled in spring and summer of one year","Y","includes mean, sd, and n of relevant water quality parameters including chl-a"
"chl_42","0","g","y","n",NA,"China","Han River","river, reservoir, tidal creek",NA,NA,NA,"map","map","2015, 2016","Y","July, november, january, may","pbservational","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"include","not about connectivity; examined seasonal differences in rotifer communitites in three different aquatic habitats, but there was no connectivity between these habitats or seasonal changes in connectivity","y","not about connectivity; examined seasonal differences in rotifer communitites in three different aquatic habitats, but there was no connectivity between these habitats or seasonal changes in connectivity","N","does not address connectivity but including in content coding"
"chl_53","lateral","e","y","n","Y","Brazil","Paranapanema River","lakes",NA,NA,"Coqueiral Lake surface area is 641,263 square meters; Camargo Lake surface area is 224,465 square meters; volume and depth for each also included","map","map","2001","Y","rainy (January) and dry (July)","observational","Y","Y","N","N","Y","rainy season, dry season","Y","precipitation","N","binary, connected/disconnected","unclear, maybe water level","water temperature, transparency, dissolved oxygen, pH, alkalinity, electrical conductivity, suspended and organic particulate matter, chlorophyll a, total nitrogen, total phosphorus, ammonium, nitrate, nitrite, dissolved total and inorganic phosphate","integrated zooplankton samples, rotifer species, biomass","chl-a","lab","increase","N","rotifer","Y","N","N","N","Y","ANOVA, CCA","include","has chlorophyll data measured at different states of connectivity, but does not seem to include SD or data tables","y","two lakes near river; generally are permenantly connected to river, but sampling occurred at the end of a drought during which with lakes had been disconnected. Sampling occurred during the time that connectivity was reestablished (Jan), and then in the dry season during ""hydrologic stability"" (July)","maybe",NA
"chl_61","lateral, longitudinal","d","y","n","Y","Coatia","Danube River floodplain","river and floodplain",NA,NA,"37km long river-floodplain review","map","map","2004","Y","March to July","observational","Y","Y","Y","N","Y","ascending water level, stagnating water level, descending water level","Y","flood","N","flood pulse","habitat type","aquatic habitat type (5 categories)","water temperature, depth, Secchi depth, pH, conductivity, dissolved oxygen, ammonium, nitrate, nitrite, Kjeldahl nigrogen, total nitrogen, orthophosphate, total phosphorus, chl-a, chl-b, chl-c, algal growth potential","chl-a, chl-b, chl-c","lab","mixed","Y","N","Y","in figure","Y","N","Y","ANOVA","include","need to clarify how connectivity maps to the 5 habitat type designations","y","some sites along river channel, some in lateral dimension, ""based on hydrological connectivity among the chose sites and the river, we have distinguished five types of aquatic habitats along the flooding gradient"". But definitions are not provided.","Y",NA
"chl_69","lateral","e","y","n","Y","Coatia","Danube River, Kopacki Rit Nature Park","river, floodplain, lake",NA,"sakadas lake surface area: 0.12 km^2","Danube basin area 211139 square km","45°35’N","18°51’S","2005","Y","March to September","observational","Y","Y","N","N","Y","seasonal","Y","flood pulse","N","innundation/isolation","identified three groups through PCA: initial flood pulse (A), lower water level (B), later isolated flood pulse ©","innundation pattern/connectivity, water dpeth, transparency, temperature, water velocity","pH, electrical conductivity, dissolved oxygen, ammonia, nitrates+nitrites, total N, total P, chlorophyll-a, bacteria: abundance of colony forming units","chl-a","lab","decrease","Y","bacteria","Y","Y","Y","N","Y","PCA, multiple regression, ANOVA,","include","interested in the impact of innundation on bacterial community, specifically the abudnacne of CFUs (colony forming units), unclear whether water quality parameters were considered a predictor or a response, but they discussed variation in the parameters by site so I listed as response","y","sampled five sites (some channel, some lake, selection and classification unclear) over seasonal changes in flow and then used PCA to distinguish three groups: initial flood pulse, low water level, and isolated flood pulses. They then analyzed differences between these three groups","Y",NA
"chl_79","lateral","e","y","y","Y","China","Lake Poyang","floodplain lake",NA,"15 sites covering different parts of the lake","watershed area: 1.622x10^5km^2","28◦24′N~29◦46′ N","115◦49 E ~ 116◦46′ E","2017, 2018, 2019","Y","January-December","observational","Y","Y","N","N","Y","dry season, rising period, wet season, falling period","Y","water level","Y","water level used to define seasonal periods with different connectivity characteristics","connectivity higher during wet season","water level period","water temperature, conductivity, total dissolved solids, oxidation-reduction potential, pH, dissolved total carbon, dissolved organic carbon, dissolved inorganic carbon, dissolved total nitrogen, nitrate nitrogen, ammonia nitrogen, phosphate, silicate, total nitorgen, total phosphorus, phytoplankton species composition, density, and biomass, chl-a","chl-a, primary productivity","lab","increase","N","phytoplankton community composition","Y","N","Y","N","Y","kruskal-wallis rank sum test, pariwise comparioson, non-parametric Mann-Kendall analysis, PRCA, pearson correlation coefficients","include","chlorophyll was highest during the rising season, lowest during the falling period and dry season","y","connectivity measure was water level, not days of surface water connection, but seemed to fit this category because the same sites were compare between time periods of different connectivity","Y","recorded response of chl-a to changes in water level in lake-floodplain system"
"pro_11","lateral","d","y","y","N","Venezuela","Cinaruco River, Orinoco River Basin","river, floodplain lagoon",NA,NA,"Drainage basin 10,000 square km","6320N","67240W","1999, 2000, 2001, 2002, 2003, 2004, 2005","Y","November-April","observational","Y","Y","N","N","Y","falling water season","Y","flood innundation","N","habitat type","lagoon versus main channel","habitat type","stable isotopes of food resources and fish","none","N",NA,"Y","Y","Y","Y","Y","N","Y","IsoSource mixing model","include","Discusses differences between tropical and temparate systems which may be relevant to our analyssi/disussion. Does not report chlorophyl, but would be relevant for food web/fish analysis","y","regulated column note: there is water regulation in this watershed (Orinoo River), but I think not on the tributary that was studied in this paper (Cinaruco River), only downstream; sampled lagoons and main channel ""during the falling-water period of the dry season (November-April) fromo 1999-2005)"". BUT ""most lagoon samples"" were from a lagoon that is permenantly connected to the main channel throughout the year. Analysis compared lagoon to channel.","Y","exclude if we require chla; contains data for food web/fish, but not primary productivity"
"pro_17","longitudinal, hyporheic","a","n","n",NA,"Sweden","Krycklan Catchment Study",NA,NA,NA,NA,NA,NA,"1980, 1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2017, 2018",NA,NA,"experimental, observational",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drought","oxygen concentration, conecntrations of other solutes and gases, metabolism,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"include","manipulation in 2017, historical data. Focuses on the impact of drought on water chemistry in high-latitude streams. Simulated drought by adding dam to a system. In a sense this relates to longitudinal connectivity, and the authors discusses lateral groundwater inputs in the discussion, but otherwise does not seem to address connectivity","y","inclusion/exclusion unclear - impact of drought on stream; no connectivity classification, but sampling sites selected by distance from dam",NA,"I think exclude because not really about connectivity but including for content coding; does not address primary productivity; exclude if we require chl-a"
"pro_22","lateral","e,d","y","y","N","Austria","Lower Lobau, a floodplain of the Danube River","river, floodplain",NA,NA,"Area: 1,480ha","map","map","2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014","Y","monthly","observational; experimental; modeling","Y","Y","Y","N","Y","seasonal","Y","flood","Y","surface water connection","connectivity defined as ""the average number of days per year where a surface water connection with the main channel of the Danube is established""","sediment characteristics, water quality,","adsorption and desorption","none","N",NA,"N","N","Y","Y","N","N","Y","multivariate adaptive regression splines,","include","focused on the impact of connectivity on phosphorus dynamics","y","used quantiative metric to define habitat categories; connectivity defined as average number of days per year where surface water connection is established; defined six water body types (large frequencly connected, large rarely connect, small and isolated, flowing water boidies, temporary frequenly connected, temporary rarely connected. Analysis compared water body types and also sediment types",NA,"exclude if we require chla; does address connectivity, but not primary production/chlorophyll; mentions relation to primary production in discussion"
"pro_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"exclude",NA,NA,"exclude, thesis",NA,"thesis"
"pro_51","lateral, longitudinal","g","n","n","Y","Netherlands","Rhine-Meuse-Scheldt delta, Delta Works","estuarine, lakes and tidal areas",NA,NA,"not stated, but discharge rates for different regions are provided","map","map","not collected","N","N","modeling","Y","Y","Y","N","Y","N","N","alterations to water management structures","N","expert opinion","expert opinion","management scenario","flow rate, salinity, total nitrogen, chlorophyll-a, habitat area","chl-a","simulated","mixed","N","N","Y","N","N","N","Y",NA,"include","Only simulated data, no sampling occurred, simulation period was 2006-2009. Focuses on a highly modified and managed system, which is unique among the other papers I have read so far. Maybe relevant to thinking about CA systems. Note: authors state that chlorophyll-a is not well reproduced by the model and therefore they only looked at relative changes, not absolute values. Not sure if we want to include because does not include measured chlorophyll values, just simulated. Chlorophyll response depended on model scenario.","y","exclude because only simulated data. Modeled changes in the Netherlans Delta Words under different managemetn scenarios. Increases or decreases in connectivity under different management scenarios were defined by ""expert opinion"", g seemed like the closest category fit","N","only simulated data and chla was not well reproduced by the model so only looked at relative changes, maybe exclude"
"pro_76","lateral, longitudinal","d","n","n","Y","Democratic Republic of Congo","Congo River","river and wetlands",NA,"multiple expeditions with varying coverage areas; areas not stated","drainage basin: 3.7x10^6km2; river length: 4400km; estimated flooded cover of 360,000km^2; total surface area: 1,760,000km^2","map","map","2010, 2011, 2013, 2014, 2015, 2016, 2017, 2018","Y","March-December, but not necessarily in the same years or sites","observational","Y","Y","Y","N","Y","seasonal","Y","floodplain innundation during high water times","Y","percent flooded dense forest on catchment","whether stream was drained or did not drain from the Cuvette Centrale Congolaise wetland; percent of the catchement that was flooded forest","stream order, distance from tributary, percent cover of flooded forest","partial pressure or conenctration of various gases: CO2, O2, CH4, N2O; conductivity, temperature, stable isotopes, pH, POC, PN,","chl-a","lab",NA,"N","N","Y","Y","Y","Y","Y","linear regression","include","not focused on chl-a response, but did collect chl-a data; focused on dynamics of dissolved greenhouse gases; looked at the influence of river-wetland connection on dissolved greenhouse gases, as well as longitudinial patters between various sites and tributaries on the Congo River, chlorophyll not analyzed as response","y","studied impact of wetland/floodplain connectivity on concentrations of dissolved greenhouse gases; did sample over multiple seasons, but analysis did not seem to compare seasonal changes in relation to connectiviyt; did sample of multiple years, but the sample did not seem to be repeated across years","unclear",NA
"chl_4","2","c","yes","yes","ug/L","Croatia","Kopacki Rit, Danube","floodplain",NA,"12.6 km2",NA,"45<U+00B0>35'N","18<U+00B0>51'S","2006, 2007, 2008","Y","spring, summer, fall","observational","Y","Y","N","N","Y","sampled 19 times","Y","flow, flood pulse","Y","river water level (m)","isolation (<1.67 m; lentic conditions), flow pulse (> 1.67 m rising and falling limb of the hydrograph; semilotic or lotic conditions),  flood pulse (>3 m; lotic conditions)","connectivity phase, pH, EC, DO, water temperature, water depth, ammonium, nitrates, nitrites, phosphorus","heterotrophic nanoflagellates (predators), bacterioplankton (prey), chl-a (total phytoplankton), nanophytoplankton","chl-a","spectrophotometry","decrease from isolation to flood",NA,"decrease in bacteria from isolation to flood, but no change in heterotrophic nanoflagellates,  flood had lower nanophytoplankton than isolation or flow","Y","Y","Y","N","Y","PCA and Parallel Analysis to determine significant predictors,  scores then used in hierarchical multiple regression to compare across connectivity phases","include","Very relevant to our work, although no fish; quantitative effects of connectivity (hydrological) phases on chl-a with mean, sds, n in Table 1","no","river level averaged for 1 week prior to sampling and compared to threshold levels to determine surface connection between floodplain and river","Y","include due to all 3 criteria met"
"chl_25","2, 3","c, d","yes","yes? (but seasons not explicitly discussed, only in terms of measured water levels and sampling every 3 months)","NA units","Brazil","Trombetas River floodplain, Amazon","river, lakes, floodplain",NA,NA,NA,"56<U+00B0>00'- 56<U+00B0>14' W (Lake Batata; not provided)","1<U+00B0>28'- 1<U+00B0>33'S (Lake Batata; not provided)","not reported","N",NA,"observational","Y","Y","N","Y","Y","sampled Lake Batata every 3 mo over 8 years across different water levels  and high vs. low years across 10 lakes in same watershed with Trombetas river connection","Y","flood","Y","water level","coefficient of variation (CV) in limnological data obtained in (i) three sampling stations at a single lake (Lake Batata) every three months during 8 years and (ii) in ten lakes and two sampling sites of Trombetas River obtained in a single year at the high and low water levels.","suspended matter, conductivity, water temperature, water depth, pH","chl-a","DOC, chl-a",NA,"spatial CV of chlorophyll decreased",NA,NA,"N","N","Y","N","N","spatial CV of responses vs. water level","include","Neotropical (Brazil, Venezuela), and temperate (Illinois, Mississippi, and Danube) locations for literature review (see Table 1); Amazon (Brazil) for empirical study.  Data entries here are based on empirical study.  Mostly opinion paper with main point: floods reduce spatial variability of chl-a across connected habitats (e.g., river, floodplain, lake); they called this phenomenon flood homogenization or reduction in beta diversity) as hydrology drives production while during low water levels biology drives localized dynamics within each habitat. Exclude from quantitative meta-analysis","unsure (although a 2019 article I found online discusses 351 dams proposed for the Amazon basin!)","laterally-connected water bodies fed by hyporheic water show lower coherence (e.g., in nutrient concentrations)","maybe","include due to all 3 criteria met"
"chl_36","2","c","yes","no","ug/L","Brazil","Cabaliana, Janauaca, Miratuba,  Cana<e7>ari, and Curuai floodplains, Amazon","floodplain lakes, river, flooded forest",NA,"800 km transect",NA,"3<U+00B0> 18' 46"" -  2<U+00B0> 09' 44"" S","60<U+00B0> 40'15""-  55<U+00B0> 27'53"" W","2009","N","June (high water),  October (low water)","observational","Y","Y","N","N","Y","sampled only 1 time each high and low water","N","precipitation, flood pulse","N","water stage","high vs. low water in mainstem and floodplain lakes","high vs. low water","Tot-P, pH, turbidity,  13C and 15N of the particulate organic carbon(POC), conductivity, O2, chl-a, bacterial abundance, DOC","DOC, chl-a","Turner Fluorometer","chl-a range was similar in mainstem rivers in HW and LW and increased in floodplain lakes in LW.",NA,"bacterial production was greater in floodplain lakes than in mainstem in low water  and generally higher in low water than in high water","Y","Y","N","N","Y","Mann-Whitney U tsts","include","3-6 subsurface samples per mainstem station and 6-7 subsurface samples per floodplain lake; doesn't have exact sample sizes; main focus is bacterial response","unsure (see above)","range of 3-6 m difference between high and low water","maybe","include due to all 3 criteria met"
"chl_55","2","d","yes","no","ug/L","Mexico and Guatemala","Usumacinta River Basin","lakes",NA,"2419 ha",NA,"17.5919 N (Lake Canitzan), 17.7544 N (Lake Nueva Esperanza), 18.3583 N (Lake San Pedrito), 18.4059 N (Lake San Isidro)","- 91.3919 W (Lake Canitzan), - 91.8010 W (Lake Nueva Esperanza), - 92.5956 W (San Pedrito), - 92.4747 W (San Isidro)","2015","Y","dry, early rainy, and late rainy seasons","observational","Y","Y","N","N","Y","sampled during dry (February<U+0096>April), early-rainy season(June<U+0096>July) and late-rainy (beginning of <U+0091><U+0091>nortes<U+0092><U+0092>)


season (October) of 2015","Y","precipitation, flood","N","lake connectivity","lake is connected (Lakes Canitzan and Nueva Esperanza) vs. isolated (Lakes San Pedrito and San Isidro) from river","permanently connected vs. isolated lake","water temperature, specific conductivity, salinity, dissolved oxygen (DO, concentration and saturation), pH, water transparency, nitrate-nitrogen, phosphorus, POM, turbidity, chl-a, stable isotopes of autochthonous aquatic macrophytes and phytoplankton and allocthonous (terrestrial) vegetation","chl-a","hot ethanol extraction","chl-a 18 times higher in isolated vs. connected lakes, and did not vary by season; chl-a related to TP in connected lakes, and to turbidity in isolated lakes",NA,"fish at different trophic levels; 4-7 week lag between 1st rain event and assumed diet incorporation into sampled fish (although says can happen within a few days in the tropics)","Y","Y","Y","N","Y","stable isotope-based community metrics with PERMANOVA to see differences across connected vs. isolated lakes and through 3 seasons, and Bayesian mixing models of fish assemblages across sites and seasons","include","looked at differences in water quality  parameters and chl-a by connected vs. isolated lake status; quantitative effects of connectivity (hydrological) phases on chl-a with mean, sds  in Table 1","no?","also noted one of the lakes was more connected than other permanently-connected lakes due to number of channel connections to river and channel width","Y","include due to all 3 criteria met"
"chl_63","2","c, d","yes","no","ug/L","Argentina","Middle Parana River","floodplain, river, lake",NA,"13,000 km2 (floodplain)",NA,"27<U+00B0>29' - 32<U+00B0>4' S","58<U+00B0>50' - 62<U+00B0>32'30"" W","2009, 2010","Y","High (>3.40 m) and low (<3.40 m) water phases and extreme high (> 5 m) water phases","observational","Y","Y","N","N","Y","sampled fortnightly","Y","precipitation, flood","Y","water level","lake is connected (Mini Lake) or isolated during extreme drought (Irupe Lake; i.e., when not in extreme drought Irupe Lake is also connected - however this did not happen during sampling); distinguish between potomophase for extreme-high water and ordinary high water vs. limnophase for low water","water level, depth:euphotic zone ratio, conductivity, water temperature, transparency, pH, conductivity, water current velocity, DO, turbidity, NO3","chl-a","chl-a","spectrophotometer","water level, Zd:Zeu (inverse correlation) and conductivity (direct correlation) significantly explained Chl-a concentrations. Highest chl at low water",NA,NA,"Y (differences)","N","N","N","N","Nested ANOVA with hydrologic phase nested in site for differences in chl with multiple regression, and spatial CV for chl among sites","include","in floodplains, Dilution processes and the decrease of water residence time negatively affect phytoplankton development; has mean differences in chlorophyll by high and low water phases


","no?","High (>3.40 m) and low (<3.40 m) water phases occurring with interannual variability and extreme high ([5 m)


and low (<2.62 m) water phases are observed with variable frequency (extreme low not observed during their study).","maybe","include due to all 3 criteria met"
"chl_8","0","G",NA,NA,"ug/L","Kenya","Lake Naivasha, Kenyan Rift Valley","lake",NA,"150 km2",NA,"0.7754<U+00B0> S","36.3715<U+00B0> E","2010, 2011","Y","wet (September - November), dry (December - March)","observational","N","N","N","N","N","sampled weekly during wet season, every 2 weeks during dry season","N",NA,"N","lake level","nutrient runoff from land to lake (so NA)","rainfall, evaporation, lake level, pH, conductivity, resistivity, temperature, salinity, total dissolved solids, DO","chl-a, cyanobacteria (eutrophication)","chl-a, cyanobacteria","spectrophotometer","increase in hypereutrophic events (chl-a > 50 ug/L) since late 1970s; cyanobacterial bloom during Sept 2010-March 2011 (same as months of study) with a peak in chl-a and cyanobacterium species in wet season",NA,NA,"N","N","N","N","N","2-way ANOVA to assess chl differences between months and lake basins","include","Said that when chl-a is greater than 10 ug/L consistently, a lake is classified as eutrophic; also that high N/P ratios encourage cyanobacterial dominance; literature search for chl-a levels from 1970s to 2010","no?",NA,"N","include due to all 3 criteria met, although technically doesn't mention connectivity in abstract so my original thinking was it should have failed the abstract review, but it does bring up connectivity in the intro and not in rest of paper"
"pro_67","2","c, e","yes","yes (2 yrs)","ug/L","USA","Jackson Bottom Wetlands Preserve, Tulatin River, Oregon","floodplain","1,837 km2 (drainage area)","130 km length (river)",NA,"45.5130<U+00B0> N","122.9903<U+00B0> W","2003, 2004, 2005","Y","warm and dry summer, cool and wet winters (most rain Nov-Mar)","observational","Y","Y","N","N","Y","water sampled weekly Nov 2003-Oct 2004, and monthly Oct 2004-Sep 2005; diatoms sampled monthly","Y","annual flood pulse, released wastewater","Y","surface connectivity between river and floodplain, wetland water depth","hourly wetland water depth: pre-flood (0.4-1.4 m), flooding (>1.4m-peak at 3.3m [long/high magnitude flood]; up to 1.3m [short/low magnitude flood]; and peak at 2.9m [short/high magnitude flood])","conductivity, dissolved oxygen, pH, water level, turbidity, temperature","chl-a, diatom species assemblage","chl-a, diatom species assemblage, TP, TN","spectrophotometer","decrease of wetland chl-a to level of river during long/high and short/high floods, and increased wetland chl-a during short/low magnitude flood",NA,NA,"Y","available for some","N","N","Y","Bray-Curtis and Sorensen's similarity indices for diatom assemblages","include","Only 1 data point for certain connectivity phases precluded SD calculations","yes","see connectivity_def","N","include due to all 3 criteria met"
"pro_43","1, 2, 3","a, c","yes","yes (2 yrs for longitudinal connectivity case of Val Roseg) and no (15 months for lateral connectivity case of Danube)","NA units","Switzerland, Italy, Austria","Val Roseg, a glacial floodplain in the Swiss Alps; Fiume Tagliamento, an island-braided Italian River in the Alps; and Alluvial Zone National Park on the  Danube","floodplain, river",NA,"2.6 km long and up to 510 m


wide (Val Roseg); 172 km long river with 2 km floodplain (Fiume Tagliamento); 5.2 km2 floodplain (AZNP)",NA,NA,NA,"1996, 1997, 1998","Y","spring, summer, fall, winter","observational, review","Y","Y","Y","Y","Y","sampled monthly for some","Y","flood, breaching levees","Y","relative proportion (%) of the channel network length having an upstream surface connection with the main river channel (for Swiss Alps glacier-fed channel)","For the Danube: disconnection, seepage connection (when nutrient-rich groundwater enters and is retained in floodplain), and surface connection","connectivity phase","primary productivity level (low, med, high), DOC: POC ratio",NA,NA,"medium primary productivity during disconnected phase, high during seepage phase, low during connected phase",NA,"water mite diversity increases with connectivity patchiness","N","N","N","N","N","spatial analysis, diversity metrics","include","More of a review of 3 of their previous studies","yes","see connectivity_metric for longitudinal connectivity case, and connectivity_def for latitudinal and hyporheic connectivity case","N","include due to all 3 criteria met (I guess this is considered original research?)"
"pro_40","1","a","yes","no (<2 yrs, and also missing sampling lake except during summer and fall of 1 yr)","ug/L","USA","Lower Muskegon River watershed, Great Lakes","stream, river, wetland, drowned-river mouth lake, Great Lake","7060 km2","148 km2, < 1m, 26 km2, 17 km2, ?",NA,NA,NA,"2004, 2005","Y","fall, winter, spring, summer","observational (but used incubated macrohabitats)","Y","N","Y","N","Y?","sampled seasonally","Y","flow","N","watershed position","connection upstream to other macrohabitats","macrohabitats (i.e., sites), mesohabitats (water column vs. benthic), benthic microhabitats, season, watershed position","synchrony in net community metabolism, community respiration, phytoplankton biomass","net community metabolism + community respiration = gross community production, phytoplankton biomass","spectrophotometer","NA (no chl response to longitudinal connectivity discussed, only metabolism)",NA,NA,"N","N","N","N","N","ANOVA","include","Not investigating effects of lateral connectivity, just differences in metabolism across habitats at different spatial scales and based on downstream position","yes","no distances provided, just a map and macrohabitat type (Cedar Creek, Musk River, wetland, etc)","N","include due to all 3 criteria met, although only longitudinal connectivity and none of the sites are disconnected"
"pro_31","2","c","yes","yes",NA,"USA","Ichetucknee River, Florida","river (spring-fed)","770 km2","5 km",NA,NA,NA,"1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009","Y","spring, fall","observational","Y","Y","Y","Y","Y","sampled nutrient chemistry at least quarterly, discharge measurements up to daily","Y","precipitation/spring","Y","river stage","river > 5m (flooding in downstream river), river stage < 5m","strength of spring discharge, spring-river discharge imbalance, river stage, time of day, DO, pH, temperature (with time of day effects removed), and flow-weighted spring NO3 concentration","N input, N removal","gross autotrophic N assimilation",NA,"NA (no chl response, but NO3 removal increased with higher river stage)",NA,NA,"N","N","N","N","N","cross-correlation, multiple regression","include","effects of flooding on NO3 included; Supports that floodplains help denitrification (N removal) as an ecosystem service","unsure","see connectivity_def","N","include due to all 3 criteria met"
"pro_34","1, 2","c, e","yes","no",NA,"Brazil","Lagoa do Peixe","wetland, estuary","344 km2",NA,NA,NA,NA,"2008, 2009","Y","wet (May-August; January-March); closed lagoon mouth (April-August)","observational","Y","Y","Y","N","Y","sampled monthly","Y","flood pulse, mechanical opening of lagoon mouth","N","flooded vs. non-flooded","freshwater wetland, estuarine zone, lagoon mouth open and closed in flooded and non-flooded conditions","watershed position, flooded/not flooded, lagoon mouth open/not open","d13C, d15N to determine freshwater vs. estuarine sources","phytoplankton, suspended fine POM, submerged macrophytes, microphytobenthos",NA,"NA (no chl response)",NA,"freshwater fish, macroinvertebrates","N? (isotopes only)","N?","N?","Y","N","Bayesian isotopic mixing model","include","Not chlorophyll, only isotopes for longitudinal subsidies during flooding and non-flooding","yes (at least opening of lagoon mouth)","The lagoon has a narrow outlet to the sea that is blocked from 126 February/March to August/September each year by sand dunes until freshwater inflows, usually from winter rainfall, establish a connection. If the seasonal connection with the sea is not established naturally, earth-moving machinery is used to construct an outlet channel (200 m long, 129 40 m wide, 1.5 m deep) during late winter (August-September). Note that measurements are made over time (rather than only before/after flood, so I put (e) for connectivity_measure but maybe that isn't right?","N","include due to all 3 criteria met"
"pro_42",NA,NA,NA,NA,NA,"Spain","middle Ebro River","floodplain","85534 km2","119.35 ha",NA,"41<U+00B0>39'N","0<U+00B0>52'W","2010, 2011","N","winter 2010, spring 2011","observational","N","N","N","N","N","sampled only 1 time each season","N",NA,"N",NA,NA,"DIN, sulfate, TDP, water temperature, pH, dissolved oxygen, conductivity","pelagic (C fixation vs. remineralization; from phytoplankton activity) and benthic net ecosystem (from ) production",NA,"spectrophotometer",NA,NA,NA,"N","N","N","N","N","GAMs","exclude","Just looking at NEP for constructed vs. natural wetlands","yes",NA,NA,"Exclude because not looking at effect of connectivity"
"chl_18","2","c, d","yes","yes (2 yrs, except 1 site had only 1 yr)","ug/L","Brazil","5 regions in Brazil: 24 lakes in Trombetas River


floodplain (Amazonian region, Northern Brazil), 20 lakes in the


Upper Parana<U+00B4> River floodplain (Southern Brazil), 32 lakes in the


Middle Araguaia River floodplain (Central Brazil), 21 coastal lakes


and ponds located in the Restinga de Jurubatiba National Park


(Macae<U+00B4>, Southeast Brazil) and 23 lakes and ponds in the


Amazonian upland region (Caraja<U+00B4>s)","lakes and ponds",NA,NA,NA,NA,NA,"2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013","Y","wet and dry seasons","observational","Y","Y","N","N","Y","sampled each region twice in wet and twice in dry seasons","Y","precipitation, flow","N","lake connectivity","permanently connected to river, temporarily connected to river, permanently isolated, or temporary ponds that dry up seasonally (latter 2 categories are not connected to the river)","TN, TP, pH, dissolved oxygen, conductivity, environmental heterogeneity,


spatial extent, hydrological connectivity (isolated vs.


floodplain lakes), seasonality (wet season or high water period vs.


dry season or low water period), disturbance (periodic dry-outs)


and productivity (mean chlorophyll-a concentration)","beta diversity of zooplankton community","chl-a",NA,"NA (chl-a only reported on related to zooplankton beta diversity)",NA,"zooplankton beta diversity declined in regions with connected lakes (vs. with isolated lakes) but alpha diversity may be lower; no statistical relationship between chl-a concentration and zooplankton beta diversity","N","N","N","N","N","PERMDISP for environmental heterogeneity and spatial extent; LMMs for modeling beta diversity as function of predictors","include","Not useful for connectivity effects on chl-a but provides info on chl-a effects on zooplankton diversity.","unsure","wet season vs. dry season to indicate connected vs. not connected for the temporarily connected site","N","include due to all 3 criteria met, but otherwise focus is zooplankton diversity"
"chl_44","0","H",NA,NA,"ug/L","Netherlands","Lower River Rhine","lakes within floodplain","93 lakes, size uncear",NA,NA,NA,NA,"1999","N","July, August, and October (summer when water draws down)","observational","Y","N","N","N","N","sampled water levels in July, August, October","Y","precipitation","N","inundation duration","days per year inundated","inundation duration, chl-a, inorganic suspended solids (ISS), detritus, lake age, mean lake depth, water level fluctuation, wind speed, lake surface area, draw down area, distance to river, relative shoreline length, maximum fetch, calcium, submerged vegetation cover, floating vegetation cover, helophyte cover, unvegetated water area","vertical light attenuation, inverse secchi depth","chl-a, DOC","extraction and acid applied for phaeopigments","chl-a and inorganic suspended solids were correlated, otherwise chl-a treated as predictor",NA,"no relationship found between chl-a and zooplankton except for rotifers","N","N","N","N","N","multiple regression","include","vertical light attenuation and inverse secchi depth are linear combinations of algal chl-a, detritus, and ISS",NA,"Mentions classes defined by annual inundation duration but only did sampling during summer when lakes were not inundated","N","Include due to all 3 criteria met, although mentions connectivity only briefly, mostly focused on water draw down in the summer and turbidity"
