"title","abstract","authors","article_type","pub_year","volume","database_id","database_type","reviewer_name","marine_y_n","water_body_type","original_research_y_n","response_variable","connectivity_metric","inclusion","notes"
"towards deconfounding hydrological and seasonal temperature variability in the determination of selected limnological variables of a temperate floodplain ecosystem","This paper presents a methodological approach that can aid the assessment of variation in limnological variables in response to hydrological phases and seasonal temperature variation. The investigation was conducted in the Danube River floodplain, Kopacki Rit, Croatia. The proposed approach facilitates a more accurate examination of the effects of first factor, while maintaining second factor less variable, and vice versa. Samples were collected in the floodplain channel and lake along a temporal connectivity gradient, and were grouped according to three hydrological phases (isolation, flow pulse and flood pulse) and according to three seasons (spring, summer and autumn). A permutational multivariate analysis of variance was used to analyse the hydrological effects within seasons, as well as seasonal effects within hydrological phases on selected limnological variables: pH, conductivity, dissolved oxygen, nitrites, nitrates, ammonium, total Kjeldahl nitrogen, total phosphorus, chlorophyll a concentrations and ratio of copiotrophic to oligotrophic bacteria. A multivariate data cloud was structured by hydrological phases during all investigated seasons, but not by all seasons during different hydrological phases. The strongest impact of hydrological phases on limnological variables occurred during summer. Seasonal effects were significant during the isolation and the flood pulse phases. The flow pulse phase somehow obscured the effects of seasonal change, resulting in temporal floodplain homogenization. One possible explanation is that water temperature determines potential limnological conditions, whereas hydrology determines actual conditions. Such results must be taken into account if the accurate effects of hydrology and seasonal change are to be assessed in temperate floodplain ecosystems. Copyright copyright 2014 John Wiley & Sons, Ltd.","Palijan, Goran","Scholarly Journals","2015","8","1668259161","proquest","RP",NA,NA,NA,NA,NA,NA,NA
"hydrological pulse regulating the bacterial heterotrophic metabolism between amazonian mainstems and floodplain lakes","We evaluated in situ rates of bacterial carbon processing in Amazonian floodplain lakes and mainstems, during both high water (HW) and low water (LW) phases (p &lt; 0.05). Our results showed that bacterial production (BP) was lower and more variable than bacterial respiration, determined as total respiration. Bacterial carbon demand was mostly accounted by BR and presented the same pattern that BR in both water phases. Bacterial growth efficiency (BGE) showed a wide range (0.2-23%) and low mean value of 3 and 6%, (in HW and LW, respectively) suggesting that dissolved organic carbon was mostly allocated to catabolic metabolism. However, BGE was regulated by BP in LW phase. Consequently, changes in BGE showed the same pattern that BP. In addition, the hydrological pulse effects on mainstems and floodplains lakes connectivity were found for BP and BGE in LW. Multiple correlation analyses revealed that indexes of organic matter (OM) quality (chlorophyll-a, N stable isotopes and C/N ratios) were the strongest seasonal drivers of bacterial carbon metabolism. Our work indicated that: (i) the bacterial metabolism was mostly driven by respiration in Amazonian aquatic ecosystems resulting in low BGE in either high or LW phase; (ii) the hydrological pulse regulated the bacterial heterotrophic metabolism between Amazonian mainstems and floodplain lakes mostly driven by OM quality.","Vidal, Luciana O;Abril, Gwenäel;Artigas, Luiz F;Melo, Michaela L;Bernardes, Marcelo C;Lobão, Lúcia M;Reis, Mariana C;Moreira-Turcq, Patrícia;Benedetti, Marc;Tornisielo, Valdemar L;Roland, Fabio","Scholarly Journals","2015","6","1725025157","proquest","MB",NA,NA,NA,NA,NA,NA,NA
"using stressor-response models to derive numeric nutrient criteria for lakes in the eastern plain ecoregion, china","Lakes in the Eastern Plain ecoregion of China are typically shallow, experience large disturbances, and are hydrologically connected to rivers. In recent years, lake eutrophication in this ecoregion has intensified due to human activities. To determine important regional nutrient criteria, the effects of hydrologic features and disturbances should be taken into account. In this paper, annual average data were used to construct stressor-response models for each hydrological lake type identified for lakes in the Eastern Plain ecoregion. In these models, total nitrogen (TN) and total phosphorus (TP) criteria were obtained from a chlorophyll a (Chl-a, response variable) threshold value. A Chl-a concentration of 4.73 mu gL super(-1) was identified as this threshold value, which was based on the cyanotoxin limits associated with drinking water supply. The three lake types, which differed in hydrological structure, had significantly different TN and TP criteria. For example, lakes connected to the Yangtze River (T sub(1)) had a TN criterion ranging from 0.594 to 0.838mgL super(-1), which was substantially higher than those for lakes that were never connected to the river (T sub(3), 0.234-0.422mgL super(-1)). The exception to this trend occurred for lakes that were historically but not currently connected to the river (T sub(2)) due to P-limitation in this lake type. However, there was little variability in the TP criterion among T sub(1), T sub(2), and T sub(3) lakes, the values of which ranged from 0.021 to 0.037, 0.023 to 0.042, and 0.028 to 0.041mgL super(-1), respectively. This study hypothesized that the hydrological connectivity between lakes and rivers could regulate the relationships between stressors and their biological responses in lakes in the Eastern Plain ecoregion, leading to variability in appropriate nutrient criteria for different lake types. Setting nutrient criteria for the entire ecoregion and for different lake types by using stressor-response models will make the criteria values more credible and defensible.","Zhang, Yali;Huo, Shouliang;Ma, Chunzi;Xi, Beidou;Li, Xiang;Liu, Hongliang","Scholarly Journals","2014","42","1627975893","proquest","CP",NA,NA,NA,NA,NA,NA,NA
"effects of lake-basin morphological and hydrological characteristics on the eutrophication of shallow lakes in eastern china","The Yangtze River floodplain contains numerous oxbow or riverine lakes, all of which were openly connected with the Yangtze River or its major tributaries prior to 1950s. However, stresses resulting from human settlement and utilization of catchment resources have exerted great pressures on these lake ecosystems changing their morphology, connectivity and trophic state lakes. This study examined the interaction of these changes and their impact on eutrophication for 90 shallow lakes in eastern China in 2008 to 2011. TN and TP in the study lakes had negative relationships with mean water depth (Zmean), but no single lake-basin characteristic was found to dominate chlorophyll-a (Chl-a) growth. Instead, water depth and surface area were found to interactively affect Chl-a concentrations in smaller lakes. That is, Chl-a concentration in the lakes with Zmean&gt;2m and surface area (SA)¤25km2 was significantly higher than that in relatively larger lakes with Zmean&gt;2m and SA&gt;25km2 (p-value¤0.038). Chl-a concentration was higher in the lakes located within the lower Yangtze River basin which had longer retention times, than in the lakes located within the middle Yangtze River basin, where flow velocity is relatively larger. As expected, the water quality was found to be better in the lakes hydraulically connected with rivers than in those isolated from the river. This study revealed that lake-basin morphology and hydrology dominated algal blooms in the highly eutrophic shallow lakes in eastern China.","Huang, Jian;Xu, Qiujin;Beidou Xi;Wang, Xixi;Jia, Keli;Huo, Shouliang;Su, Jing;Zhang, Ting;Li, Caole","Scholarly Journals","2014","40","2000316314","proquest","LY",NA,NA,NA,NA,NA,NA,NA
"hydrological connectivity as most probable key driver of chlorophyll and nutrients in oxbow lakes of the bug river (poland)","Concentrations of chlorophyll, dissolved inorganic nitrogen and phosphorus, total phosphorus and suspended solids were analysed in 10 oxbow lakes of the Bug River in spring and summer. According to their connectivity with the river, all lakes were divided into 3 categories – lakes connected with the river channel but separated from the floodplain inputs, lakes connected with the river but receiving inputs from the floodplain and totally isolated lakes. Connected lakes showed significantly higher concentrations of available nutrients and chlorophyll but the relationship between the two variables was weak in the spring and non-existent in the summer. Suspended solids were also more abundant in connected than in isolated lakes. Analyses of the proportion of chlorophyll and particulate phosphorus in suspension led us to the conclusion that water movement in connected lakes inhibited sedimentation and kept algae in the water column. Isolated oxbow lakes devoid of wind-driven mixing were more susceptible to algal sedimentation which would explain the differences observed between the two lake categories.","Kufel, Lech;Szymon Leśniczuk","Scholarly Journals","2014","46","2000146923","proquest","DC",NA,NA,NA,NA,NA,NA,NA
"hydrological connectivity and basin morphometry influence seasonal water-chemistry variations in tundra ponds of the northwestern hudson bay lowlands","Due to shallow depth and high surface area-to-volume ratio, ponds of the Hudson Bay Lowlands are vulnerable to climatic and hydrological changes, but relations between hydrological processes and limnological conditions remain unknown. Here, we measured water balance and limnological variables (water chemistry, suspended sediments, chlorophyll-a) at 20 ponds near Churchill (Manitoba) three times during the ice-free season of 2010 to explore relations among hydrological connectivity, basin morphometry, and water chemistry variations. Using principal components analysis, we identified that the ponds followed one of four distinctive ""seasonal water chemistry trajectories"" (SWCT1-4). Most of the ponds that lacked apparent hydrologic connectivity displayed SWCT1, characterized by rising alkalinity and ionic content between early June and late July due to evaporative concentration. In contrast, most ponds with apparent hydrological connectivity displayed SWCT2 or SWCT3, characterized by marked changes in suspended sediment and total nitrogen concentrations due to inflow that transferred allochthonous materials from the catchment. Ponds in SWCT2 likely possessed temporary hydrological connections during periods of relatively high water supply and exhibited marked decline of suspended sediment and total nitrogen content when hydrological connection was lost. Most ponds in SWCT3 maintained active hydrological connections during all or most of the ice-free season and possessed relatively high suspended sediment and total nitrogen concentrations throughout the season. Ponds in SWCT4 possessed relatively stable water chemistry due to greater water depth and local features that reduced wind-induced sediment resuspension. We conclude that hydrological connectivity and basin morphometry exert important influence on seasonal pond water-chemistry dynamics.","White, Jerry;Hall, Roland I;Wolfe, Brent B;Light, Erin M;Macrae, Merrin L;Fishback, LeeAnn;Keller, Wendel;Paterson, Andrew M;Ruehland, Kathleen M;Blais, Jules M","Scholarly Journals","2014","46","2367028852","proquest","PG",NA,NA,NA,NA,NA,NA,NA
"floodplain lake assessment and fish assemblage dynamics in the mississippi alluvial valley (mississippi alluvial valley)","Floodplain lakes in the Mississippi Alluvial Valley (MAV) provide valuable freshwater resources for states in which they occur. Thirty lakes in portions of Mississippi and Arkansas were surveyed for chlorophyll-a fluorescence and turbidity using handheld meters to determine relationships between chlorophyll-a concentrations and suspended solids. High applicability of handheld meters in the MAV presents economic benefits for monitoring the numerous lakes in the region. Additionally, twelve lakes within Bear Creek watershed, Mississippi were studied to determine how hydrologic connectivity shapes fish communities. Isolated and permanently connected floodplain lakes exhibited characteristically lacustrine and rheophilic fish communities, respectively, diversifying fishery management opportunities. Lastly, spring diel temperature and oxygen dynamics, as well as juvenile fish communities, were assessed within three habitats in a floodplain lake - pelagic environment, margin and contiguous wetlands. Variability in temperature and oxygen across the three habitats promotes spring habitat heterogeneity while supporting distinct but overlapping juvenile fish assemblages.","Steiner Andrews, Caroline Noelle","Books","2013","52","1520375284","proquest","ES",NA,NA,NA,NA,NA,NA,NA
"short-term succession of aquatic plant species richness along ecosystem productivity and dispersal gradients in shallow lakes","Questions: The highest species richness is usually expected at an intermediate stage of development since the last major disturbance event, but some studies have shown that ecosystem productivity and dispersal may modify this pattern, suggesting the need for further studies on the effects of productivity and dispersal on the dynamics of species richness through succession. In this study, we analysed aquatic plant species richness in relation to (1) succession stage, measured as numbers of years since the last disturbance that affected the ecosystems; (2) lake productivity, measured as the chlorophyll a concentration; and (3) connectivity to similar nearby ecosystems, a proxy for the potential input of diaspores. Location: Shallow lakes of the Dombes region, France. Methods: Every 5-7 yr these shallow lakes are emptied and left to dry out for 1 yr. These drought disturbances lead to complete destruction of the submerged aquatic plant communities. Sixty lakes arranged along a gradient of productivity were selected. The probability of diaspore input was considered to increase from upstream to downstream, as lakes are organized in hydrologically connected networks via ditches, through which the downstream lakes receive water from the upstream lakes. For each lake, the aquatic plant species richness (from systematic summer vegetation sampling), time since the last disturbance (last summer drying), productivity (estimated as chlorophyll a concentration) and probability of diaspore input (assessed from position in the network) were recorded. Results: The aquatic plant species richness decreased with the time since the last disturbance for all of the lakes, but there was a significant interaction with the chlorophyll a concentration and position of the lake in the network. At the lowest ecosystem productivities, the relationship between successional stage and species richness was hump-shaped, whereas the species richness decreased with increasing time since the last disturbance when productivity increased. The lake's position in the network did not influence species richness during the first 2 yr after disturbance, but from year 3 and thereafter, lakes connected to high numbers of upstream lakes consistently exhibited decreased richness, contradicting the expected trend of increasing species richness with increasing diaspore inputs. Conclusions: This study indicates that both ecosystem productivity and connectivity strongly affected the relationship between aquatic plant species richness and succession, and that these factors should be taken into account in further developments of the intermediate disturbance hypothesis. In this study, we analysed the effect of the lake productivity and the lake connectivity on the relationship between aquatic plant species richness and the succession stage. These factors affected the dynamics of species richness through succession and they should be taken into account in further developments of the intermediate disturbance hypothesis. © 2012 International Association for Vegetation Science.","Arthaud, F;Vallod, D;Robin, J;Bornette, G;Wezel, A","Scholarly Journals","2013","24","1315882897","proquest","RP",NA,NA,NA,NA,NA,NA,NA
"abundance and biomass responses of microbial food web components to hydrology and environmental gradients within a floodplain of the river danube","This study investigated the relationships of time-dependent hydrological variability and selected microbial food web components. Samples were collected monthly from the Kopački Rit floodplain in Croatia, over a period of 19 months, for analysis of bacterioplankton abundance, cell size and biomass; abundance of heterotrophic nanoflagellates and nanophytoplankton; and concentration of chlorophyll a. Similar hydrological variability at different times of the year enabled partition of seasonal effects from hydrological changes on microbial community properties. The results suggested that, unlike some other studies investigating sites with different connectivity, bacterioplankton abundance, and phytoplankton abundance and biomass increased during lentic conditions. At increasing water level, nanophytoplankton showed lower sensitivity to disturbance in comparison with total phytoplankton biomass: this could prolong autotrophic conditions within the floodplain. Bacterioplankton biomass, unlike phytoplankton, was not impacted by hydrology. The bacterial biomass less affected by hydrological changes can be an important additional food component for the floodplain food web. The results also suggested a mechanism controlling bacterial cell size independent of hydrology, as bacterial cell size was significantly decreased as nanoflagellate abundance increased. Hydrology, regardless of seasonal sucession, has the potential to structure microbial food webs, supporting microbial development during lentic conditions. Conversely, other components appear unaffected by hydrology or may be more strongly controlled by biotic interactions. This research, therefore, adds to understanding on microbial food web interactions in the context of flood and flow pulses in river-floodplain ecosystems.","Palijan, Goran","Scholarly Journals","2012","64","1400127912","proquest","MB",NA,NA,NA,NA,NA,NA,NA
"a limnological examination of the southwestern amazon, madre de dios, peru","This dissertation investigates the limnology of the southwestern Peruvian Amazon centered on the Madre de Dios department by examining first the geomorphology and then the ecology and biogeochemistry of the region's fluvial systems. Madre de Dios, Peru is world renowned for its prolific biodiversity and its location within the Andes biodiversity hotspot. It is also a site of study regarding the development of the Fitzcarrald Arch and that feature's geomorphological importance as the drainage center for the headwaters of the Madeira River--the Amazon's largest tributary and as well as its role as a physical divider of genetic evolution in the Amazon. Though each of these has been studied by a variety of prominent researchers, the ability to investigate all the aspects of this unique region is hampered by the lack of a regional geomorphological map. This study aims to fill that gap by using remote sensing techniques on digital elevation models, satellite imagery and soil, geology and geoecological maps already in publication to create a geomorphological map. The resulting map contains ten distinct landform types that exemplify the dominance of fluvial processes in shaping this landscape. The river terraces of the Madre de Dios River are delineated in their entirety as well as the various dissected relief units and previously undefined units. The demarcation of the boundaries of these geomorphic units will provide invaluable assistance to the selection of field sites by future researchers as well as insights into the origin of the high biodiversity indices of this region and aid in planning for biodiversity conservation. Secondly this study examines 25 tropical floodplain lakes along 300 km of the Manu River within the Manu National Park in the Madre de Dios department. Alternative stable state and regime shifts in shallow lakes typically have been examined in lakes in temperate and boreal regions and within anthropogenically disturbed basins but have rarely been studied in tropical or in undisturbed regions. In contrast this study focuses on a tropical region of virtually no human disturbance and evaluates the effects of hydrological variability on ecosystem structure and dynamics. Using satellite imagery a 23 yr timeline of ecological regime shifts in Amazon oxbow lakes or ""cochas"" is reconstructed. The study shows that almost 25% of the river's floodplain lakes experience periodic abrupt vegetative changes with an average 3.4% existing in an alternative stable state in any given year. State changes typically occur from a stable phytoplankton-dominated state to a short lived, <3 yr, floating macrophytic state and often occur independent of regional flooding. We theorize that multiple dynamics, both internal and external, drive vegetative regime shifts in the Manu but insufficient data yet exists in this remote region to identify the key processes. To complete the investigation of tropical limnology the third study compares and contrasts the nutrient-productivity ration of floodplain and non-floodplain lakes globally and regionally. For over 70 years a strong positive relationship between sestonic chlorophyll-a (Chl-a) and total phosphorus (TP) has been established with phosphorus generally viewed as the most limiting factor to productivity. Most of these studies, however, have focused on northern, temperate regions where the lakes are typically postglacial, isolated and fed by small streams. Relatively little work has been done on floodplain lakes which are semi or permanently connected to the river. This study examines the relationship between nutrients and productivity in floodplain lakes globally through an extensive literature synthesis. Values for total phosphorus, total nitrogen and chlorophyll-a were collected for 523 floodplain lakes, represented by 288 data points while 551 data points were collected for 5444 non-floodplain lakes. Analysis revealed that globally, floodplain lakes do not show any significant difference in the total phosphorus/chlorophyll-a relationship from that found in non-floodplain lakes but significant differences are seen between tropical and temperate lakes. We propose that the term 'floodplain' lake should serve as purely a geographical descriptor and that it is lacking as an ecological indicator. Instead factors such as precipitation seasonality, hydrological connectivity and regional flooding regimes are better indicators of high or low productivity in floodplain lakes.","Belcon, Alana Urnesha","Books","2012","73","1439231762","proquest","CP",NA,NA,NA,NA,NA,NA,NA
"spatial connectivity in a large river system: resolving the sources and fate of dissolved organic matter","Large rivers are generally heterogeneous and productive systems that receive important inputs of dissolved organic matter (DOM) from terrestrial and in situ sources. Thus, they are likely to play a significant role in the biogeochemical cycling of the DOM flowing to the oceans. The asymmetric spatial gradient driven by directional flow and environmental heterogeneity contributes to the fate of DOM flowing downstream. Yet, the relative effects of spatial connectivity and environmental heterogeneity on DOM dynamics are poorly understood. For example, since environmental variables show spatial heterogeneity, the variation explained by environmental and spatial variables may be redundant. We used the St. Lawrence River (SLR) as a representative large river to resolve the unique influences of environmental heterogeneity and spatial connectivity on DOM dynamics. We used three-dimensional fluorescence matrices combined with parallel factor analysis (PARAFAC) to characterize the DOM pool in the SLR. Seven fluorophores were modeled, of which two were identified to be of terrestrial origin and three from algal exudates. We measured a set of environmental variables that are known to drive the fate of DOM in aquatic systems. Additionally, we used asymmetric eigenvector map (AEM) modeling to take spatial connectivity into account. The combination of spatial and environmental models explained 85% of the DOM variation. We show that spatial connectivity is an important driver of DOM dynamics, as a large fraction of environmental heterogeneity was attributable to the asymmetric spatial gradient. Along the longitudinal axis, we noted a rapid increase in dissolved organic carbon (DOC), mostly controlled by terrestrial input of DOM originating from the tributaries. Variance partitioning demonstrated that freshly produced protein-like DOM was found to be the preferential substrate for heterotrophic bacteria undergoing rapid proliferation, while humic-like DOM was more correlated to the diffuse attenuation coefficient of UVA radiation.","Massicotte, Philippe;Frenette, Jean-Jacques","Scholarly Journals","2011","21","903662303","proquest","LY",NA,NA,NA,NA,NA,NA,NA
"serial discontinuity along the descoberto river basin, central brazil","Aim: The Descoberto Basin was studied as a discontinuous ecological system through one seasonal cycle (about one year), at 13 sampling sites; Methods: The connectivity was analyzed in relation to environmental and limnological characteristics along the length of the Descoberto River, and the variables that most influenced the different sampling sites were determined; Results: Sites K and L, located upstream and downstream of the entrance of the Melchior River, respectively, differed most in physical and chemical parameters. A Principal Components Analysis demonstrated that the system was more influenced spatially than temporally, with 74.57% of accumulated variance accounted for by the first two axes. High values of chloride, chlorophyll-a, BOD5, total phosphorus, and total organic carbon, as well as low dissolved-oxygen concentrations separated sites L and M from the others. Winter and spring were the seasons in which most parameters showed significant differences among the sites; Conclusions: The construction of the dam and waste discharge act as discontinuity factors affecting the referred system, mainly at middle region and lower patch, between the sites K and L. Besides the construction of the reservoir, the Melchior River, an extremely impacted system, affects the Descoberto River downstream from its entry. Important changes in water quality occur in the lower basin, especially downstream of the Descoberto Reservoir, with significant increases in nutrient concentrations, suspended solids, turbidity, and chlorophyll a, and therefore a decrease in water clarity.Original Abstract: Objetivo: A bacia do rio Descoberto foi estudada como um sistema descontinuo atraves de um ciclo sazonal (um ano) em 13 estacoes amostrais; Metodos: A conectividade foi analisada em relacao a caracteristicas ambientais e limnologicas ao longo eixo longitudinal do rio Descoberto e as variaveis que mais influenciaram as diferentes estacoes amostrais foram determinadas; Resultados: As estacoes K e L, localizadas a montante e jusante da entrada do rio Melchior, respectivamente, diferiram mais quanto aos parametros fisicos e qulmicos da agua. Uma analise de componentes principals (PCA) demonstrou que o sistema foi mais influenciado espacialmente que temporalmente, com 74,57% da variancia total acumulada nos dois primeiros eixos. Altos valores de cloreto, clorofila a, DBO5, fosforo total e carbono organico total, tanto quanto baixas concentracoes de oxigenio dissolvido separaram as estacoes L e M das demais. Inverno e primavera foram estacoes nas quais a maioria dos parametros apresentou diferencas significativas entre as estacoes; Conclusoes: A construcao do reservatorio e descargas de esgoto atuaram como fatores de descontinuidade afetando o referido sistema, principalmente no trecho medio do rio e no trecho inferior, entre estacoes K e L. O rio Melchior, a partir de sua entrada, afetou o rio Descoberto. Importantes mudancas na qualidade de agua ocorreram na bacia especialmente a jusante do reservatorio, com aumentos significativos de nutrientes, solidos suspensos, turbidez e clorofila a e, portanto, na diminuicao da transparencia da agua.","da Silva, WJ;Felisberto, SA;Fonseca, C P;das Gracas Machado de Souza, M","Scholarly Journals","2010","22","869576543","proquest","DC",NA,NA,NA,NA,NA,NA,NA
"functional indicators of stream health: a river-basin approach","Summary1. The efficacy of leaf-litter decomposition, sediment respiration, biofilm biomass, growth, chlorophyll a concentration and the autotrophic index (biofilm ash-free dry mass-chlorophyll a) and fungal biomass for detecting human-induced change was evaluated using 24 references and 15 disturbed stream sites located in central Portugal.2. Decomposition rates of alder (Alnus glutinosa) and oak (Quercus robur) leaves and sediment respiration rates were effective in discriminating impairment. Decomposition was negatively correlated with abiotic factors, such as ammonium and nitrite concentrations, connectivity and alterations in the hydrological regime, and positively correlated with nitrate concentration and oxygen concentration. Sediment respiration rates were correlated with organic contamination, land use and morphological changes.3. Growth rates of biofilm, concentration of chlorophyll a and the autotrophic index, although 41-73% higher at disturbed compared to reference sites, were not significantly different. These three variables were significantly correlated with total organic carbon, oxygen concentration, pH, nitrite and the presence of dams. Fungal biomass on leaves and biofilm biomass on natural substrata did not differ between reference and disturbed sites.4. Our findings lend support to the use of functional variables like decomposition and sediment respiration in monitoring and when used together with structural variables should give a more holistic measure of stream health.","FEIO, MJ;Alves, T;BOAVIDA, M;Medeiros, A;Graca, Mas","Scholarly Journals","2010","55","746081344","proquest","PG",NA,NA,NA,NA,NA,NA,NA
"rotifer abundance, biomass, and secondary production after the recovery of hydrologic connectivity between a river and two marginal lakes (sao paulo, brazil)","Rotifera density, biomass, and secondary production on two marginal lakes of Paranapanema River were compared after the recovery of hydrologic connectivity with the river (Sao Paulo State, Brazil). Daily samplings were performed in limnetic zone of both lakes during the rainy season immediately after lateral inflow of water and, in the dry period, six months after hydrologic connectivity recovery. In order to identify the factors that affect rotifer population dynamics, lake water level, volume, depth, temperature, transparency, dissolved oxygen, pH, alkalinity, conductivity, suspended solids, nutrients, and chlorophyll-a were determined. Variations of water physical and chemical factors that affect rotifer population were related to the lake-river degree of connection and to water level rising after drought. The water lateral inflow from the river resulted in an increase in lake water volume, depth, and transparency and a decrease in water pH, alkalinity, and suspended solids. The lake with the wider river connection, more frequent biota exchange, and larger amount of particulate and dissolved materials was richer and more diverse, while rotifer density, biomass, and productivity were lower in both periods studied. Density, biomass, and secondary production were higher in the lake with the smaller river connection and the higher physical and chemical stability. Our results show that the connectivity affects the limnological stability, associated to seasonality. Stable conditions, caused by low connectivity in dry periods, were related with high density, biomass and secondary production. Conversely, instability conditions in rainy periods were associated to elevated richness and diversity values, caused by exchange biota due to higher connectivity.","Casanova, Silvia Maria Caglierani;Panarelli, Eliana Aparecida;Henry, Raoul","Scholarly Journals","2009","39","883018575","proquest","ES",NA,NA,NA,NA,NA,NA,NA
"factors influencing algal biomass in intermittently connected, subtropical coastal ponds","Microalgae may contribute more to salt marsh productivity than realized, underscoring the importance of understanding algal dynamics in such systems. Benthic and planktonic chlorophyll-a (surrogate for total algal biomass), sediment ash-free dry weight, total suspended solids, salinity, and nutrients were examined in intermittently connected marsh ponds in the subtropical Guadalupe Estuary, Texas, USA to determine the effects of hydrologic connections on algal biomass in this system. From May 2005 to May 2006, several high water events resulting in surface water connections between ponds and nearby tidal creeks occurred, followed by disconnection and, at times, pond desiccation. During periods of disconnection, algal biomass was higher in both the benthos and the water column than during connection events when flushing occurred. Since connection events did not increase NOx, the primary source of dissolved inorganic nitrogen seemed to be nutrient cycling within the ponds. Data at the aggregated level, i.e., chlorophyll-a, indicated this system followed the flood pulse concept. During high water events, algal biomass may be exported to supplement the tidal creek food web (aquatic), whereas during low water events accumulated biomass within the ponds feed the marsh food web (terrestrial), which includes blue crabs (Callinectes sapidus) and the whooping crane (Grus americana).","Miller, Carrie J;Davis, Stephen E;Roelke, Daniel L;Li, Hsiu-Ping;Driffill, Matthew J","Scholarly Journals","2009","29","21126083","proquest","RP",NA,NA,NA,NA,NA,NA,NA
"spatial variability of zooplankton along a section of river sio under different habitat conditions","Many factors influence the abundance and species richness of zooplankton in river systems, including river hydrology, morphology, phytoplankton development and biotic interactions. River Sio discharges into Lake Victoria and forms a boundary between Kenya and Uganda at its middle and lower reaches. The river has an average discharge of 11.4 m3s-1 contributing 1.5% of riverine water input into Lake Victoria. Zooplankton community studies were carried out along a section of River Sio and its floodplain on the Ugandan side between November 2008 and January 2009. The main focus of the study was that River Sio zooplankton diversity; biomass and abundance patterns were expected to change with differing levels of lateral connectivity and habitat heterogeneity of the river plus its floodplain. Sampling along lateral and longitudinal transects of the river were done to investigate the effect of habitat heterogeneity subject to the river's flooding regimes on the abundance, composition and diversity of its zooplankton. Zooplankton samples were collected using a zooplankton net of mesh size 60/lm and a Schindler trap sampler for qualitative and quantitative analyses. Other factors determined were selected physico-chemical variables. Zooplankton and physical-chemical data were subjected to statistical analyses (ANOVA, multivariate, regression and correlation analyses) for significant tests after log transformation. The ordination of samples (sites and dates) of physical-chemical or biological variables was carried out using Principal Components Analysis (PCA). Similarity and diversity indices were used to assess structural patterns. In total, 45 rotifer, 9 copepod and 7 cladocera species were identified. Mean zooplankton density and biomass of River Sio were lower in the main channel of the river compared to its floodplain sites. Significant habitat differences were observed for zooplankton composition and abundance but no seasonal biomass and density differences were identified. Nutrient levels of River Sio were found to be very low. Physicalchemical factors like chlorophyll-a showed strong influences on the zooplankton community structure. These findings suggest that both low and high river water levels and the availability of heterogeneous habitats are crucial for zooplankton development in River Sio. The high zooplankton density observed bears significance to the ecological functions of the river as a breeding and nursery ground for potamodromous fishes from Lake Victoria.","Gimbo, R","Books","2009",NA,"968183622","proquest","MB",NA,NA,NA,NA,NA,NA,NA
"spatial heterogeneity in trophic status of shallow lakes on the boreal plain: influence of hydrologic setting","We used metrics of surface water and groundwater connectivity as explanatory variables in nonparametric regression models to explain the spatial heterogeneity in trophic status of shallow lakes. The concentration of chlorophyll a (Chl a) was used as an indicator of trophic status and was estimated from 17 Landsat images acquired during the end of summer (August) over a 20-year period from 1984 to 2003. A long-term median of Chl a was computed for each of 40 lakes on the basis of the 17-year data set. Hydrologic metrics explained 72% of the spatial variation in Chl a. The regression tree showed that lakes with a higher concentration of calcium plus magnesium (Ca + Mg) exhibited higher Chl a than lakes with a lower Ca + Mg. We hypothesized that this trend was a result of either higher internal nutrient loading in high Ca + Mg lakes due to groundwater discharge or differences in surficial geology. Among high Ca + Mg lakes, lakes with no inflowing streams had lower Chl a, while connected lakes had higher Chl a, possibly reflecting enhanced nutrient delivery to lakes connected to the stream network. Among low Ca + Mg lakes, lakes with larger wetland cover in their drainage basins had lower Chl a, while lakes with smaller wetland cover in their drainage basins had higher Chl a, possibly reflecting differential water loading rates between small and large wetlands that lead to either Chl a concentration or dilution. These results suggest that relatively simple hydrologic metrics can be used to predict the trophic status of lakes in this area of the boreal forest.","Sass, G Z;Creed, I F;Devito, K J","Scholarly Journals","2008","44","48182161","proquest","CP",NA,NA,NA,NA,NA,NA,NA
