"ID","reviewer","summarized_by","connectivity_categorical","connectivity_quanitative","season_month","year","mean_chl","min_chl","max_chl","error_chl","error_type","sample_size","units","notes"
"chl_16","DC","bl lateral light","partially connected","n","may through september","2008",1.8,NA,NA,0.6,"sd","na","ug/l","light measurements collected between 1000 and 1400, dark collected between 0100 and 0400"
"chl_16","DC","bl lateral dark","partially connected","n","may through september","2008",1.3,NA,NA,0.6,"sd","na","ug/l","light measurements collected between 1000 and 1400, dark collected between 0100 and 0400"
"chl_16","DC","lg lateral light","partially connected","n","may through september","2008",3.8,NA,NA,1.3,"sd","na","ug/l","light measurements collected between 1000 and 1400, dark collected between 0100 and 0400"
"chl_16","DC","lg lateral dark","partially connected","n","may through september","2008",2.8,NA,NA,1.7,"sd","na","ug/l","light measurements collected between 1000 and 1400, dark collected between 0100 and 0400"
"chl_16","DC","la backwater light","partially connected","n","may through september","2008",13.4,NA,NA,7,"sd","na","ug/l","light measurements collected between 1000 and 1400, dark collected between 0100 and 0400"
"chl_16","DC","la backwater dark","partially connected","n","may through september","2008",7.4,NA,NA,5,"sd","na","ug/l","light measurements collected between 1000 and 1400, dark collected between 0100 and 0400"
"chl_27","DC","reference","na","n","february and march","2007",0.878,NA,NA,0.237,"sd","24","mg/m2/day","these data refer to disturbed vs. reference, but connectivity is not specified, so may not be able to include"
"chl_27","DC","disturbed","na","n","february and march","2007",1.5,NA,NA,0.563,"sd","15","mg/m2/day","these data refer to disturbed vs. reference, but connectivity is not specified, so may not be able to include"
"chl_6","DC","ol 1 stable","less connected","n","september and november ","2006",9.48,"3.26","15.69",NA,"","6","ug/l","flood and stable states, connectivity is implied by flood but not clearly defined"
"chl_6","DC","ol 1 flood 1","more connected","n","february","2007",7.29,"0.72","0.72",NA,"","19","ug/l","flood and stable states, connectivity is implied by flood but not clearly defined"
"chl_6","DC","ol 2 stable","less connected","n","september and november ","2006",12.96,"1.03","24.88",NA,"","6","ug/l","flood and stable states, connectivity is implied by flood but not clearly defined"
"chl_6","DC","ol 2 flood 1","more connected","n","february","2007",6.11,"0","10.13",NA,"","26","ug/l","flood and stable states, connectivity is implied by flood but not clearly defined"
"chl_37","DC","","","","","",NA,NA,NA,NA,"","","","chla means are not reported in text, but could be extracted from figures. Connectivity not defined"
"chl_19","DC","s1 ","upstream","n","quarterly, august 13 to may 14","2013, 2014",1.4,NA,NA,1.5,"sd","na","","connectivity is not clearly defined in the paper, sites are listed in order starting upstream and moving downstream"
"chl_19","DC","s2 ","upstream","n","quarterly, august 13 to may 14","2013, 2014",0.7,NA,NA,1.1,"sd","na","","connectivity is not clearly defined in the paper, sites are listed in order starting upstream and moving downstream"
"chl_19","DC","s3 ","upstream","n","quarterly, august 13 to may 14","2013, 2014",0.5,NA,NA,0.2,"sd","na","","connectivity is not clearly defined in the paper, sites are listed in order starting downstream and moving downstream"
"chl_19","DC","s4 ","downstream","n","quarterly, august 13 to may 14","2013, 2014",0.1,NA,NA,0.2,"sd","na","","connectivity is not clearly defined in the paper, sites are listed in order starting downstream and moving downstream"
"chl_19","DC","s5","downstream","n","quarterly, august 13 to may 14","2013, 2014",0.8,NA,NA,0.8,"sd","na","","connectivity is not clearly defined in the paper, sites are listed in order starting downstream and moving downstream"
"chl_19","DC","s6","downstream","n","quarterly, august 13 to may 14","2013, 2014",0.6,NA,NA,0.7,"sd","na","","connectivity is not clearly defined in the paper, sites are listed in order starting downstream and moving downstream"
"pro_56","DC","","","","","",NA,NA,NA,NA,"","","","data could potentially be extracted from figures"
"chl_32","ES","Arc","connected","surface water-chemistry trajectory category 1","June","2010",1.5,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Box","disconnected","surface water-chemistry trajectory category 1","June","2010",2.4,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Coast P. ","disconnected","surface water-chemistry trajectory category 1","June","2010",2.36,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Godwit","connected","surface water-chemistry trajectory category 1","June","2010",1.5,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Left","disconnected","surface water-chemistry trajectory category 1","June","2010",2.2,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Notch","disconnected","surface water-chemistry trajectory category 1","June","2010",0.6,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Plugged","disconnected","surface water-chemistry trajectory category 1","June","2010",1.6,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Recover","disconnected","surface water-chemistry trajectory category 1","June","2010",0.7,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Golf","connected","surface water-chemistry trajectory category 2","June","2010",0.6,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Island","disconnected","surface water-chemistry trajectory category 2","June","2010",1.4,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Larch","connected","surface water-chemistry trajectory category 2","June","2010",2.2,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Lumpy","disconnected","surface water-chemistry trajectory category 2","June","2010",1.3,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Orange ","connected","surface water-chemistry trajectory category 2","June","2010",0.5,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Swept","connected","surface water-chemistry trajectory category 2","June","2010",0.7,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Erin","connected","surface water-chemistry trajectory category 3","June","2010",1,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 3"
"chl_32","ES","Some","disconnected","surface water-chemistry trajectory category 3","June","2010",1,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 3"
"chl_32","ES","Strange","connected","surface water-chemistry trajectory category 3","June","2010",0.9,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 3"
"chl_32","ES","Coast L.","connected","surface water-chemistry trajectory category 4","June","2010",0.47,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 4"
"chl_32","ES","Homer","disconnected","surface water-chemistry trajectory category 4","June","2010",1.5,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 4"
"chl_32","ES","Serene","connected","surface water-chemistry trajectory category 4","June","2010",3.1,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 4"
"chl_32","ES","Arc","connected","surface water-chemistry trajectory category 1","July","2010",2.4,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Box","disconnected","surface water-chemistry trajectory category 1","July","2010",1.1,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Coast P. ","disconnected","surface water-chemistry trajectory category 1","July","2010",1,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Godwit","connected","surface water-chemistry trajectory category 1","July","2010",1,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Left","disconnected","surface water-chemistry trajectory category 1","July","2010",0.3,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Notch","disconnected","surface water-chemistry trajectory category 1","July","2010",0.8,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Plugged","disconnected","surface water-chemistry trajectory category 1","July","2010",1.1,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Recover","disconnected","surface water-chemistry trajectory category 1","July","2010",0.7,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Golf","connected","surface water-chemistry trajectory category 2","July","2010",2.4,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Island","disconnected","surface water-chemistry trajectory category 2","July","2010",2.4,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Larch","connected","surface water-chemistry trajectory category 2","July","2010",1.7,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Lumpy","disconnected","surface water-chemistry trajectory category 2","July","2010",1.4,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Orange ","connected","surface water-chemistry trajectory category 2","July","2010",4.5,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Swept","connected","surface water-chemistry trajectory category 2","July","2010",1.6,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Erin","connected","surface water-chemistry trajectory category 3","July","2010",1.5,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 3"
"chl_32","ES","Some","disconnected","surface water-chemistry trajectory category 3","July","2010",1.7,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 3"
"chl_32","ES","Strange","connected","surface water-chemistry trajectory category 3","July","2010",1.3,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 3"
"chl_32","ES","Coast L.","connected","surface water-chemistry trajectory category 4","July","2010",1.5,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 4"
"chl_32","ES","Homer","disconnected","surface water-chemistry trajectory category 4","July","2010",0.8,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 4"
"chl_32","ES","Serene","connected","surface water-chemistry trajectory category 4","July","2010",1.6,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 4"
"chl_32","ES","Arc","connected","surface water-chemistry trajectory category 1","September","2010",1.7,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Box","disconnected","surface water-chemistry trajectory category 1","September","2010",2.2,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Coast P. ","disconnected","surface water-chemistry trajectory category 1","September","2010",0.4,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Godwit","connected","surface water-chemistry trajectory category 1","September","2010",1.5,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Left","disconnected","surface water-chemistry trajectory category 1","September","2010",0.5,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Notch","disconnected","surface water-chemistry trajectory category 1","September","2010",0.3,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Plugged","disconnected","surface water-chemistry trajectory category 1","September","2010",2.3,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Recover","disconnected","surface water-chemistry trajectory category 1","September","2010",0.6,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 1"
"chl_32","ES","Golf","connected","surface water-chemistry trajectory category 2","September","2010",1.6,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Island","disconnected","surface water-chemistry trajectory category 2","September","2010",0.3,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Larch","connected","surface water-chemistry trajectory category 2","September","2010",0.4,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Lumpy","disconnected","surface water-chemistry trajectory category 2","September","2010",1.5,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Orange ","connected","surface water-chemistry trajectory category 2","September","2010",0.9,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Swept","connected","surface water-chemistry trajectory category 2","September","2010",1.4,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 2"
"chl_32","ES","Erin","connected","surface water-chemistry trajectory category 3","September","2010",5.2,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 3"
"chl_32","ES","Some","disconnected","surface water-chemistry trajectory category 3","September","2010",3.2,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 3"
"chl_32","ES","Strange","connected","surface water-chemistry trajectory category 3","September","2010",1.1,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 3"
"chl_32","ES","Coast L.","connected","surface water-chemistry trajectory category 4","September","2010",0.9,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 4"
"chl_32","ES","Homer","disconnected","surface water-chemistry trajectory category 4","September","2010",1.1,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 4"
"chl_32","ES","Serene","connected","surface water-chemistry trajectory category 4","September","2010",1.1,NA,NA,NA,NA,"1","μg L–1","surface water-chemistry trajectory 4"
"pro_68","ES","hydrologic categories","connected","6 days","January-December","1991, 1995, 1996, 1999, 2001",21,NA,NA,16,"sd","31","μg L–1","Integration d/a is connectivity_quantitative"
"pro_68","ES","hydrologic categories","connected","13 days","January-December","1991, 1995, 1996, 1999, 2001",24,NA,NA,18,"sd","72","μg L–1","Integration d/a is connectivity_quantitative"
"pro_68","ES","hydrologic categories","connected","31 days","January-December","1991, 1995, 1996, 1999, 2001",26,NA,NA,25,"sd","12","μg L–1","Integration d/a is connectivity_quantitative"
"pro_68","ES","hydrologic categories","connected","46 days","January-December","1991, 1995, 1996, 1999, 2001",18,NA,NA,12,"sd","33","μg L–1","Integration d/a is connectivity_quantitative"
"pro_68","ES","hydrologic categories","connected","160 days","January-December","1991, 1995, 1996, 1999, 2001",10,NA,NA,10,"sd","9","μg L–1","Integration d/a is connectivity_quantitative"
"pro_68","ES","hydrologic categories","connected","258 days","January-December","1991, 1995, 1996, 1999, 2001",19,NA,NA,19,"sd","24","μg L–1","Integration d/a is connectivity_quantitative"
"pro_68","ES","hydrologic categories","connected","365 days","January-December","1991, 1995, 1996, 1999, 2001",12,NA,NA,16,"sd","34","μg L–1","Integration d/a is connectivity_quantitative"
"chl_21","ES","connected lakes","connected","various hydraulic parameters","not reported","2008-2011",12.06,NA,NA,NA,NA,"30","μg L–1","Table 3"
"chl_21","ES","disconnected lakes","disconnected","various hydraulic parameters","not reported","2008-2011",13.92,NA,NA,NA,NA,"60","μg L–1","Table 3"
"chl_21","ES","all samples","connected, disconnected","various hydraulic parameters","not reported","",13.38,"0.54","43.09",NA,NA,"68","μg L–1","Table 1"
"chl_21","ES","relative depth greater than 0.09","connected","mean depth, spatial area","not reported","",12.21,NA,NA,NA,NA,"not reported","μg L–1","Table 2"
"chl_21","ES","relative depth less than 0.09","disconnected","mean depth, spatial area","not reported","",18.02,NA,NA,NA,NA,"not reported","μg L–1","Table 2"
"pro_71","ES","proportion floodplain, max distance floodplain, max distance from home","habitat variables","distance","October-May","2013-2014",NA,NA,NA,NA,NA,"69","10 g m-2","multiple fish movement response variables, primary productivity metric is percent area periphyton >10 g m-2"
"chl_50","ES","river","gross communicty production","habitat type","spring, summer, fall, winter","2006, 2007",0.67,NA,NA,0.18,"se","","g O2 m-2 day-1","augmented nutrient field experiment, chlorophyll specific metabolism, other metabolism metrics include ash free dry mass  and aeral pheophytin"
"chl_50","ES","river","net community metabolism","habitat type","spring, summer, fall, winter","2006, 2007",0.04,NA,NA,0.04,"se","","g O2 m-2 day-1","augmented nutrient field experiment, chlorophyll specific metabolism, other metabolism metrics include ash free dry mass  and aeral pheophytin"
"chl_50","ES","river","community respiration","habitat type","spring, summer, fall, winter","2006, 2007",0.63,NA,NA,0.2,"se","","g O2 m-2 day-1","augmented nutrient field experiment, chlorophyll specific metabolism, other metabolism metrics include ash free dry mass  and aeral pheophytin"
"chl_50","ES","wetland","gross communicty production","habitat type","spring, summer, fall, winter","2006, 2007",2.16,NA,NA,0.57,"se","","g O2 m-2 day-1","augmented nutrient field experiment, chlorophyll specific metabolism, other metabolism metrics include ash free dry mass  and aeral pheophytin"
"chl_50","ES","wetland","net community metabolism","habitat type","spring, summer, fall, winter","2006, 2007",0.45,NA,NA,0.38,"se","","g O2 m-2 day-1","augmented nutrient field experiment, chlorophyll specific metabolism, other metabolism metrics include ash free dry mass  and aeral pheophytin"
"chl_50","ES","wetland","community respiration","habitat type","spring, summer, fall, winter","2006, 2007",1.71,NA,NA,0.38,"se","","g O2 m-2 day-1","augmented nutrient field experiment, chlorophyll specific metabolism, other metabolism metrics include ash free dry mass  and aeral pheophytin"
"chl_50","ES","lake","gross communicty production","habitat type","spring, summer, fall, winter","2006, 2007",0.125,NA,NA,0.013,"se","","g O2 m-2 day-1","augmented nutrient field experiment, chlorophyll specific metabolism, other metabolism metrics include ash free dry mass  and aeral pheophytin"
"chl_50","ES","lake","net community metabolism","habitat type","spring, summer, fall, winter","2006, 2007",0.06,NA,NA,0.01,"se","","g O2 m-2 day-1","augmented nutrient field experiment, chlorophyll specific metabolism, other metabolism metrics include ash free dry mass  and aeral pheophytin"
"chl_50","ES","lake","community respiration","habitat type","spring, summer, fall, winter","2006, 2007",0.06,NA,NA,0.01,"se","","g O2 m-2 day-1","augmented nutrient field experiment, chlorophyll specific metabolism, other metabolism metrics include ash free dry mass  and aeral pheophytin"
"r3_01","MB","Dianshan Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",36.1,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Gehu Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",47.7,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Hongxing Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",57.6,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Longyang Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",113.3,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Moshui Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",103.6,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Nanhu Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",79.9,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Nantaizi Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",96,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Qingling Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",83.2,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Sanliqi Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",36.8,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Sanjiao Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",50.2,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Bao'ankou Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",13.2,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Houguan Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",14.7,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Huama Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",12.1,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Qihu Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",10.3,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Wuchang Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",5.8,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Yangcheng Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",13.2,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Honghu Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",5,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Junshan Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",1.4,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Langgan Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",1.1,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Luhu Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",4.2,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Nanbeizui Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",3.1,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Niushan Lake ","disconnected",NA,"spring, summer, fall, winter","2004, 2005",2.2,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Qiaodun Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",3.8,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Taojiada Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",3.4,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Xiaosihai Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",3.1,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Zhangdu Lake","disconnected",NA,"spring, summer, fall, winter","2004, 2005",4.5,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Laojianghe Lake","semi-connected",NA,"spring, summer, fall, winter","2004, 2005",8.7,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Tian'ezhou Lake","semi-connected",NA,"spring, summer, fall, winter","2004, 2005",3.3,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Dongting Lake","connected",NA,"spring, summer, fall, winter","2004, 2005",3.5,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Poyang Lake","connected",NA,"spring, summer, fall, winter","2004, 2005",2,NA,NA,NA,NA,NA,"mg/m3",""
"r3_01","MB","Shijiu Lake","connected",NA,"spring, summer, fall, winter","2004, 2005",5.9,NA,NA,NA,NA,NA,"mg/m3",""
"r3_05","MB","NC-11","semi-connected",NA,"spring, summer, fall, winter","1996, 1997",26,"2.9","91",NA,NA,"64","ug/L","median chl = 22; connected to river during floods"
"r3_05","MB","S-19-B","semi-connected",NA,"spring, summer, fall, winter","1996, 1997",45,"1.4","256",NA,NA,"68","ug/L","median chl = 27; variable connectivity to river"
"r3_05","MB","S-19-F","connected",NA,"spring, summer, fall, winter","1996, 1997",25,"4.6","63",NA,NA,"53","ug/L","median chl = 24; perennially connected to river"
"r3_13","MB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chlorophyll data not reported in paper, but available in data publication; text states ""lakes outside the permafrost region had generally higher pH and higher concentrations of other ions, nutrients, and chlorophyll-a"""
"r3_23","MB","Oxbow Cooley","disconnected",NA,"spring, summer, fall, winter","1994, 1995, 1996",48,"3","847",NA,NA,NA,"ug/L",""
"r3_23","MB","Oxbow Dalton","disconnected",NA,"spring, summer, fall, winter","1994, 1995, 1996",37,"8","224",NA,NA,NA,"ug/L",""
"r3_23","MB","Oxbow Sunshine","disconnected",NA,"spring, summer, fall, winter","1994, 1995, 1996",67,"25","256",NA,NA,NA,"ug/L",""
"r3_23","MB","Oxbow Teteseau","disconnected",NA,"spring, summer, fall, winter","1994, 1995, 1996",64,"4","277",NA,NA,NA,"ug/L",""
"r3_23","MB","Protected Scour RK 512","disconnected",NA,"spring, summer, fall, winter","1994, 1995, 1996",25,"8","61",NA,NA,NA,"ug/L",""
"r3_23","MB","Protected Scour RK 528","disconnected",NA,"spring, summer, fall, winter","1994, 1995, 1996",25,"12","55",NA,NA,NA,"ug/L",""
"r3_23","MB","Protected Scour RK 330","disconnected",NA,"spring, summer, fall, winter","1994, 1995, 1996",29,"10","60",NA,NA,NA,"ug/L",""
"r3_23","MB","Connected Scour RK 304","connected",NA,"spring, summer, fall, winter","1994, 1995, 1996",22,"4","81",NA,NA,NA,"ug/L",""
"r3_23","MB","Connected Scour RK 398","connected",NA,"spring, summer, fall, winter","1994, 1995, 1996",31,"4","177",NA,NA,NA,"ug/L",""
"r3_23","MB","Connected Scour RK 346","connected",NA,"spring, summer, fall, winter","1994, 1995, 1996",21,"7","689",NA,NA,NA,"ug/L",""
"r3_23","MB","Connected Scour RK 351","connected",NA,"spring, summer, fall, winter","1994, 1995, 1996",20,"8","139",NA,NA,NA,"ug/L",""
"r3_23","MB","Connected Scour RK 386","connected",NA,"spring, summer, fall, winter","1994, 1995, 1996",23,"6","126",NA,NA,NA,"ug/L",""
"r3_23","MB","Missouri River","connected",NA,"spring, summer, fall, winter","1994, 1995, 1996",20,"6","45",NA,NA,NA,"ug/L",""
"r3_22","PG","Inflow lakes","highly connected","NA","spring (April–June)","1996–1998",11.8,"NA","NA",9.8,"sd",NA,"ug/L","The typology presented here reflects these differences: highly connected inflow lakes show high concentrations of mineral suspended matter, a high sedimentation rate and a rather shallow, mineral bottom substrate. The large lakes with an intermediate connectivity usually are the larger, relatively deep lagoonal lakes. The remote lakes, enclosed by reedbeds, are mostly smaller sized, isolated, shallow lakes with highly organic sediments."
"r3_22","PG","Inflow lakes","highly connected","NA","summer (July–September),","1996–1998",19.7,"NA","NA",19,"sd",NA,"ug/L","The typology presented here reflects these differences: highly connected inflow lakes show high concentrations of mineral suspended matter, a high sedimentation rate and a rather shallow, mineral bottom substrate. The large lakes with an intermediate connectivity usually are the larger, relatively deep lagoonal lakes. The remote lakes, enclosed by reedbeds, are mostly smaller sized, isolated, shallow lakes with highly organic sediments."
"r3_22","PG","Large lakes","intermediate connectivity","NA","spring (April–June)","1996–1998",15.3,"NA","NA",12.1,"sd",NA,"ug/L","The typology presented here reflects these differences: highly connected inflow lakes show high concentrations of mineral suspended matter, a high sedimentation rate and a rather shallow, mineral bottom substrate. The large lakes with an intermediate connectivity usually are the larger, relatively deep lagoonal lakes. The remote lakes, enclosed by reedbeds, are mostly smaller sized, isolated, shallow lakes with highly organic sediments."
"r3_22","PG","Large lakes","intermediate connectivity","NA","summer (July–September),","1996–1998",62.7,"NA","NA",50,"sd",NA,"ug/L","The typology presented here reflects these differences: highly connected inflow lakes show high concentrations of mineral suspended matter, a high sedimentation rate and a rather shallow, mineral bottom substrate. The large lakes with an intermediate connectivity usually are the larger, relatively deep lagoonal lakes. The remote lakes, enclosed by reedbeds, are mostly smaller sized, isolated, shallow lakes with highly organic sediments."
"r3_22","PG","Remote lakes","isolated","NA","spring (April–June)","1996–1998",10.1,"NA","NA",6.7,"sd",NA,"ug/L","The typology presented here reflects these differences: highly connected inflow lakes show high concentrations of mineral suspended matter, a high sedimentation rate and a rather shallow, mineral bottom substrate. The large lakes with an intermediate connectivity usually are the larger, relatively deep lagoonal lakes. The remote lakes, enclosed by reedbeds, are mostly smaller sized, isolated, shallow lakes with highly organic sediments."
"r3_22","PG","Remote lakes","isolated","NA","summer (July–September),","1996–1998",32,"NA","NA",21.7,"sd",NA,"ug/L","The typology presented here reflects these differences: highly connected inflow lakes show high concentrations of mineral suspended matter, a high sedimentation rate and a rather shallow, mineral bottom substrate. The large lakes with an intermediate connectivity usually are the larger, relatively deep lagoonal lakes. The remote lakes, enclosed by reedbeds, are mostly smaller sized, isolated, shallow lakes with highly organic sediments."
"r3_24","PG","Gangu","connected","NA","February 2020–February 2021","2020, 2021",23.52,"NA","NA",1.11,"sd",NA,"ug/L","sites on a lake connected to other lakes by a swamp"
"r3_24","PG","Open water","connected","NA","February 2020–February 2021","2020, 2021",9.03,"NA","NA",0.81,"sd",NA,"ug/L","sites on a lake connected to other lakes by a swamp"
"r3_24","PG","Hotel","connected","NA","February 2020–February 2021","2020, 2021",34.97,"NA","NA",3.36,"sd",NA,"ug/L","sites on a lake connected to other lakes by a swamp"
"r3_24","PG","Kandenge","connected","NA","February 2020–February 2021","2020, 2021",28.49,"NA","NA",3.06,"sd",NA,"ug/L","sites on a lake connected to other lakes by a swamp"
